1	1.3635777648593086E+002	1.4000000000000000E+001	0.0000000000000000E+000	0.0000000000000000E+000	4.4756816550102432E+000	4.2181521392000958E+000	6.8097159603218738E-001	4.2220741970269886E+000	7.5169102404784702E+000	7.9276690857720067E-001	2.6595468685412321E-001	7.2007543514579631E-001 
5	8.3247786122425657E+002	1.3999998377885834E+001	-1.6221141656558302E-006	-2.1329656740098460E-009	4.4575170812453617E+000	4.1751216867348937E+000	6.9578551732934946E-001	4.1924463041130018E+000	7.5102156451227149E+000	7.7781848494853201E-001	2.6596125868020443E-001	7.2007543514579653E-001 
10	2.1731917815045340E+003	1.3999995440982234E+001	-4.5590177659704523E-006	-2.2385970240496778E-009	4.4596695677456815E+000	4.1830591197782265E+000	6.9544926085037750E-001	4.1931187259651379E+000	7.5124126550632102E+000	7.8610938861198987E-001	2.6597525685706630E-001	7.2007543514579619E-001 
15	4.3324249572551253E+003	1.3999990255347958E+001	-9.7446520417321381E-006	-2.5193369158901842E-009	4.4654691591227520E+000	4.1988504053316298E+000	6.9174572087293840E-001	4.2005256450561950E+000	7.5199206714381654E+000	8.1299777426818587E-001	2.6600814065056516E-001	7.2007543514579420E-001 
20	7.8098915791332120E+003	1.3999980561922555E+001	-1.9438077444533519E-005	-2.9371175127553127E-009	4.4730022104337301E+000	4.2144047567822938E+000	6.8445679397631298E-001	4.2151031981490492E+000	7.5300785504821350E+000	8.4512750190865116E-001	2.6608886684590083E-001	7.2007543514578753E-001 
25	1.3410386348334090E+004	1.3999963534345005E+001	-3.6465654995154750E-005	-3.0267175017115092E-009	4.4758614871294125E+000	4.2076303192591631E+000	6.7535102182338269E-001	4.2333142142407860E+000	7.5357144994788161E+000	8.5788910106032545E-001	2.6623467424431324E-001	7.2007543514576466E-001 
30	2.2430039179079802E+004	1.3999937929322979E+001	-6.2070677021353049E-005	-2.7288564924487138E-009	4.4743557645082301E+000	4.1900734008800082E+000	6.6958400787616923E-001	4.2448474478381479E+000	7.5361819237008678E+000	8.5596897324600185E-001	2.6648092658038186E-001	7.2007543514569261E-001 
35	3.6956280259524079E+004	1.3999899605071629E+001	-1.0039492837066177E-004	-2.6142850103988222E-009	4.4736058609007117E+000	4.1861106563978616E+000	6.6910244285013332E-001	4.2458093890254007E+000	7.5356770851498727E+000	8.5388686431503225E-001	2.6688705911874488E-001	7.2007543514545258E-001 
40	6.0350936781990400E+004	1.3999838587908528E+001	-1.6141209147235713E-004	-2.6063353659033340E-009	4.4733234898877559E+000	4.1863708964333082E+000	6.6979730489376954E-001	4.2444177721049128E+000	7.5352001038249838E+000	8.5223005899280990E-001	2.6753441024220015E-001	7.2007543514458272E-001 
45	9.8028265057987635E+004	1.3999740524384462E+001	-2.5947561553785192E-004	-2.6005190904389115E-009	4.4728994473097847E+000	4.1868360229165136E+000	6.7087795329131306E-001	4.2422534332321433E+000	7.5345262749482877E+000	8.4984125266382737E-001	2.6856194110601828E-001	7.2007543514127448E-001 
50	1.5870797901976400E+005	1.3999582966210971E+001	-4.1703378902901989E-004	-2.5943913415314136E-009	4.4722789067797226E+000	4.1876608522983716E+000	6.7253144904236595E-001	4.2389415539944206E+000	7.5335872609716459E+000	8.4646007574662019E-001	2.7018518372939326E-001	7.2007543512814243E-001 
55	2.5643326515234445E+005	1.3999329711754017E+001	-6.7028824598303061E-004	-2.5903336362794994E-009	4.4714268448415693E+000	4.1891128357704783E+000	6.7496156465472767E-001	4.2340734662493791E+000	7.5323656784442532E+000	8.4192677511834502E-001	2.7273850653553366E-001	7.2007543507427529E-001 
60	4.1382081572172669E+005	1.3998921852758606E+001	-1.0781472413938786E-003	-2.5933735689009914E-009	4.4703320086915443E+000	4.1916292095660728E+000	6.7840942385257419E-001	4.2271650948556436E+000	7.5309131018802038E+000	8.3621695874091651E-001	2.7672501398320987E-001	7.2007543484743608E-001 
65	6.6729503978922265E+005	1.3998261734219735E+001	-1.7382657802649248E-003	-2.6132902167731146E-009	4.4690191634622156E+000	4.1959235960991004E+000	6.8318230757774590E-001	4.2175988477854132E+000	7.5293880143229019E+000	8.2949876430726499E-001	2.8292401230308883E-001	7.2007543386271577E-001 
70	1.0755178123921657E+006	1.3997182254285860E+001	-2.8177457141396189E-003	-2.6675115553685098E-009	4.4675223893021174E+000	4.2031895103931323E+000	6.8980881304495900E-001	4.2043123448171382E+000	7.5280560404552341E+000	8.2206169242906935E-001	2.9253831994702278E-001	7.2007542895581955E-001 
