1	2.4918292940311059E+002	1.1000000000000000E+001	0.0000000000000000E+000	0.0000000000000000E+000	4.4269719613622671E+000	3.9062223140332066E+000	6.2242607074469580E-001	4.2344298970819585E+000	2.6594971712683724E-001	7.2006662667343058E-001
2	5.2328415174653230E+002	1.0999999852234094E+001	-1.4776590617771035E-007	-5.3909247727323399E-010	4.4105638280443911E+000	3.8627297674564494E+000	6.3349606409206982E-001	4.2122899045532183E+000	2.6595165033618912E-001	7.2006662667343058E-001
3	8.2479549632429621E+002	1.0999999743719671E+001	-2.5628032851443550E-007	-3.5990162594116498E-010	4.4109462246296953E+000	3.8649186417827295E+000	6.3382570808459926E-001	4.2116306122838667E+000	2.6595366968536854E-001	7.2006662667343035E-001
4	1.1564579753598364E+003	1.0999999622527511E+001	-3.7747248882169515E-007	-3.6540810968761032E-010	4.4110913555991047E+000	3.8657302749555984E+000	6.3394126273221507E-001	4.2113994982038090E+000	2.6595592353734709E-001	7.2006662667343069E-001
5	1.5212867022989308E+003	1.0999999488464951E+001	-5.1153504898593383E-007	-3.6746711695703410E-010	4.4113113372330650E+000	3.8666287768362153E+000	6.3395055040460391E-001	4.2113809175660641E+000	2.6595847262048761E-001	7.2006662667343069E-001
6	1.9225983019319347E+003	1.0999999339956453E+001	-6.6004354692950074E-007	-3.7005782656216206E-010	4.4116836974771863E+000	3.8679444154425329E+000	6.3386364921951999E-001	4.2115547140729204E+000	2.6596138600695168E-001	7.2006662667343091E-001
7	2.3640410615282390E+003	1.0999999174797930E+001	-8.2520207023151215E-007	-3.7413349909406079E-010	4.4122290756691704E+000	3.8697452712362246E+000	6.3367332073239846E-001	4.2119353645264876E+000	2.6596477314067984E-001	7.2006662667343069E-001
8	2.8496280970841735E+003	1.0999998990298801E+001	-1.0097011990950477E-006	-3.7995068634818194E-010	4.4129543887761669E+000	3.8720354217441644E+000	6.3336776977237519E-001	4.2125464591622652E+000	2.6596876494883365E-001	7.2006662667343069E-001
9	3.3837738361957013E+003	1.0999998783255174E+001	-1.2167448257827118E-006	-3.8761635938987568E-010	4.4138618945382238E+000	3.8748014014778138E+000	6.3293574811508535E-001	4.2134104943024893E+000	2.6597353344700059E-001	7.2006662667343069E-001
10	3.9713341492183827E+003	1.0999998549870408E+001	-1.4501295915181345E-006	-3.9720988513430396E-010	4.4149478487885174E+000	3.8780119530570603E+000	6.3236911540412222E-001	4.2145437505100762E+000	2.6597928505474727E-001	7.2006662667343013E-001
11	4.6176504935433322E+003	1.0999998285674877E+001	-1.7143251227480505E-006	-4.0877123577351142E-010	4.4162019349739339E+000	3.8816158834663974E+000	6.3166290823795779E-001	4.2159561544116162E+000	2.6598627528941438E-001	7.2006662667343024E-001
12	5.3285984723007759E+003	1.0999997985452701E+001	-2.0145472987564972E-006	-4.2228430960859497E-010	4.4176043047718485E+000	3.8855308896904019E+000	6.3081567175412923E-001	4.2176506155261047E+000	2.6599477213980732E-001	7.2006662667342958E-001
13	6.1106412489339646E+003	1.0999997643213085E+001	-2.3567869149587750E-006	-4.3762262999413293E-010	4.4191242553865520E+000	3.8896343416980446E+000	6.2982749652854397E-001	4.2196269524652017E+000	2.6600510218514117E-001	7.2006662667342902E-001
14	6.9708883032304730E+003	1.0999997252234195E+001	-2.7477658051111575E-006	-4.5449605481849748E-010	4.4207200612265574E+000	3.8937605455704380E+000	6.2869898678473068E-001	4.2218839565164634E+000	2.6601756444754332E-001	7.2006662667342836E-001
15	7.9171600629566310E+003	1.0999996805209735E+001	-3.1947902652262883E-006	-4.7240600398496379E-010	4.4223396538697282E+000	3.8976997130239215E+000	6.2742938522512981E-001	4.2244231419865459E+000	2.6603240781656845E-001	7.2006662667342769E-001
16	8.9580589986554041E+003	1.0999996294538509E+001	-3.7054614914211470E-006	-4.9060596524976464E-010	4.4239239251379745E+000	3.9012095025430500E+000	6.2601573744820360E-001	4.2272504173784204E+000	2.6604955703022892E-001	7.2006662667342636E-001
17	1.0103047827924058E+004	1.0999995712754023E+001	-4.2872459768972249E-006	-5.0811367965402206E-010	4.4254080550552066E+000	3.9040258308429969E+000	6.2445564176371127E-001	4.2303705857777789E+000	2.6606951339155033E-001	7.2006662667342514E-001
18	1.1362535540119576E+004	1.0999995053117798E+001	-4.9468822016507374E-006	-5.2373374949220961E-010	4.4267248203706977E+000	3.9058822978502277E+000	6.2275034463634538E-001	4.2337811539891934E+000	2.6609177015621954E-001	7.2006662667342336E-001
19	1.2747972023534645E+004	1.0999994310318266E+001	-5.6896817337559469E-006	-5.3614838527948168E-010	4.4278109904177629E+000	3.9065505433893528E+000	6.2091212731177647E-001	4.2374575593116131E+000	2.6611577206382886E-001	7.2006662667342081E-001
20	1.4271952155291221E+004	1.0999993481085575E+001	-6.5189144251576181E-006	-5.4412303014826802E-010	4.4286187907504919E+000	3.9058922870898494E+000	6.1896739849656646E-001	4.2413469842028171E+000	2.6614274715962721E-001	7.2006662667341759E-001
21	1.5948330300223455E+004	1.0999992564426744E+001	-7.4355732557762622E-006	-5.4680910418260797E-010	4.4291219250161280E+000	3.9038942753534100E+000	6.1696212409707596E-001	4.2453574968108772E+000	2.6617291555141320E-001	7.2006662667341370E-001
22	1.7792346259648915E+004	1.0999991560467725E+001	-8.4395322748065382E-006	-5.4444160956566739E-010	4.4292518644058534E+000	3.9006107626015654E+000	6.1506048894170162E-001	4.2491607274839733E+000	2.6620656028750733E-001	7.2006662667340893E-001
23	1.9820763815016915E+004	1.0999990472556485E+001	-9.5274435150116688E-006	-5.3633495639309219E-010	4.4291301587761742E+000	3.8964932820823917E+000	6.1324515994147344E-001	4.2527913425322268E+000	2.6624416845457466E-001	7.2006662667340238E-001
24	2.2052023125921718E+004	1.0999989301987293E+001	-1.0698012706811255E-005	-5.2462265945567478E-010	4.4287984575481749E+000	3.8918882312522101E+000	6.1160603698238059E-001	4.2560695422347576E+000	2.6628299125708382E-001	7.2006662667339461E-001
