#                           1                            2                            3                            4                            5 
#              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
#                        6794      1.3000000000000000E+001      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 
#
#                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11 
#                    model_number                         star_age                        star_mass                       delta_mass                        star_mdot                         log_Teff                            log_L                            log_R                            log_g                       center_he4                       surface_h1 
                             357          1.7022907114189476E+007          8.0158020513224582E+000         -4.9841979486775418E+000         -7.6674877833268591E-006          3.5442503079622920E+000          4.5099244797843578E+000          2.6897204604202214E+000         -3.7604583589754603E-002          5.2478426028457936E-001          6.5542948200441342E-001 
                             358          1.7024855519553352E+007          8.0008673800197201E+000         -4.9991326199802799E+000         -7.6650740033991274E-006          3.5442093710271263E+000          4.5097882139205607E+000          2.6897342013586543E+000         -3.8441977570181959E-002          5.2302036612707803E-001          6.5542948200441353E-001 
                             359          1.7025927142503485E+007          7.9926512129800651E+000         -5.0073487870199349E+000         -7.6670316165220374E-006          3.5442333026837534E+000          4.5097359098450882E+000          2.6896601860076634E+000         -3.8740157162809326E-002          5.2240339162248817E-001          6.5542948200441364E-001 
                             360          1.7027105927748632E+007          7.9836177518119857E+000         -5.0163822481880143E+000         -7.6633646419319812E-006          3.5441451574722382E+000          4.5096378816171478E+000          2.6897874623167239E+000         -3.9485836058852829E-002          5.2140103218446288E-001          6.5542948200441342E-001 
                             361          1.7028402591518290E+007          7.9736706434061233E+000         -5.0263293565938767E+000         -7.6713089689155902E-006          3.5441604635814064E+000          4.5095879180934437E+000          2.6897318683365352E+000         -3.9916090321503665E-002          5.2052251631377866E-001          6.5542948200441364E-001 
                             362          1.7029828921664916E+007          7.9627326386703574E+000         -5.0372673613296426E+000         -7.6686346156530764E-006          3.5441327185254763E+000          4.5095070021682400E+000          2.6897469004857930E+000         -4.0542313710827907E-002          5.1935280704501408E-001          6.5542948200441353E-001 
                             363          1.7031397884826206E+007          7.9506984208803049E+000         -5.0493015791196951E+000         -7.6701723067663717E-006          3.5442321357472211E+000          4.5094726273692771E+000          2.6895308786428220E+000         -4.0767123390697546E-002          5.1821265664680505E-001          6.5542948200441364E-001 
                             364          1.7033123744303621E+007          7.9374810433764384E+000         -5.0625189566235616E+000         -7.6584320315835787E-006          3.5441721014271836E+000          4.5093500628682346E+000          2.6895896650323765E+000         -4.1607275550568180E-002          5.1683955953568728E-001          6.5542948200441353E-001 
                             365          1.7035022189728782E+007          7.9229336830690391E+000         -5.0770663169309609E+000         -7.6627750867159505E-006          3.5440881263086434E+000          4.5092496924271632E+000          2.6897074300489212E+000         -4.2639485896047331E-002          5.1533123293854632E-001          6.5542948200441364E-001 
                             366          1.7037110479696456E+007          7.9069161099186189E+000         -5.0930838900813811E+000         -7.6701863239093800E-006          3.5440846476088117E+000          4.5091675649718752E+000          2.6896733237209398E+000         -4.3450162945013027E-002          5.1362534333425147E-001          6.5542948200441353E-001 
                             367          1.7038259039178681E+007          7.8981078305677048E+000         -5.1018921694322952E+000         -7.6689796978365756E-006          3.5439655740316613E+000          4.5090665178798819E+000          2.6898609473292443E+000         -4.4309482508189009E-002          5.1267433389510841E-001          6.5542948200441353E-001 
                             368          1.7039522454609122E+007          7.8884043926680105E+000         -5.1115956073319895E+000         -7.6803224544179450E-006          3.5439265289010020E+000          4.5090417396158617E+000          2.6899266484585529E+000         -4.4974777244949457E-002          5.1183345882844833E-001          6.5542948200441342E-001 
                             369          1.7040912211582612E+007          7.8777252604607586E+000         -5.1222747395392414E+000         -7.6841724207730374E-006          3.5439029167399609E+000          4.5089980413085735E+000          2.6899520236269914E+000         -4.5613863337074935E-002          5.1063241819162886E-001          6.5542948200441353E-001 
                             370          1.7042440944253448E+007          7.8659755029589133E+000         -5.1340244970410867E+000         -7.6859464875663857E-006          3.5440034592250247E+000          4.5089883963034172E+000          2.6897461161542848E+000         -4.5850289344769882E-002          5.0961269551088240E-001          6.5542948200441342E-001 
                             371          1.7044122550191369E+007          7.8530699891705265E+000         -5.1469300108294735E+000         -7.6745172560145028E-006          3.5439159448130537E+000          4.5088864175234704E+000          2.6898701555882538E+000         -4.6811489717006542E-002          5.0811838022512446E-001          6.5542948200441353E-001 
                             372          1.7045972316723078E+007          7.8388594974899792E+000         -5.1611405025100208E+000         -7.6823163555632619E-006          3.5440043279062450E+000          4.5088719743938714E+000          2.6896861678370723E+000         -4.7230101971659166E-002          5.0685773516798671E-001          6.5542948200441353E-001 
                             373          1.7048007059907965E+007          7.8232486471279046E+000         -5.1767513528720954E+000         -7.6721477570488705E-006          3.5437716574789109E+000          4.5087372298184230E+000          2.6900841364040162E+000         -4.8891785702697067E-002          5.0514758737602339E-001          6.5542948200441353E-001 
                             374          1.7049126168659650E+007          7.8146365343256168E+000         -5.1853634656743832E+000         -7.6955101899739234E-006          3.5437493481375246E+000          4.5087368540392605E+000          2.6901285671972079E+000         -4.9458997577791701E-002          5.0436817643247833E-001          6.5542948200441342E-001 
                             375          1.7050357188286506E+007          7.8051601943958575E+000         -5.1948398056041425E+000         -7.6979600674381074E-006          3.5437527679338348E+000          4.5087173551601607E+000          2.6901119781650382E+000         -4.9952781895427283E-002          5.0338655041194824E-001          6.5542948200441353E-001 
                             376          1.7051711309876043E+007          7.7947372813202538E+000         -5.2052627186797462E+000         -7.6971766465555739E-006          3.5437899644291697E+000          4.5087045955132998E+000          2.6900312053509374E+000         -5.0371575248903677E-002          5.0236674459056263E-001          6.5542948200441342E-001 
                             377          1.7053200843624536E+007          7.7832786766543682E+000         -5.2167213233456318E+000         -7.6927459196347210E-006          3.5437104636984058E+000          4.5086383519610909E+000          2.6901570850363608E+000         -5.1262236221550413E-002          5.0118888132389694E-001          6.5542948200441353E-001 
                             378          1.7054839330747880E+007          7.7706617657107282E+000         -5.2293382342892718E+000         -7.7003418360076363E-006          3.5436891668549055E+000          4.5086198318084154E+000          2.6901904186470231E+000         -5.2033478084088064E-002          4.9993499248371454E-001          6.5542948200441353E-001 
                             379          1.7056641666583560E+007          7.7567795879575101E+000         -5.2432204120424899E+000         -7.7023257699343982E-006          3.5436200507312532E+000          4.5085749749546462E+000          2.6903062224674432E+000         -5.3041640556343403E-002          4.9856544666830299E-001          6.5542948200441353E-001 
                             380          1.7058624236002803E+007          7.7414956428099737E+000         -5.2585043571900263E+000         -7.7091601429781649E-006          3.5437814045464644E+000          4.5086090788755113E+000          2.6900005667974525E+000         -5.3286906492511277E-002          4.9700776799131863E-001          6.5542948200441353E-001 
                             381          1.7059714649183389E+007          7.7331084949301099E+000         -5.2668915050698901E+000         -7.6917154242055321E-006          3.5434949179026565E+000          4.5084666952716397E+000          2.6905023482831329E+000         -5.4761239813457131E-002          4.9616317133515869E-001          6.5542948200441364E-001 
                             382          1.7060914103682034E+007          7.7238474433796949E+000         -5.2761525566203051E+000         -7.7210528293396640E-006          3.5434856742050380E+000          4.5084952173235431E+000          2.6905350967043211E+000         -5.5347152717352667E-002          4.9522618850642153E-001          6.5542948200441342E-001 
                             383          1.7062233503630541E+007          7.7136582656668509E+000         -5.2863417343331491E+000         -7.7225845918568713E-006          3.5435579489238895E+000          4.5085095306651723E+000          2.6903977039374336E+000         -5.5645659836133801E-002          4.9419552063696498E-001          6.5542948200441342E-001 
                             384          1.7063684843573902E+007          7.7024615820771247E+000         -5.2975384179228753E+000         -7.7147215860496922E-006          3.5434941204220212E+000          4.5084600497930296E+000          2.6905006205050990E+000         -5.6482346753310049E-002          4.9304795279280716E-001          6.5542948200441364E-001 
                             385          1.7065281317511596E+007          7.6901353642539352E+000         -5.3098646357460648E+000         -7.7209013765617056E-006          3.5435037194774539E+000          4.5084468463341096E+000          2.6904748206647748E+000         -5.7126303455549032E-002          4.9179053949898910E-001          6.5542948200441342E-001 
                             386          1.7067037438843060E+007          7.6765789267938560E+000         -5.3234210732061440E+000         -7.7195335067071096E-006          3.5435215655147987E+000          4.5084358015380763E+000          2.6904336061920668E+000         -5.7810139490274283E-002          4.9039199010478074E-001          6.5542948200441353E-001 
                             387          1.7068969172307670E+007          7.6616711982684533E+000         -5.3383288017315467E+000         -7.7172802555389694E-006          3.5434151612706302E+000          4.5083903274646859E+000          2.6906236776437091E+000         -5.9034491638050926E-002          4.8884760615621925E-001          6.5542948200441364E-001 
                             388          1.7070031625713207E+007          7.6534602438572508E+000         -5.3465397561427492E+000         -7.7282960066010286E-006          3.5432873916710155E+000          4.5083526865596406E+000          2.6908603963904154E+000         -5.9973608782609641E-002          4.8801937123065275E-001          6.5542948200441353E-001 
                             389          1.7071200324459296E+007          7.6444122978514608E+000         -5.3555877021485392E+000         -7.7418975900041753E-006          3.5432396588190183E+000          4.5083570016510537E+000          2.6909580196401168E+000         -6.0682583379871431E-002          4.8708675837692572E-001          6.5542948200441364E-001 
                             390          1.7072485893079996E+007          7.6344526020212049E+000         -5.3655473979787951E+000         -7.7473078215352416E-006          3.5433149752249160E+000          4.5083755255112461E+000          2.6908166487584166E+000         -6.0966040948885171E-002          4.8604905325068248E-001          6.5542948200441342E-001 
                             391          1.7073900018562764E+007          7.6235084582578585E+000         -5.3764915417421415E+000         -7.7391602772924637E-006          3.5432731134272815E+000          4.5083430696834936E+000          2.6908841444398095E+000         -6.1724048983676442E-002          4.8488619266131300E-001          6.5542948200441353E-001 
                             392          1.7075455556593806E+007          7.6114635927738545E+000         -5.3885364072261455E+000         -7.7432150443232030E-006          3.5432169454236337E+000          4.5083242002069204E+000          2.6909870457088196E+000         -6.2616563605885883E-002          4.8358483524048512E-001          6.5542948200441364E-001 
                             393          1.7077166648427956E+007          7.5982041178965440E+000         -5.4017958821034560E+000         -7.7491310592930363E-006          3.5431944823265087E+000          4.5083151095980609E+000          2.6910274265986400E+000         -6.3454543536576244E-002          4.8229440419283326E-001          6.5542948200441342E-001 
                             394          1.7079048849445522E+007          7.5836143505886691E+000         -5.4163856494113309E+000         -7.7514394964858447E-006          3.5431568348816391E+000          4.5082934028010238E+000          2.6910918680898610E+000         -6.4418143044944406E-002          4.8066613737361180E-001          6.5542948200441353E-001 
                             395          1.7080084060005181E+007          7.5755860680867970E+000         -5.4244139319132030E+000         -7.7552169720005227E-006          3.5430692697998452E+000          4.5082660175616081E+000          2.6912533056337402E+000         -6.5201021169723747E-002          4.7999594433256015E-001          6.5542948200441353E-001 
                             396          1.7081222791620806E+007          7.5667443497256013E+000         -5.4332556502743987E+000         -7.7645322566469316E-006          3.5430771892307544E+000          4.5082753587347311E+000          2.6912421373584827E+000         -6.5685860176109043E-002          4.7898893518540736E-001          6.5542948200441353E-001 
                             397          1.7082475396397997E+007          7.5570193938550716E+000         -5.4429806061449284E+000         -7.7637863495554321E-006          3.5429492671236713E+000          4.5082199223589470E+000          2.6914702633847578E+000         -6.6700636591383172E-002          4.7815412971281923E-001          6.5542948200441364E-001 
                             398          1.7083853261652902E+007          7.5463035562220266E+000         -5.4536964437779734E+000         -7.7771303070999732E-006          3.5430245907433049E+000          4.5082658700115559E+000          2.6913425899717951E+000         -6.7061555463977726E-002          4.7698832499241067E-001          6.5542948200441353E-001 
                             399          1.7085368913433302E+007          7.5345277509204198E+000         -5.4654722490795802E+000         -7.7694662150615088E-006          3.5430132091622553E+000          4.5082449854575088E+000          2.6913549108568695E+000         -6.7764431503538308E-002          4.7587942868626593E-001          6.5542948200441353E-001 
                             400          1.7087036130391739E+007          7.5215729433134380E+000         -5.4784270566865620E+000         -7.7703189986223071E-006          3.5430377396436912E+000          4.5082328886159653E+000          2.6912998014732272E+000         -6.8401577935323754E-002          4.7451654194140297E-001          6.5542948200441353E-001 
                             401          1.7088870069046021E+007          7.5073282171766937E+000         -5.4926717828233063E+000         -7.7672860558779362E-006          3.5430868736790337E+000          4.5082478176258052E+000          2.6912089979074629E+000         -6.9043238951466607E-002          4.7313067302922773E-001          6.5542948200441342E-001 
                             402          1.7089878735305876E+007          7.4994989614651857E+000         -5.5005010385348143E+000         -7.7619883038720602E-006          3.5428263299332716E+000          4.5081408281881750E+000          2.6916765906801698E+000         -7.0431578627455679E-002          4.7233239202771776E-001          6.5542948200441375E-001 
                             403          1.7090988268191718E+007          7.4908564340888724E+000         -5.5091435659111276E+000         -7.7893386366494897E-006          3.5429195398703097E+000          4.5082068402251005E+000          2.6915231768245573E+000         -7.0625526550438258E-002          4.7148276955430807E-001          6.5542948200441342E-001 
                             404          1.7092208754366141E+007          7.4813610158361978E+000         -5.5186389841638022E+000         -7.7800293453939128E-006          3.5427691524699361E+000          4.5081560319215335E+000          2.6917985474735215E+000         -7.1727129244438581E-002          4.7053596813775483E-001          6.5542948200441353E-001 
                             405          1.7093551289158009E+007          7.4708945714797714E+000         -5.5291054285202286E+000         -7.7960321176223836E-006          3.5427378355085661E+000          4.5081682734618598E+000          2.6918673021664250E+000         -7.2472643187820970E-002          4.6950899796769041E-001          6.5542948200441342E-001 
                             406          1.7095028077429064E+007          7.4593759580531014E+000         -5.5406240419468986E+000         -7.7997730970923482E-006          3.5427221661399915E+000          4.5081738137551719E+000          2.6919014110502291E+000         -7.3210972221394915E-002          4.6836860463651375E-001          6.5542948200441342E-001 
                             407          1.7096652544527225E+007          7.4467024900267518E+000         -5.5532975099732482E+000         -7.8016157056714639E-006          3.5427183212997551E+000          4.5081764057242442E+000          2.6919103967152380E+000         -7.3967436720602853E-002          4.6708151648269630E-001          6.5542948200441353E-001 
                             408          1.7098439458335202E+007          7.4327608754337202E+000         -5.5672391245662798E+000         -7.8020632728927363E-006          3.5427447536852870E+000          4.5081858432479995E+000          2.6918622507060528E+000         -7.4684986963840266E-002          4.6567392159891841E-001          6.5542948200441364E-001 
                             409          1.7100405063523974E+007          7.4174307067392142E+000         -5.5825692932607858E+000         -7.7992105342755747E-006          3.5426757985019366E+000          4.5081688350817446E+000          2.6919916569896261E+000         -7.5840462715280069E-002          4.6410814862707533E-001          6.5542948200441353E-001 
                             410          1.7101486146377798E+007          7.4089910714928751E+000         -5.5910089285071249E+000         -7.8066498016099091E-006          3.5426449743878283E+000          4.5081519365529212E+000          2.6920448559534296E+000         -7.6441287075301706E-002          4.6329995228733389E-001          6.5542948200441353E-001 
                             411          1.7102675337517004E+007          7.3997037281315174E+000         -5.6002962718684826E+000         -7.8097986565434050E-006          3.5425850665046594E+000          4.5081381365540176E+000          2.6921577717203156E+000         -7.7211858379427678E-002          4.6237760479921874E-001          6.5542948200441353E-001 
                             412          1.7103983447770134E+007          7.3894791441802514E+000         -5.6105208558197486E+000         -7.8163013605408186E-006          3.5424802490167577E+000          4.5081190312467205E+000          2.6923578540424704E+000         -7.8212526937389212E-002          4.6137562000467996E-001          6.5542948200441353E-001 
                             413          1.7105422369048577E+007          7.3782155499525182E+000         -5.6217844500474818E+000         -7.8278043396048590E-006          3.5425693633722459E+000          4.5081568975011015E+000          2.6921985584586849E+000         -7.8556424786470305E-002          4.6024920146125109E-001          6.5542948200441353E-001 
                             414          1.7107005182454862E+007          7.3658405160910387E+000         -5.6341594839089613E+000         -7.8183782196538030E-006          3.5425658725819633E+000          4.5081287074669341E+000          2.6921914450221665E+000         -7.9271225279764448E-002          4.5899134102483879E-001          6.5542948200441364E-001 
                             415          1.7108746277201775E+007          7.3522282763802345E+000         -5.6477717236197655E+000         -7.8182073289980287E-006          3.5425257046254512E+000          4.5081211882026535E+000          2.6922680213030503E+000         -8.0227706370796278E-002          4.5756946003535420E-001          6.5542948200441353E-001 
                             416          1.7110661481423382E+007          7.3372464269692896E+000         -5.6627535730307104E+000         -7.8225858328494154E-006          3.5424896296440238E+000          4.5081063140743263E+000          2.6923327342017416E+000         -8.1243009562070881E-002          4.5596868672217589E-001          6.5542948200441342E-001 
                             417          1.7111714843745265E+007          7.3290024354357941E+000         -5.6709975645642059E+000         -7.8263588532001419E-006          3.5422732473239025E+000          4.5080602657602888E+000          2.6927424746849655E+000         -8.2550729947135568E-002          4.5522189591299567E-001          6.5542948200441353E-001 
                             418          1.7112873542299338E+007          7.3199065738280149E+000         -5.6800934261719851E+000         -7.8500672809324117E-006          3.5422695864728420E+000          4.5080956404710104E+000          2.6927674837424482E+000         -8.3140076009265831E-002          4.5423107963329218E-001          6.5542948200441342E-001 
                             419          1.7114148110708814E+007          7.3098997690982506E+000         -5.6901002309017494E+000         -7.8511319246165285E-006          3.5423637312954175E+000          4.5081298708934385E+000          2.6925963093085108E+000         -8.3391843105950852E-002          4.5335264331263869E-001          6.5542948200441353E-001 
                             420          1.7115550135959242E+007          7.2989064313489704E+000         -5.7010935686510296E+000         -7.8410411980362866E-006          3.5422863149523796E+000          4.5080949679033173E+000          2.6927336904995265E+000         -8.4320231356914840E-002          4.5212557858313196E-001          6.5542948200441353E-001 
                             421          1.7117092363734711E+007          7.2868012350082525E+000         -5.7131987649917475E+000         -7.8491624475096258E-006          3.5423262465186389E+000          4.5081234254345732E+000          2.6926680561326362E+000         -8.4909835590072216E-002          4.5107281565368484E-001          6.5542948200441353E-001 
                             422          1.7118788814287726E+007          7.2734923639893116E+000         -5.7265076360106884E+000         -7.8451275784491498E-006          3.5422478873439487E+000          4.5080927582567778E+000          2.6928094408931176E+000         -8.5986541141829576E-002          4.4965413610955662E-001          6.5542948200441342E-001 
                             423          1.7120654909896042E+007          7.2588371051045897E+000         -5.7411628948954103E+000         -7.8534341002688767E-006          3.5421117873173453E+000          4.5080795820720247E+000          2.6930750528539491E+000         -8.7393701744620911E-002          4.4825410879264499E-001          6.5542948200441353E-001 
                             424          1.7121681262480620E+007          7.2507610778703988E+000         -5.7492389221296012E+000         -7.8686675081903910E-006          3.5420344945770790E+000          4.5080802322140565E+000          2.6932299634054964E+000         -8.8186978610097888E-002          4.4743567959324904E-001          6.5542948200441342E-001 
                             425          1.7122810250323649E+007          7.2418674894548456E+000         -5.7581325105451544E+000         -7.8774882036534351E-006          3.5420759214736415E+000          4.5081113698328235E+000          2.6931626784217553E+000         -8.8585429528384455E-002          4.4657612038468431E-001          6.5542948200441353E-001 
                             426          1.7124052136950985E+007          7.2320897081887860E+000         -5.7679102918112140E+000         -7.8733284108552178E-006          3.5420717181468713E+000          4.5080997911999257E+000          2.6931652957588463E+000         -8.9177433534144118E-002          4.4559305828970230E-001          6.5542948200441353E-001 
                             427          1.7125418212241054E+007          7.2213338246173615E+000         -5.7786661753826385E+000         -7.8735657175107959E-006          3.5419966223482073E+000          4.5080667858460544E+000          2.6932989846792386E+000         -9.0091194113905995E-002          4.4453297201692432E-001          6.5542948200441353E-001 
                             428          1.7126920895060129E+007          7.2094904412213765E+000         -5.7905095587786235E+000         -7.8814925183404420E-006          3.5420108680480471E+000          4.5080971775528669E+000          2.6932856891329657E+000         -9.0777454500388294E-002          4.4334154567309730E-001          6.5542948200441353E-001 
                             429          1.7128573846161112E+007          7.1964644959651674E+000         -5.8035355040348326E+000         -7.8804177863825437E-006          3.5419900310249517E+000          4.5080852471385375E+000          2.6933213979719919E+000         -9.1634255405409620E-002          4.4203769536509674E-001          6.5542948200441353E-001 
                             430          1.7130392092372194E+007          7.1821320916105149E+000         -5.8178679083894851E+000         -7.8825432261605875E-006          3.5418199274466549E+000          4.5080518170434880E+000          2.6936448900810608E+000         -9.3147038472168112E-002          4.4057253705296240E-001          6.5542948200441364E-001 
                             431          1.7131392127788290E+007          7.1742304657220961E+000         -5.8257695342779039E+000         -7.9013460535972693E-006          3.5417973521314652E+000          4.5080628862294390E+000          2.6936955753044147E+000         -9.3726473310774314E-002          4.3976325136542199E-001          6.5542948200441353E-001 
                             432          1.7132492166745994E+007          7.1655356144544804E+000         -5.8344643855455196E+000         -7.9041303098585111E-006          3.5417949379632114E+000          4.5080809532962194E+000          2.6937094371743138E+000         -9.4280862041918795E-002          4.3885915028720579E-001          6.5542948200441364E-001 
                             433          1.7133702209599469E+007          7.1559705461305168E+000         -5.8440294538694832E+000         -7.9047351889193857E-006          3.5418021155632382E+000          4.5081003802550272E+000          2.6937047954536641E+000         -9.4851693144886867E-002          4.3785114081455867E-001          6.5542948200441342E-001 
                             434          1.7135033256738290E+007          7.1454495970880094E+000         -5.8545504029119906E+000         -7.9042647969756122E-006          3.5417653786647860E+000          4.5080895528477924E+000          2.6937728555469507E+000         -9.5626797557090873E-002          4.3693396648262756E-001          6.5542948200441342E-001 
                             435          1.7136497408590995E+007          7.1338707195832143E+000         -5.8661292804167857E+000         -7.9082490545004722E-006          3.5417454343960539E+000          4.5080953536924158E+000          2.6938156445067265E+000         -9.6416700836339089E-002          4.3567710534553189E-001          6.5542948200441353E-001 
                             436          1.7138107975628972E+007          7.1211301295293987E+000         -5.8788698704706013E+000         -7.9106238693640744E-006          3.5417701584475147E+000          4.5080994696106229E+000          2.6937682543629080E+000         -9.7098233295148148E-002          4.3458677941788032E-001          6.5542948200441353E-001 
                             437          1.7139879599370744E+007          7.1071204101091459E+000         -5.8928795898908541E+000         -7.9078413152427960E-006          3.5418580463438323E+000          4.5081210828253093E+000          2.6936032851776170E+000         -9.7623543542318461E-002          4.3302897594577749E-001          6.5542948200441342E-001 
                             438          1.7140853992428716E+007          7.0994245066864039E+000         -5.9005754933135961E+000         -7.8981509153365389E-006          3.5416633483678277E+000          4.5080362578758146E+000          2.6939502686548775E+000         -9.8788038515617807E-002          4.3241698958334174E-001          6.5542948200441353E-001 
                             439          1.7141925824792489E+007          7.0909368267872441E+000         -5.9090631732127559E+000         -7.9188501728832696E-006          3.5416871993883365E+000          4.5080720050094776E+000          2.6939204401806927E+000         -9.9247910689491306E-002          4.3151256443044472E-001          6.5542948200441353E-001 
                             440          1.7143104840392638E+007          7.0816028214688700E+000         -5.9183971785311300E+000         -7.9167784694194337E-006          3.5416074814554457E+000          4.5080443177055525E+000          2.6940660323945105E+000         -1.0011114609606771E-001          4.3074403407640505E-001          6.5542948200441353E-001 
                             441          1.7144401757552803E+007          7.0713242464227530E+000         -5.9286757535772470E+000         -7.9253905814733474E-006          3.5416171012526001E+000          4.5080476575861432E+000          2.6940484627404975E+000         -1.0070682035582990E-001          4.2965545633561364E-001          6.5542948200441353E-001 
                             442          1.7145828366428986E+007          7.0600193281797798E+000         -5.9399806718202202E+000         -7.9243291078046317E-006          3.5416056956775854E+000          4.5080402747093373E+000          2.6940675824521243E+000         -1.0143992147185049E-001          4.2873011445547887E-001          6.5542948200441364E-001 
                             443          1.7147397636192784E+007          7.0475821151368914E+000         -5.9524178848631086E+000         -7.9254780343046908E-006          3.5415800002853808E+000          4.5080254853457218E+000          2.6941115785547249E+000         -1.0229365892663729E-001          4.2741502643630963E-001          6.5542948200441342E-001 
                             444          1.7149123832932960E+007          7.0338966097531008E+000         -5.9661033902468992E+000         -7.9281260734930956E-006          3.5416085480225643E+000          4.5080240466559021E+000          2.6940537637354489E+000         -1.0302219366281926E-001          4.2618386797314384E-001          6.5542948200441353E-001 
                             445          1.7151022649347160E+007          7.0188488839448082E+000         -5.9811511160551918E+000         -7.9247923579046634E-006          3.5415981551003690E+000          4.5079964817760771E+000          2.6940607671399261E+000         -1.0396628872882502E-001          4.2462614817098798E-001          6.5542948200441353E-001 
                             446          1.7152066998374965E+007          7.0105719672560864E+000         -5.9894280327439136E+000         -7.9254315064502201E-006          3.5413816734864163E+000          4.5079087976867731E+000          2.6944498883231800E+000         -1.0525697130227495E-001          4.2384200461501786E-001          6.5542948200441364E-001 
                             447          1.7153215782305554E+007          7.0014406753916365E+000         -5.9985593246083635E+000         -7.9486591179660144E-006          3.5414849234112342E+000          4.5079634182953532E+000          2.6942706987778355E+000         -1.0546463084313683E-001          4.2293721918813804E-001          6.5542948200441342E-001 
                             448          1.7154479444629204E+007          6.9914099820644831E+000         -6.0085900179355169E+000         -7.9377956748727538E-006          3.5414295888604959E+000          4.5079306808187400E+000          2.6943649991410048E+000         -1.0627587460547584E-001          4.2195863663347238E-001          6.5542948200441353E-001 
                             449          1.7155630077907417E+007          6.9822699000696113E+000         -6.0177300999303887E+000         -7.9435230737108627E-006          3.5413628826248162E+000          4.5079034820224235E+000          2.6944848122142058E+000         -1.0708363853291972E-001          4.2106766093029735E-001          6.5542948200441342E-001 
                             450          1.7156728485498592E+007          6.9735368174798920E+000         -6.0264631825201080E+000         -7.9506757417351847E-006          3.5413871720008454E+000          4.5079039041208651E+000          2.6944364445113678E+000         -1.0753043746396004E-001          4.2022131825139625E-001          6.5542948200441353E-001 
                             451          1.7157936733848888E+007          6.9639338194040405E+000         -6.0360661805959595E+000         -7.9478677322414163E-006          3.5413978089028300E+000          4.5078899320375063E+000          2.6944081846657193E+000         -1.0807238069935599E-001          4.1931728125507162E-001          6.5542948200441342E-001 
                             452          1.7159265807034217E+007          6.9533725273795719E+000         -6.0466274726204281E+000         -7.9463585159009028E-006          3.5414356179090531E+000          4.5078808503422731E+000          2.6943280258056572E+000         -1.0857120083452571E-001          4.1827228791520604E-001          6.5542948200441353E-001 
                             453          1.7160476000459787E+007          6.9437614001128667E+000         -6.0562385998871333E+000         -7.9418108408508212E-006          3.5414413887429173E+000          4.5078576269552482E+000          2.6943048724444165E+000         -1.0912560217516913E-001          4.1735732569693834E-001          6.5542948200441342E-001 
                             454          1.7161631264843848E+007          6.9345878101564624E+000         -6.0654121898435376E+000         -7.9406844727077863E-006          3.5413957146852630E+000          4.5078302969392690E+000          2.6943825555517344E+000         -1.0985510584912173E-001          4.1646097924288594E-001          6.5542948200441364E-001 
                             455          1.7162721142981049E+007          6.9259282845782915E+000         -6.0740717154217085E+000         -7.9454071813999045E-006          3.5413393685809225E+000          4.5078042337184856E+000          2.6944822161500244E+000         -1.1059708860867730E-001          4.1564272867088253E-001          6.5542948200441353E-001 
                             456          1.7163920008931968E+007          6.9163956350596294E+000         -6.0836043649403706E+000         -7.9513889866794257E-006          3.5413003386126274E+000          4.5077719687372824E+000          2.6945441435960125E+000         -1.1131910574022733E-001          4.1470669171676988E-001          6.5542948200441353E-001 
                             457          1.7165238761477984E+007          6.9059046213119109E+000         -6.0940953786880891E+000         -7.9552557296881454E-006          3.5413521131668446E+000          4.5077680075713289E+000          2.6944386139046017E+000         -1.1176729846025286E-001          4.1372299260113637E-001          6.5542948200441353E-001 
                             458          1.7166439557400104E+007          6.8963592654756889E+000         -6.1036407345243111E+000         -7.9491907495599712E-006          3.5413210249320510E+000          4.5077407840535964E+000          2.6944871786153226E+000         -1.1246512586318250E-001          4.1280846064597759E-001          6.5542948200441353E-001 
                             459          1.7167585850820679E+007          6.8872436671264019E+000         -6.1127563328735981E+000         -7.9522382189954918E-006          3.5413994690948867E+000          4.5077351834119295E+000          2.6943274899688179E+000         -1.1272017815275104E-001          4.1195490502307686E-001          6.5542948200441353E-001 
                             460          1.7168667265737593E+007          6.8786539085649911E+000         -6.1213460914350089E+000         -7.9430738628396693E-006          3.5413047731004834E+000          4.5076637489049629E+000          2.6944811647041407E+000         -1.1356951701533534E-001          4.1111519303163907E-001          6.5542948200441353E-001 
                             461          1.7169690491301853E+007          6.8705165988687096E+000         -6.1294834011312904E+000         -7.9526059360794113E-006          3.5412743165618399E+000          4.5076267044229548E+000          2.6945235555404237E+000         -1.1416836447962979E-001          4.1032972315779409E-001          6.5542948200441342E-001 
                             462          1.7170816039422538E+007          6.8615624191999771E+000         -6.1384375808000229E+000         -7.9553948020230076E-006          3.5412322651015495E+000          4.5075870849256905E+000          2.6945878487123731E+000         -1.1486332556782329E-001          4.0946219612178442E-001          6.5542948200441364E-001 
                             463          1.7172054142355293E+007          6.8517077728267921E+000         -6.1482922271732079E+000         -7.9594726031847697E-006          3.5412537321807736E+000          4.5075596729425591E+000          2.6945312085623581E+000         -1.1537423179920105E-001          4.0850457004333712E-001          6.5542948200441353E-001 
