#                           1                            2                            3                            4                            5 
#              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
#                        6794      4.0000000000000000E+001      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 
#
#                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11 
#                    model_number                         star_age                        star_mass                       delta_mass                        star_mdot                         log_Teff                            log_L                            log_R                            log_g                       center_he4                       surface_h1 
                              11          1.8312717379426468E+002          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6345448202892907E+000          5.3620167739318729E+000          9.3517758283998031E-001          4.1695941790611268E+000          2.6597567859632509E-001          7.2014080282351700E-001 
                              12          2.1132200886171736E+002          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6346170126826829E+000          5.3618195190432179E+000          9.3493457060886920E-001          4.1700802035233488E+000          2.6597685576574043E-001          7.2014080282351700E-001 
                              13          2.4233632743591531E+002          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6347208554865116E+000          5.3616942007762090E+000          9.3466422586770725E-001          4.1706208930056725E+000          2.6597816840773064E-001          7.2014080282351700E-001 
                              14          2.7645207786753309E+002          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6348579461731649E+000          5.3616360033528077E+000          9.3436094578269935E-001          4.1712274531756890E+000          2.6597963434172572E-001          7.2014080282351700E-001 
                              15          3.1397940334231259E+002          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6350302731732382E+000          5.3616417706854325E+000          9.3401917544886559E-001          4.1719109938433565E+000          2.6598127613079831E-001          7.2014080282351700E-001 
                              16          3.5525946136457003E+002          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6352401146849189E+000          5.3617082355787264E+000          9.3363272487215210E-001          4.1726838949967826E+000          2.6598312335602065E-001          7.2014080282351700E-001 
                              17          4.0066752518905326E+002          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6354899438979116E+000          5.3618331175944949E+000          9.3319550745405089E-001          4.1735583298329857E+000          2.6598519750748995E-001          7.2014080282351700E-001 
                              18          4.5061639539598480E+002          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6357827191031582E+000          5.3620142611633437E+000          9.3270052882798082E-001          4.1745482870851260E+000          2.6598754212837011E-001          7.2014080282351700E-001 
                              19          5.0556015262360950E+002          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6361207781198912E+000          5.3622497788116279E+000          9.3214216961865803E-001          4.1756650055037712E+000          2.6599019665128010E-001          7.2014080282351700E-001 
                              20          5.6599828557399667E+002          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6365068757439030E+000          5.3625384526256399E+000          9.3151431127764039E-001          4.1769207221858062E+000          2.6599321619235711E-001          7.2014080282351700E-001 
                              21          6.3248023181942256E+002          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6369428979164322E+000          5.3628772239153886E+000          9.3081165257745602E-001          4.1783260395861754E+000          2.6599665776850445E-001          7.2014080282351700E-001 
                              22          7.0561037268939106E+002          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6374300676149911E+000          5.3632628065351318E+000          9.3003010449020918E-001          4.1798891357606687E+000          2.6600060674163184E-001          7.2014080282351700E-001 
                              23          7.8605352764635643E+002          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6379682334627663E+000          5.3636889102695777E+000          9.2916682466188338E-001          4.1816156954173209E+000          2.6600512528461284E-001          7.2014080282351700E-001 
                              24          8.7454099809901822E+002          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6385552452702550E+000          5.3641457703352264E+000          9.2822123107972909E-001          4.1835068825816295E+000          2.6601031400332253E-001          7.2014080282351700E-001 
                              25          9.7187721559694626E+002          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6391872784070385E+000          5.3646208551636532E+000          9.2719470722037522E-001          4.1855599303003368E+000          2.6601630845442492E-001          7.2014080282351700E-001 
                              26          1.0789470548446673E+003          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6398574842078011E+000          5.3650962597478591E+000          9.2609199791095387E-001          4.1877653489191795E+000          2.6602323556667051E-001          7.2014080282351700E-001 
                              27          1.1967238780171604E+003          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6405560291439683E+000          5.3655472424874437E+000          9.2492039940841198E-001          4.1901085459242635E+000          2.6603122949094499E-001          7.2014080282351700E-001 
                              28          1.3262783835069024E+003          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6412707174307100E+000          5.3659451672722422E+000          9.2368998522732637E-001          4.1925693742864345E+000          2.6604042621773388E-001          7.2014080282351700E-001 
                              29          1.4687883395456190E+003          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6419868160643141E+000          5.3662556959126926E+000          9.2241305228034398E-001          4.1951232401803997E+000          2.6605099580480790E-001          7.2014080282351700E-001 
                              30          1.6255492911882075E+003          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6426876610888916E+000          5.3664404172062614E+000          9.2110372287797448E-001          4.1977418989851385E+000          2.6606324030554790E-001          7.2014080282351700E-001 
                              31          1.7979863379950543E+003          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6433554168402384E+000          5.3664597653152883E+000          9.1977788542979255E-001          4.2003935738815024E+000          2.6607708452892598E-001          7.2014080282351700E-001 
                              32          1.9876670894825861E+003          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6439719974737432E+000          5.3662752313305182E+000          9.1845245717039836E-001          4.2030444304002907E+000          2.6609257200950559E-001          7.2014080282351700E-001 
                              33          2.1963159161188710E+003          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6445229116223485E+000          5.3658594582889103E+000          9.1714274235238491E-001          4.2056638600363172E+000          2.6611005757622136E-001          7.2014080282351700E-001 
                              34          2.4258296254187844E+003          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6450010195672018E+000          5.3652040266379082E+000          9.1585881063717722E-001          4.2082317234667324E+000          2.6613052164302869E-001          7.2014080282351700E-001 
                              35          2.6782947056486896E+003          4.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          4.6453830828354317E+000          5.3642856828315306E+000          9.1463551219752881E-001          4.2106783203460294E+000          2.6615168350402857E-001          7.2014080282351700E-001 
                              36          2.9560062939015852E+003          3.9999856200193435E+001         -1.4379980656542557E-004         -5.1780268683140142E-007          4.6332270665412949E+000          5.3457891839848282E+000          9.2969929536244933E-001          4.1805491927268195E+000          2.6616864253766914E-001          7.2014080282351678E-001 
                              37          3.2614890409797699E+003          3.9999708278864752E+001         -2.9172113524822407E-004         -4.8422154801226798E-007          4.6345596206366260E+000          5.3495783897347371E+000          9.2892879004674267E-001          4.1820885973140696E+000          2.6619382800438396E-001          7.2014080282351656E-001 
                              38          3.5975200627657737E+003          3.9999539530465256E+001         -4.6046953474387919E-004         -5.0218101471638149E-007          4.6354297885802405E+000          5.3505562369621522E+000          9.2767737777322046E-001          4.1845895896814191E+000          2.6622235340692174E-001          7.2014080282351622E-001 
                              39          3.9671541867303777E+003          3.9999351126978844E+001         -6.4887302115579359E-004         -5.0970263350434913E-007          4.6360467588115553E+000          5.3505235813833210E+000          9.2642710952117591E-001          4.1870880805922797E+000          2.6625484168031727E-001          7.2014080282351567E-001 
                              40          4.3737517230914409E+003          3.9999142825036529E+001         -8.5717496347115230E-004         -5.1230497897083105E-007          4.6364788383862932E+000          5.3499416971243043E+000          9.2527200824219247E-001          4.1893960214980668E+000          2.6629095761693578E-001          7.2014080282351500E-001 
                              41          4.8210090130886119E+003          3.9998913774749617E+001         -1.0862252503827108E-003         -5.1212197549951600E-007          4.6367561255591037E+000          5.3490264862249228E+000          9.2425982844688037E-001          4.1914178941463849E+000          2.6633099736590543E-001          7.2014080282351323E-001 
                              42          5.3129920320854990E+003          3.9998662707461939E+001         -1.3372925380608081E-003         -5.1031697839059556E-007          4.6368998968855193E+000          5.3479407087531126E+000          9.2342939705814431E-001          4.1930760309128345E+000          2.6637473116971400E-001          7.2014080282351089E-001 
                              43          5.8541733529820758E+003          3.9998387956527367E+001         -1.6120434726332178E-003         -5.0768739415490352E-007          4.6369506038136237E+000          5.3468359779730532E+000          9.2277561781190598E-001          4.1943806062249616E+000          2.6642290002952823E-001          7.2014080282350812E-001 
                              44          6.4494728059683111E+003          3.9998087424398840E+001         -1.9125756011604267E-003         -5.0484193631590114E-007          4.6369375764302321E+000          5.3458395874050115E+000          9.2230347729466755E-001          4.1953216241295452E+000          2.6647600850888181E-001          7.2014080282350390E-001 
                              45          7.1043022042531684E+003          3.9997758571872751E+001         -2.2414281272489234E-003         -5.0219572754760118E-007          4.6368950948434309E+000          5.3450331645897222E+000          9.2198522906062508E-001          4.1959545499412885E+000          2.6653490754979531E-001          7.2014080282349802E-001 
                              46          7.8246145423665121E+003          3.9997398395251238E+001         -2.6016047487615879E-003         -5.0002839386806780E-007          4.6368312810596262E+000          5.3444286198659228E+000          9.2181058426633522E-001          4.1962999287251348E+000          2.6659934566073645E-001          7.2014080282349024E-001 
                              47          8.6169581142911902E+003          3.9997003494079507E+001         -2.9965059204926092E-003         -4.9839638475251135E-007          4.6367655685178271E+000          5.3440212957269999E+000          9.2173834728047288E-001          4.1964401148118142E+000          2.6667025210590262E-001          7.2014080282347936E-001 
                              48          9.4885360434083359E+003          3.9996570065875716E+001         -3.4299341242842729E-003         -4.9729139450903144E-007          4.6367015933282163E+000          5.3437762126465271E+000          9.2174375611945791E-001          4.1964245908688573E+000          2.6674829625995911E-001          7.2014080282346449E-001 
                              49          1.0447271765437195E+004          3.9996093931956558E+001         -3.9060680434417350E-003         -4.9662686829983144E-007          4.6366406862975493E+000          5.3436472192749198E+000          9.2180107349498808E-001          4.1963047860853617E+000          2.6683417492908745E-001          7.2014080282344517E-001 
                              50          1.1501881059668944E+004          3.9995570553851081E+001         -4.4294461489187142E-003         -4.9627678073508152E-007          4.6365777365635417E+000          5.3435919863352677E+000          9.2189935649317711E-001          4.1961025369912601E+000          2.6692862750508883E-001          7.2014080282341775E-001 
                              51          1.2661951283323866E+004          3.9994995002220918E+001         -5.0049977790820321E-003         -4.9613516356954048E-007          4.6365108044903796E+000          5.3435800589539388E+000          9.2202725694883669E-001          4.1958404863704839E+000          2.6703245830926575E-001          7.2014080282338133E-001 
                              52          1.3938028529344279E+004          3.9994361918184545E+001         -5.6380818154551093E-003         -4.9611733015818009E-007          4.6364353268933280E+000          5.3435943165460094E+000          9.2218534093897542E-001          4.1955174438530385E+000          2.6714655278699662E-001          7.2014080282333126E-001 
                              53          1.5341713499966734E+004          3.9993665451752634E+001         -6.3345482473664561E-003         -4.9617004276739149E-007          4.6363548612892531E+000          5.3436239028899442E+000          9.2236106531909146E-001          4.1951584321727502E+000          2.6727188754685516E-001          7.2014080282326465E-001 
                              54          1.6885766967651434E+004          3.9992899181907347E+001         -7.1008180926526165E-003         -4.9627157434901413E-007          4.6362674096457894E+000          5.3436641071809481E+000          9.2255607075152168E-001          4.1947601002412958E+000          2.6740952954656960E-001          7.2014080282317439E-001 
                              55          1.8584225782104608E+004          3.9992056064988951E+001         -7.9439350110490636E-003         -4.9640115569762711E-007          4.6361716386869327E+000          5.3437130084048778E+000          9.2277206328119965E-001          4.1943189594344839E+000          2.6756066681739232E-001          7.2014080282305226E-001 
                              56          2.0452530478003097E+004          3.9991129044540315E+001         -8.8709554596846374E-003         -4.9618268940204864E-007          4.6360927221618713E+000          5.3437809762537540E+000          9.2296388025576004E-001          4.1939252583727589E+000          2.6772660886669969E-001          7.2014080282288806E-001 
                              57          2.2507665643491437E+004          3.9990109470881102E+001         -9.8905291188984279E-003         -4.9611026871866180E-007          4.6360030125603453E+000          5.3438527103468036E+000          9.2317916650533760E-001          4.1934836133965492E+000          2.6790874458791475E-001          7.2014080282266657E-001 
                              58          2.4768314325528605E+004          3.9988987983882971E+001         -1.1012016117028622E-002         -4.9609079333848078E-007          4.6359021498947417E+000          5.3439329559757764E+000          9.2342101465103155E-001          4.1929877375324898E+000          2.6810863014277775E-001          7.2014080282236825E-001 
                              59          2.7255027875769494E+004          3.9987754294947173E+001         -1.2245705052826850E-002         -4.9611220225875534E-007          4.6357925152140851E+000          5.3440206241804544E+000          9.2368411811468243E-001          4.1924481321025233E+000          2.6832795063417819E-001          7.2014080282196602E-001 
                              60          2.9990412781034476E+004          3.9986397098043952E+001         -1.3602901956048186E-002         -4.9616304477253671E-007          4.6356686718956785E+000          5.3441191854190002E+000          9.2398108537076873E-001          4.1918394572494853E+000          2.6856856576576621E-001          7.2014080282142312E-001 
                              61          3.2999336176825949E+004          3.9984903920679585E+001         -1.5096079320414901E-002         -4.9624971059315178E-007          4.6355361117870499E+000          5.3442286556102507E+000          9.2430094068365132E-001          4.1911835288385486E+000          2.6883251089899529E-001          7.2014080282069171E-001 
                              62          3.6309151912196576E+004          3.9983261060442992E+001         -1.6738939557008337E-002         -4.9636002966557666E-007          4.6353919898294498E+000          5.3443500398710837E+000          9.2464987672926813E-001          4.1904678125180377E+000          2.6912199831993611E-001          7.2014080281970494E-001 
                              63          3.9949949221104260E+004          3.9981453401758891E+001         -1.8546598241108825E-002         -4.9650077461873055E-007          4.6352446537961844E+000          5.3444854494000325E+000          9.2501225356027328E-001          4.1897234237908094E+000          2.6943947750371700E-001          7.2014080281837023E-001 
                              64          4.3954826260902722E+004          3.9979464250256406E+001         -2.0535749743594067E-002         -4.9668229079547772E-007          4.6350822502922924E+000          5.3446342499069894E+000          9.2541146082153625E-001          4.1889034017743541E+000          2.6978756542959648E-001          7.2014080281656712E-001 
                              65          4.8360191004681023E+004          3.9977275218176430E+001         -2.2724781823569629E-002         -4.9690143888110780E-007          4.6349028207231751E+000          5.3447997769480518E+000          9.2585308348030226E-001          4.1879963764838113E+000          2.7016919048335092E-001          7.2014080281413284E-001 
                              66          5.3206092222837156E+004          3.9974865982336212E+001         -2.5134017663788200E-002         -4.9716982079324252E-007          4.6347110587194358E+000          5.3449834573795467E+000          9.2632844770352663E-001          4.1870194744336144E+000          2.7058758425303303E-001          7.2014080281083792E-001 
                              67          5.8536583562808912E+004          3.9972214162761361E+001         -2.7785837238639033E-002         -4.9748126499476006E-007          4.6345160630082649E+000          5.3451878266663382E+000          9.2682062376926588E-001          4.1860063114786081E+000          2.7104874500907078E-001          7.2014080280637904E-001 
                              68          6.4400124036777830E+004          3.9969294994658753E+001         -3.0705005341246761E-002         -4.9785076364159521E-007          4.6342934965362703E+000          5.3454115679035139E+000          9.2737762733184237E-001          4.1848605866985693E+000          2.7155197401641146E-001          7.2014080280033477E-001 
                              69          7.0850018558143638E+004          3.9966081157557916E+001         -3.3918842442083985E-002         -4.9827746642953512E-007          4.6340698600788155E+000          5.3456622994714991E+000          9.2795026603074449E-001          4.1836803872978532E+000          2.7210238325990788E-001          7.2014080279213177E-001 
                              70          7.7944902531646047E+004          3.9962542422525026E+001         -3.7457577474974357E-002         -4.9877278417875280E-007          4.6338317362781778E+000          5.3459414559744252E+000          9.2856609188348360E-001          4.1824102799545857E+000          2.7270457530623754E-001          7.2014080278095782E-001 
                              71          8.5749274902498670E+004          3.9958645311615122E+001         -4.1354688384878102E-002         -4.9934968819134608E-007          4.6335801649086443E+000          5.3462512225867069E+000          9.2922411792869164E-001          4.1810518737947948E+000          2.7336341733180508E-001          7.2014080276560599E-001 
                              72          9.4334084510436587E+004          3.9954352755771950E+001         -4.5647244228049999E-002         -5.0001759377371235E-007          4.6333206453005182E+000          5.3465940435416304E+000          9.2991456762240488E-001          4.1796243178342740E+000          2.7408419577870707E-001          7.2014080274392667E-001 
                              73          1.0377737507916827E+005          3.9949623761084815E+001         -5.0376238915184501E-002         -5.0077826714269220E-007          4.6330507625657535E+000          5.3469748108200088E+000          9.3064471673112426E-001          4.1781126135069151E+000          2.7487311983786006E-001          7.2014080271118097E-001 
                              74          1.1416499470477313E+005          3.9944412761667365E+001         -5.5587238332634570E-002         -5.0165481652795256E-007          4.6327633704918210E+000          5.3473982141486873E+000          9.3143120254332812E-001          4.1764829891360966E+000          2.7573724688030110E-001          7.2014080265309466E-001 
                              75          1.2559137629293848E+005          3.9938669175787204E+001         -6.1330824212795676E-002         -5.0266007973199105E-007          4.6324754507865791E+000          5.3478652863706069E+000          9.3224057806477045E-001          4.1748017866304519E+000          2.7668282260197613E-001          7.2014080252235158E-001 
                              76          1.3816039603992036E+005          3.9932337019124731E+001         -6.7662980875269341E-002         -5.0379081184890538E-007          4.6321613528021981E+000          5.3483829521444450E+000          9.3312760692045282E-001          4.1729588673675977E+000          2.7771840058352870E-001          7.2014080216122955E-001 
                              77          1.5198631776160045E+005          3.9925353847906493E+001         -7.4646152093507112E-002         -5.0507816829966283E-007          4.6318379562919674E+000          5.3489630576995051E+000          9.3406445271844407E-001          4.1710092218415404E+000          2.7884077819783565E-001          7.2014080106634271E-001 
                              78          1.6719483165544854E+005          3.9917649909566684E+001         -8.2350090433315870E-002         -5.0655431514071126E-007          4.6315155520178433E+000          5.3496016240053619E+000          9.3502854441962080E-001          4.1689972295201132E+000          2.8007836767652505E-001          7.2014079772456685E-001 
                              79          1.8392419693868145E+005          3.9909144292563155E+001         -9.0855707436844568E-002         -5.0842436993425877E-007          4.6311410426971253E+000          5.3503082535066380E+000          9.3613087781169391E-001          4.1667000137972119E+000          2.8143601358992409E-001          7.2014078790874181E-001 
                              80          2.0232649875023763E+005          3.9899752711455072E+001         -1.0024728854492793E-001         -5.1034817297653386E-007          4.6307911264336097E+000          5.3510950246316202E+000          9.3722409590121747E-001          4.1644113656587587E+000          2.8291580304284925E-001          7.2014076043972630E-001 
                              81          2.2256903074294946E+005          3.9889378522667720E+001         -1.1062147733228045E-001         -5.1249462226756293E-007          4.6304246369826956E+000          5.3519692649184485E+000          9.3839419494645837E-001          4.1619582335658567E+000          2.8453553513031776E-001          7.2014068781027663E-001 
                              82          2.4483581593493244E+005          3.9877913370869564E+001         -1.2208662913043611E-001         -5.1489928605780469E-007          4.6300334892005450E+000          5.3529360646723294E+000          9.3965989038770104E-001          4.1593019982245405E+000          2.8630844891964041E-001          7.2014050628117621E-001 
                              83          2.6932927964611369E+005          3.9865235363961645E+001         -1.3476463603835498E-001         -5.1760776088742563E-007          4.6296508655861688E+000          5.3540099163068176E+000          9.4096206343369582E-001          4.1565595590530728E+000          2.8824761017021744E-001          7.2014007604290420E-001 
                              84          2.9627208972841309E+005          3.9851207898098878E+001         -1.4879210190112246E-001         -5.2063856071159349E-007          4.6292348595262025E+000          5.3552009400878360E+000          9.4238958744413992E-001          4.1535516680092686E+000          2.9037081803806353E-001          7.2013910850015672E-001 
                              85          3.2590918081894249E+005          3.9835676628615118E+001         -1.6432337138488151E-001         -5.2404837695801610E-007          4.6288240979209112E+000          5.3565214978828832E+000          9.4387138955224548E-001          4.1504187725788455E+000          2.9269538362519698E-001          7.2013703914814764E-001 
                              86          3.5850998101852479E+005          3.9818467642678108E+001         -1.8153235732189188E-001         -5.2787004710504070E-007          4.6284265668613758E+000          5.3580088677874977E+000          9.4541013662362250E-001          4.1471536229709240E+000          2.9519418922472340E-001          7.2013281601983592E-001 
                              87          3.9437086123806535E+005          3.9799380926266998E+001         -2.0061907373300158E-001         -5.3224338873594724E-007          4.6279997998714153E+000          5.3596197346158156E+000          9.4706910401770228E-001          4.1436274621147957E+000          2.9801050166157012E-001          7.2012455738227044E-001 
                              88          4.3381782947955996E+005          3.9778196863942249E+001         -2.2180313605775126E-001         -5.3702637411995984E-007          4.6275669545468716E+000          5.3614169130058471E+000          9.4883338386180482E-001          4.1398676784601234E+000          3.0108233220791608E-001          7.2010912846109987E-001 
                              89          4.7720949454520404E+005          3.9754659526520889E+001         -2.4534047347911070E-001         -5.4243913861681170E-007          4.6271208341823655E+000          5.3634238748243108E+000          9.5072910550004974E-001          4.1358191807655444E+000          3.0442091618407668E-001          7.2008135708418786E-001 
                              90          5.2494032611741242E+005          3.9728474615219909E+001         -2.7152538478009092E-001         -5.4859533007223881E-007          4.6267033232889325E+000          5.3656886056576241E+000          9.5269649270357437E-001          4.1315982585355302E+000          3.0799383102898265E-001          7.2003321849534307E-001 
                              91          5.7744424084684171E+005          3.9699300336999173E+001         -3.0069966300082740E-001         -5.5565910410837312E-007          4.6262422582471716E+000          5.3681212815123196E+000          9.5483496071444252E-001          4.1270022847811569E+000          3.1207563559730750E-001          7.1995280117876015E-001 
                              92          6.3519854704921402E+005          3.9666764652580227E+001         -3.3323534741977312E-001         -5.6334646813937691E-007          4.6258033807353440E+000          5.3708532630980326E+000          9.5707870653095395E-001          4.1221587198313712E+000          3.1650504122221573E-001          7.1982284399614738E-001 
                              93          6.9872828387182346E+005          3.9630416219230398E+001         -3.6958378076960230E-001         -5.7214833820768274E-007          4.6253505291627164E+000          5.3738960719056452E+000          9.5950581408001556E-001          4.1169063587976238E+000          3.2136377249758025E-001          7.1961901217970958E-001 
                              94          7.6861099437669385E+005          3.9589733240033361E+001         -4.1026675996663897E-001         -5.8216086501404426E-007          4.6248986591671493E+000          5.3772818317230069E+000          9.6210243397983086E-001          4.1112670608916542E+000          3.2668720391918893E-001          7.1930840618746217E-001 
                              95          8.4548197593205131E+005          3.9544106872467687E+001         -4.5589312753231326E-001         -5.9354475047011454E-007          4.6244992538171585E+000          5.3810862640128807E+000          9.6480346082474888E-001          4.1053642029483992E+000          3.3244884746750358E-001          7.1884837693770798E-001 
                              96          9.3004005564294453E+005          3.9492810433544676E+001         -5.0718956645532387E-001         -6.0664148356241894E-007          4.6240877181451276E+000          5.3852412894642345E+000          9.6770404489448780E-001          4.0989993042320503E+000          3.3897224155030586E-001          7.1818178208929817E-001 
                              97          1.0230539433249271E+006          3.9434971512495771E+001         -5.6502848750422885E-001         -6.2183102427298190E-007          4.6236664801053875E+000          5.3898931160529884E+000          9.7087243426834446E-001          4.0920260163077744E+000          3.4610019001783371E-001          7.1724188195786720E-001 
                              98          1.1253692197751082E+006          3.9369608579136340E+001         -6.3039142086365985E-001         -6.3883845723914100E-007          4.6233352383033806E+000          5.3951003980476750E+000          9.7413855886970213E-001          4.0847733326390525E+000          3.5395207294684272E-001          7.1594158091422733E-001 
                              99          1.2379160238703070E+006          3.9295517937643666E+001         -7.0448206235633393E-001         -6.5830959917795442E-007          4.6230475241032210E+000          5.4009085065072684E+000          9.7761804149981835E-001          4.0769962878129364E+000          3.6263179025265851E-001          7.1418076443673428E-001 
                             100          1.3617175083750258E+006          3.9211242491225057E+001         -7.8875750877494255E-001         -6.8073049976552804E-007          4.6228616244771095E+000          5.4074017044782456E+000          9.8123643973753050E-001          4.0688270779963291E+000          3.7224419171035988E-001          7.1182718897406505E-001 
                             101          1.4978991413302165E+006          3.9115007985727459E+001         -8.8499201427254093E-001         -7.0666288404156209E-007          4.6227560231653602E+000          5.4146417442682528E+000          9.8506766225603104E-001          4.0600974521487592E+000          3.8300765563846745E-001          7.0873646099442200E-001 
                             102          1.6476989375809263E+006          3.9004656799781387E+001         -9.9534320021861333E-001         -7.3665778397574419E-007          4.6227779160236517E+000          5.4228167467596347E+000          9.8911137778513902E-001          4.0507830587594542E+000          3.9484127048421647E-001          7.0473329078348579E-001 
                             103          1.8124787134567071E+006          3.8877424332560182E+001         -1.1225756674398184E+000         -7.7213642599634917E-007          4.6230251830529028E+000          5.4319625388616011E+000          9.9318973977762148E-001          4.0412073586303903E+000          4.0810524844432261E-001          6.9959814113766772E-001 
                             104          1.9937364669200662E+006          3.8729927962298454E+001         -1.2700720377015458E+000         -8.1373826743109958E-007          4.6233916728402562E+000          5.4422431842464238E+000          9.9759708289532578E-001          4.0307418768211729E+000          4.2297889308512659E-001          6.9308529415029763E-001 
                             105          2.1931199957297607E+006          3.8557789493397415E+001         -1.4422105066025850E+000         -8.6335350732677787E-007          4.6239921350778870E+000          5.4538133920811340E+000          1.0021812623374204E+000          4.0196389567092803E+000          4.3972439000085856E-001          6.8488321530253360E-001 
                             106          2.4124418774204254E+006          3.8355400741150632E+001         -1.6445992588493681E+000         -9.2279325111863274E-007          4.6249146536377443E+000          5.4669020972796618E+000          1.0068805778169689E+000          4.0079547224380825E+000          4.5872553277443079E-001          6.7466332956840980E-001 
                             107          2.6536959472801560E+006          3.8114885860617939E+001         -1.8851141393820612E+000         -9.9693605447786895E-007          4.6258882661272391E+000          5.4817331151510755E+000          1.0123488617736849E+000          3.9942862534292889E+000          4.8051077632082878E-001          6.6196121936025643E-001 
