#                           1                            2                            3                            4                            5 
#             version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
#                        6794      3.6000000000000000E+001      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 
#
#                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11 
#                    model_number                         star_age                        star_mass                       delta_mass                        star_mdot                         log_Teff                            log_L                            log_R                            log_g                       center_he4                       surface_h1 
                             534          6.3492453627887703E+006          2.6446641384789800E+001         -9.5533586152102004E+000         -3.6925704429911405E-006          3.8799679991153404E+000          5.8074394130246949E+000          2.6670425447342936E+000          5.2617479019594671E-001          5.6318835198635520E-001          4.7106972184664747E-001 
                             535          6.3492681002101665E+006          2.6446554936964986E+001         -9.5534450630350136E+000         -3.8020065381724453E-006          3.8807790378913793E+000          5.8073251554314567E+000          2.6653633383855957E+000          5.2953178328492789E-001          5.6312882713904733E-001          4.7106972184664736E-001 
                             536          6.3492931113737030E+006          2.6446456938843433E+001         -9.5535430611565673E+000         -3.9181752343668396E-006          3.8815022947036346E+000          5.8072316923205598E+000          2.6638700932056367E+000          5.3251666435689149E-001          5.6306310545956884E-001          4.7106972184664742E-001 
                             537          6.3493206236535935E+006          2.6446345776453786E+001         -9.5536542235462143E+000         -4.0404644794143475E-006          3.8821481488378575E+000          5.8071479594881694E+000          2.6625365185209957E+000          5.3518198825238761E-001          5.6299044831858114E-001          4.7106972184664747E-001 
                             538          6.3493508871614728E+006          2.6446219660776425E+001         -9.5537803392235752E+000         -4.1672524500934472E-006          3.8775636081060947E+000          5.8034256350469811E+000          2.6698444377639268E+000          5.2056407872526278E-001          5.6291039160448719E-001          4.7106972184664753E-001 
                             539          6.3493841770201400E+006          2.6446104800233734E+001         -9.5538951997662664E+000         -3.4503163211881066E-006          3.8783108619895632E+000          5.8065323058965399E+000          2.6699032654217705E+000          5.2044453718882822E-001          5.6282205876091029E-001          4.7106972184664742E-001 
                             540          6.3494207958646752E+006          2.6445975309179396E+001         -9.5540246908206043E+000         -3.5361862447336802E-006          3.8792683697838628E+000          5.8068409264524501E+000          2.6681425601111255E+000          5.2396382131971553E-001          5.6272502635888155E-001          4.7106972184664747E-001 
                             541          6.3494610765936617E+006          2.6445829428592770E+001         -9.5541705714072300E+000         -3.6215974808069271E-006          3.8801560978989182E+000          5.8068484028469785E+000          2.6663708420782792E+000          5.2750486173511391E-001          5.6261808582260064E-001          4.7106972184664742E-001 
                             542          6.3495053853955483E+006          2.6445664998346807E+001         -9.5543350016531932E+000         -3.7110063681939027E-006          3.8809527669102382E+000          5.8068208072900305E+000          2.6647637062771659E+000          5.3071643304878791E-001          5.6250101145813780E-001          4.7106972184664747E-001 
                             543          6.3495541250776229E+006          2.6445479666450556E+001         -9.5545203335494442E+000         -3.8024847180552959E-006          3.8816648102452382E+000          5.8067890065759356E+000          2.6633237192501178E+000          5.3359336354538989E-001          5.6237160469247383E-001          4.7106972184664747E-001 
                             544          6.3496077387279058E+006          2.6445270951195468E+001         -9.5547290488045320E+000         -3.8929499108693713E-006          3.8823009699098137E+000          5.8067573533345005E+000          2.6620355733002499E+000          5.3616622785589629E-001          5.6223103171119404E-001          4.7106972184664747E-001 
                             545          6.3496667137432164E+006          2.6445036282506866E+001         -9.5549637174931341E+000         -3.9791204354441124E-006          3.8778763464359618E+000          5.8046991675239061E+000          2.6698557273426551E+000          5.2052206593389394E-001          5.6207344648552982E-001          4.7106972184664753E-001 
                             546          6.3497315862600571E+006          2.6444817040508546E+001         -9.5551829594914537E+000         -3.3795821249891763E-006          3.8787369323565244E+000          5.8064184003993669E+000          2.6689941719392611E+000          5.2224157621679757E-001          5.6190882254342356E-001          4.7106972184664747E-001 
                             547          6.3498029460285837E+006          2.6444571508351874E+001         -9.5554284916481258E+000         -3.4407644775442982E-006          3.8796711160749688E+000          5.8065516459039701E+000          2.6671924272546743E+000          5.2584103327386822E-001          5.6171229591109273E-001          4.7106972184664742E-001 
                             548          6.3498814417739613E+006          2.6444296900526759E+001         -9.5557030994732415E+000         -3.4983784635552705E-006          3.8805175196472490E+000          5.8065789549363531E+000          2.6655132746263051E+000          5.2919482867185119E-001          5.6156602914621623E-001          4.7106972184664742E-001 
                             549          6.3499677870938778E+006          2.6443990059479788E+001         -9.5560099405202124E+000         -3.5536500098362191E-006          3.8812741220955127E+000          5.8065923693431705E+000          2.6640067769331854E+000          5.3220278478073146E-001          5.6132271547738466E-001          4.7106972184664742E-001 
                             550          6.3500627669457858E+006          2.6443647717169238E+001         -9.5563522828307619E+000         -3.6043677019464647E-006          3.8819509427748202E+000          5.8065977454057807E+000          2.6626558236058755E+000          5.3489906904862172E-001          5.6109462919768560E-001          4.7106972184664753E-001 
                             551          6.3501672447828846E+006          2.6443266661798766E+001         -9.5567333382012336E+000         -3.6472364000895338E-006          3.8759560461851459E+000          5.8049109358101072E+000          2.6738022119873883E+000          5.1260003401749199E-001          5.6079854281545072E-001          4.7106972184664753E-001 
                             552          6.3502821704036929E+006          2.6442905769030823E+001         -9.5570942309691773E+000         -3.1402290055412584E-006          3.8770982101781168E+000          5.8063041864971998E+000          2.6722145093449918E+000          5.1576951209180655E-001          5.6049017185946015E-001          4.7106972184664742E-001 
                             553          6.3504085885865819E+006          2.6442505264425147E+001         -9.5574947355748527E+000         -3.1680933590684025E-006          3.8782273284429776E+000          5.8064363577044027E+000          2.6700223584188736E+000          5.2014723606417756E-001          5.6017140231354290E-001          4.7106972184664747E-001 
                             554          6.3505476485877596E+006          2.6442061532223434E+001         -9.5579384677765660E+000         -3.1909405864256733E-006          3.8792258585893835E+000          5.8065016773964881E+000          2.6680579579721035E+000          5.2406874899231159E-001          5.5979622955509178E-001          4.7106972184664747E-001 
                             555          6.3507006145890560E+006          2.6441570279721965E+001         -9.5584297202780348E+000         -3.2115143058384239E-006          3.8801183224994489E+000          5.8065486152169949E+000          2.6662964990622262E+000          5.2758359821907064E-001          5.5943597222488239E-001          4.7106972184664753E-001 
                             556          6.3508688771904819E+006          2.6441027232467224E+001         -9.5589727675327758E+000         -3.2273794066252580E-006          3.8809161964316745E+000          5.8065819498083311E+000          2.6647174184934421E+000          5.3073283988455344E-001          5.5895497584854548E-001          4.7106972184664747E-001 
                             557          6.3510539660520507E+006          2.6440428241284646E+001         -9.5595717587153537E+000         -3.2362357059601693E-006          3.8816291939108085E+000          5.8066069272987644E+000          2.6633039122803912E+000          5.3355001375523037E-001          5.5842304875374216E-001          4.7106972184664747E-001 
                             558          6.3512575637997761E+006          2.6439769311671007E+001         -9.5602306883289927E+000         -3.2364287964943851E-006          3.8822662758167783E+000          5.8066282930629693E+000          2.6620404313505555E+000          5.3606615230075383E-001          5.5782816208056107E-001          4.7106972184664753E-001 
                             559          6.3514815213222736E+006          2.6439046628718099E+001         -9.5609533712819008E+000         -3.2268751004574205E-006          3.8775124369489808E+000          5.8058413202425667E+000          2.6711546226759486E+000          5.1782589883882824E-001          5.5769360902965892E-001          4.7106972184664747E-001 
                             560          6.3517278745970214E+006          2.6438323774802218E+001         -9.5616762251977825E+000         -2.9342167934479115E-006          3.8785276681579761E+000          5.8064876675325863E+000          2.6694473339029665E+000          5.2122860244081570E-001          5.5697910689806351E-001          4.7106972184664753E-001 
                             561          6.3519988631992433E+006          2.6437531012854215E+001         -9.5624689871457846E+000         -2.9254438803033897E-006          3.8794838439987234E+000          5.8065959256406829E+000          2.6675891112755217E+000          5.2493202503570757E-001          5.5617352605598047E-001          4.7106972184664753E-001 
                             562          6.3522969506616872E+006          2.6436663330672371E+001         -9.5633366693276294E+000         -2.9108308505424061E-006          3.8803418587592686E+000          5.8066648982211442E+000          2.6659075680446604E+000          5.2828085767897071E-001          5.5576089159211362E-001          4.7106972184664753E-001 
                             563          6.3526248468703749E+006          2.6435715505647661E+001         -9.5642844943523393E+000         -2.8906251417095586E-006          3.8811079097338781E+000          5.8067249414078690E+000          2.6644054876888053E+000          5.3126944749384886E-001          5.5479918764481684E-001          4.7106972184664747E-001 
                             564          6.3529855326999333E+006          2.6434682434799690E+001         -9.5653175652003100E+000         -2.8641847372759007E-006          3.8817921975033731E+000          5.8067759772008145E+000          2.6630624300462875E+000          5.3393859082534412E-001          5.5405799121309285E-001          4.7106972184664697E-001 
                             565          6.3533822871124465E+006          2.6433559149957318E+001         -9.5664408500426816E+000         -2.8311842463322948E-006          3.8824021236957367E+000          5.8068262896201972E+000          2.6618677338712513E+000          5.3630952837555523E-001          5.5289213838987872E-001          4.7106972184655488E-001 
                             566          6.3538187169662109E+006          2.6432339810048784E+001         -9.5676601899512157E+000         -2.7938966549013015E-006          3.8782811039549245E+000          5.8064229953329560E+000          2.6699081262092554E+000          5.2020870989309176E-001          5.5187835092904813E-001          4.7106972184423307E-001 
                             567          6.3542987898053508E+006          2.6431063340467567E+001         -9.5689366595324330E+000         -2.6589081429838061E-006          3.8792203233272993E+000          5.8068149707875358E+000          2.6682256751917959E+000          5.2355263848844769E-001          5.5046803373836828E-001          4.7106946953165596E-001 
                             568          6.3548268699284066E+006          2.6429265099411513E+001         -9.5707349005884872E+000         -3.4052428363539882E-006          3.8800923102206308E+000          5.8069270860189643E+000          2.6665377590208470E+000          5.2689892253992987E-001          5.4919413843554310E-001          4.7106919434290551E-001 
                             569          6.3554077580637662E+006          2.6426740796938894E+001         -9.5732592030611059E+000         -4.3455913780183656E-006          3.8808732213975881E+000          5.8070231106558312E+000          2.6650239489853660E+000          5.2988506045132489E-001          5.4771613070378244E-001          4.7106911747236929E-001 
                             570          6.3560467350126626E+006          2.6424012640900120E+001         -9.5759873590998801E+000         -4.2695687903767224E-006          3.8815685618508167E+000          5.8071182741682774E+000          2.6636808498351314E+000          5.3252642218703783E-001          5.4607095477927525E-001          4.7106893362665242E-001 
                             571          6.3567496096564494E+006          2.6420814778049973E+001         -9.5791852219500271E+000         -4.5496915821593811E-006          3.8821883350616968E+000          5.8072127035451437E+000          2.6624885181018052E+000          5.3485852368086384E-001          5.4432877756028741E-001          4.7106844136790560E-001 
                             572          6.3575227717646137E+006          2.6415807029280018E+001         -9.5841929707199824E+000         -6.4769712807573237E-006          3.8775052817498237E+000          5.8069496097953808E+000          2.6717230778506691E+000          5.1630708106747647E-001          5.4232149964213050E-001          4.7106802433190526E-001 
                             573          6.3583732500835955E+006          2.6412385915053157E+001         -9.5876140849468428E+000         -4.0225766495218872E-006          3.8785267063521651E+000          5.8073224972533151E+000          2.6698666723749533E+000          5.1996364284777608E-001          5.4008899889868034E-001          4.7105874275552023E-001 
                             574          6.3593087762344750E+006          2.6407292151062286E+001         -9.5927078489377138E+000         -5.4448119767499699E-006          3.8794603152843963E+000          5.8074832896802180E+000          2.6680798507239425E+000          5.2345352215572538E-001          5.3739459393115385E-001          4.7104678477201606E-001 
                             575          6.3603378550004428E+006          2.6400237964070623E+001         -9.5997620359293769E+000         -6.8548562315620745E-006          3.8802998545846044E+000          5.8076235540931487E+000          2.6664709043299921E+000          5.2655538624482734E-001          5.3443178405902347E-001          4.7103691568319783E-001 
                             576          6.3614698416430065E+006          2.6393172648910546E+001         -9.6068273510894535E+000         -6.2415181367111841E-006          3.8810416202162128E+000          5.8077723534012335E+000          2.6650617727208177E+000          5.2925740664538456E-001          5.3117991966560230E-001          4.7103207974895855E-001 
                             577          6.3627150269498276E+006          2.6386825336371601E+001         -9.6131746636283992E+000         -5.0974842894252944E-006          3.8817026065021687E+000          5.8079381210838985E+000          2.6638226839902384E+000          5.3163112776212895E-001          5.2940305006633892E-001          4.7098709968826147E-001 
                             578          6.3640847307873312E+006          2.6373675636371811E+001         -9.6263243636281892E+000         -9.6003965527043272E-006          3.8756381142193277E+000          5.8077660910098796E+000          2.6758656535189114E+000          5.0732870697464172E-001          5.2541239289381825E-001          4.7097619213392378E-001 
                             579          6.3655914050085852E+006          2.6368906299454054E+001         -9.6310937005459465E+000         -3.1654732326825403E-006          3.8768883134767607E+000          5.8081902056412336E+000          2.6735773123197215E+000          5.1182684575094828E-001          5.2158612254633208E-001          4.7073529140195192E-001 
                             580          6.3672487466519633E+006          2.6362401467097229E+001         -9.6375985329027714E+000         -3.9248590553519275E-006          3.8779914055529048E+000          5.8084425588066741E+000          2.6714973047501549E+000          5.1587971343130445E-001          5.1698626599925546E-001          4.7062293275827916E-001 
                             581          6.3690718224596800E+006          2.6348090835912217E+001         -9.6519091640877832E+000         -7.8497181107038550E-006          3.8789718678116119E+000          5.8086701449450011E+000          2.6696501733019025E+000          5.1933815882592771E-001          5.1185051909798174E-001          4.7060356951481264E-001 
                             582          6.3710772058481686E+006          2.6340422157622374E+001         -9.6595778423776260E+000         -3.8240459823612150E-006          3.8798331462413254E+000          5.8089497071615437E+000          2.6680673975507476E+000          5.2237728942549999E-001          5.0613192945644425E-001          4.7040462417494511E-001 
                             583          6.3732831275755065E+006          2.6323551065384720E+001         -9.6764489346152800E+000         -7.6480919647224299E-006          3.8806179046264355E+000          5.8092072032047248E+000          2.6666266288021183E+000          5.2498057133113740E-001          4.9975900457858280E-001          4.7028255627642440E-001 
                             584          6.3757096414755769E+006          2.6315079766829054E+001         -9.6849202331709456E+000         -3.4911395131172586E-006          3.8812938748487253E+000          5.8095194994536410E+000          2.6654308364819959E+000          5.2723237124708833E-001          4.9682445221792459E-001          4.6995251596059162E-001 
                             585          6.3783788067656551E+006          2.6296442910006590E+001         -9.7035570899934100E+000         -6.9822790262345172E-006          3.8818832435218034E+000          5.8098389261869876E+000          2.6644118125025136E+000          5.2896273434901941E-001          4.8919273643733185E-001          4.6987646837097219E-001 
                             586          6.3809190668453481E+006          2.6287013775841494E+001         -9.7129862241585059E+000         -3.7118774728910050E-006          3.8778155595274422E+000          5.8100291149796996E+000          2.6726422748875924E+000          5.1234605637285291E-001          4.8333738746430743E-001          4.6933100591186627E-001 
                             587          6.3834233530416088E+006          2.6270956288923440E+001         -9.7290437110765602E+000         -6.4120015284294315E-006          3.8788073581379869E+000          5.8104408017305920E+000          2.6708645210419486E+000          5.1563619315388187E-001          4.7683789416736339E-001          4.6883435955261904E-001 
                             588          6.3858809540443001E+006          2.6257057421272137E+001         -9.7429425787278632E+000         -5.6554614178965780E-006          3.8796794426836039E+000          5.8107623610810037E+000          2.6692811316259202E+000          5.1857314408116240E-001          4.7035056087979327E-001          4.6844475969078408E-001 
                             589          6.3882903956799209E+006          2.6246771491288555E+001         -9.7532285087114445E+000         -4.2690098118671689E-006          3.8804829441624076E+000          5.8111165724502332E+000          2.6678512343529288E+000          5.2126277493498119E-001          4.6381767276635649E-001          4.6785968205170569E-001 
                             590          6.3906594465306848E+006          2.6226544488635110E+001         -9.7734555113648902E+000         -8.5380196237343377E-006          3.8811816337513187E+000          5.8113871104893944E+000          2.6665891241946871E+000          5.2345217836753455E-001          4.6257594305192101E-001          4.6768628117494915E-001 
                             591          6.3932654024665244E+006          2.6216952147788184E+001         -9.7830478522118156E+000         -3.6809297943221911E-006          3.8818214051369888E+000          5.8117464352127248E+000          2.6654892437850117E+000          5.2549306721945410E-001          4.5543855811079320E-001          4.6693111731066111E-001 
                             591          6.3907042363983318E+006          2.6226379620276802E+001         -9.7736203797231980E+000         -3.6809297943221839E-006          3.7899189108992934E+000          5.7871008119794549E+000          2.8369714206437662E+000          1.8268485534824583E-001          4.6244631252172663E-001          4.6746802770094709E-001 
                             592          6.3907400682924492E+006          2.6226153794068807E+001         -9.7738462059311928E+000         -6.3023798644581413E-006          3.7862524444695995E+000          5.8026488828190210E+000          2.8520783889229384E+000          1.5246717921548511E-001          4.6234395520851318E-001          4.6507850083237612E-001 
                             593          6.3907759001865676E+006          2.6225872759968997E+001         -9.7741272400310031E+000         -7.8431271002065422E-006          3.7966781810188412E+000          5.8091682204461463E+000          2.8344865846380163E+000          1.8764613394955570E-001          4.6224108952153664E-001          4.6318978696473501E-001 
                             594          6.3908117320806850E+006          2.6225593757130312E+001         -9.7744062428696878E+000         -7.7864384664355207E-006          3.8090721306724142E+000          5.8113090047553735E+000          2.8107690774854852E+000          2.3507652800655598E-001          4.6213983009718246E-001          4.6226111057598424E-001 
                             595          6.3908511471642144E+006          2.6225304351885935E+001         -9.7746956481140650E+000         -7.3424998366419936E-006          3.8220754222212538E+000          5.8121042866546588E+000          2.7851601353374491E+000          2.8628961974024320E-001          4.6202669004195523E-001          4.6223182206990676E-001 
                             596          6.3908945037560975E+006          2.6224996162022379E+001         -9.7750038379776214E+000         -7.1082585179236856E-006          3.8346218564828138E+000          5.8124543195735594E+000          2.7602422832737781E+000          3.3612022017300897E-001          4.6192546070989682E-001          4.6223043326085317E-001 
                             597          6.3909421960071689E+006          2.6224640293661114E+001         -9.7753597063388860E+000         -7.4617648208277487E-006          3.8463157352156592E+000          5.8126664273183328E+000          2.7369605796804741E+000          3.8267773402360794E-001          4.6178696638455097E-001          4.6223040924267533E-001 
                             598          6.3909946574833458E+006          2.6223987588969504E+001         -9.7760124110304965E+000         -1.2441599801646869E-005          3.8556508810410128E+000          5.8125833675435228E+000          2.7182487581423636E+000          4.2009056781625670E-001          4.6168155289215690E-001          4.6223040850863240E-001 
                             599          6.3910523651071424E+006          2.6222551638647964E+001         -9.7774483613520360E+000         -2.4883199603293738E-005          3.8623031063327149E+000          5.8123555591524880E+000          2.7048304033634416E+000          4.4690349600319274E-001          4.6151385608725859E-001          4.6223040849080027E-001 
                             600          6.3911158434933173E+006          2.6220553242685657E+001         -9.7794467573143429E+000         -3.1481518083817403E-005          3.8667856217636327E+000          5.8121459140598022E+000          2.6957605499552622E+000          4.6501010438491663E-001          4.6140669812799506E-001          4.6223040849048791E-001 
                             601          6.3911856697181091E+006          2.6218737189260484E+001         -9.7812628107395163E+000         -2.6008185757775050E-005          3.8699145719254382E+000          5.8120379833365066E+000          2.6894486842700029E+000          4.7760375518129983E-001          4.6120414575664681E-001          4.6223040849048358E-001 
                             602          6.3912624785653818E+006          2.6217083216792908E+001         -9.7829167832070922E+000         -2.1533619189950227E-005          3.8722725765356456E+000          5.8119642015690616E+000          2.6846957841658670E+000          4.8708215766372048E-001          4.6107849644386345E-001          4.6223040849048352E-001 
                             603          6.3913469682973810E+006          2.6215546479243784E+001         -9.7844535207562160E+000         -1.8188453351307032E-005          3.8741548153388856E+000          5.8119160181722771E+000          2.6809072148609929E+000          4.9463383897171731E-001          4.6083384202074229E-001          4.6223040849048352E-001 
                             604          6.3914399070025804E+006          2.6214110784324088E+001         -9.7858892156759119E+000         -1.5447761152032752E-005          3.8757489714386049E+000          5.8118787828494263E+000          2.6777002850001295E+000          5.0102391389628820E-001          4.6068089431440623E-001          4.6223040849048347E-001 
                             605          6.3915421395782987E+006          2.6212623232524130E+001         -9.7873767674758696E+000         -1.4550663421016696E-005          3.8770933929932516E+000          5.8118586437368389E+000          2.6750013723345432E+000          5.0639709395628196E-001          4.6038527942306401E-001          4.6223040849048347E-001 
                             606          6.3916545954115894E+006          2.6211018606685876E+001         -9.7889813933141241E+000         -1.4268942671051893E-005          3.8782613357155795E+000          5.8118279690061225E+000          2.6726501495245292E+000          5.1107295309269896E-001          4.6019406945183761E-001          4.6223040849048352E-001 
                             607          6.3917782968282094E+006          2.6209283300085623E+001         -9.7907166999143769E+000         -1.4028186965590196E-005          3.8792849097895656E+000          5.8118039289817434E+000          2.6705909813643673E+000          5.1516253589372685E-001          4.5983661248895219E-001          4.6223040849048347E-001 
                             608          6.3919143683864912E+006          2.6207402705657238E+001         -9.7925972943427624E+000         -1.3820628293897740E-005          3.8801975295647466E+000          5.8117859936622738E+000          2.6687567741542702E+000          5.1879978726850451E-001          4.5959195178587803E-001          4.6223040849048352E-001 
                             609          6.3920640471006017E+006          2.6205361346160309E+001         -9.7946386538396908E+000         -1.3638275215427259E-005          3.8810123266461480E+000          5.8117740229785575E+000          2.6671211946496092E+000          5.2203711668758912E-001          4.5915993606168803E-001          4.6223040849048352E-001 
                             610          6.3922286936861239E+006          2.6203142299737110E+001         -9.7968577002628905E+000         -1.3477634025468626E-005          3.8817394386111439E+000          5.8117651030987094E+000          2.6656625107796925E+000          5.2491770720425335E-001          4.5893256958357964E-001          4.6223040849048358E-001 
                             611          6.3924098049301971E+006          2.6200727011858461E+001         -9.7992729881415386E+000         -1.3335935551682277E-005          3.8823878980297315E+000          5.8117642236401359E+000          2.6643651522132306E+000          5.2747239117884670E-001          4.5840731575727151E-001          4.6223040849048352E-001 
                             612          6.3926090272986777E+006          2.6198095075587279E+001         -9.8019049244127210E+000         -1.3211047992514982E-005          3.8786806550836963E+000          5.8110768443029404E+000          2.6714359484367041E+000          5.1328717044581551E-001          4.5799724047148926E-001          4.6223040849048352E-001 
                             613          6.3928281719040070E+006          2.6195045060858082E+001         -9.8049549391419184E+000         -1.3917817984242949E-005          3.8795936149064421E+000          5.8116205437807062E+000          2.6698818785300960E+000          5.1634474621325555E-001          4.5741370915405405E-001          4.6223040849048352E-001 
                             614          6.3930692309698686E+006          2.6192328702301765E+001         -9.8076712976982350E+000         -1.1268435586969554E-005          3.8804605053323633E+000          5.8117046540352879E+000          2.6681901528055438E+000          5.1968316011043847E-001          4.5684819636397844E-001          4.6223040849048352E-001 
                             615          6.3933343959423164E+006          2.6190362493661851E+001         -9.8096375063381487E+000         -7.4150391047653550E-006          3.8812337096371743E+000          5.8117691811677625E+000          2.6666760077621592E+000          5.2267884730707415E-001          4.5613406691743269E-001          4.6223040849048358E-001 
                             616          6.3936260774120092E+006          2.6188496016267468E+001         -9.8115039837325320E+000         -6.3990262951814694E-006          3.8819228897206464E+000          5.8118224655339938E+000          2.6653242897783311E+000          5.2535133182384441E-001          4.5545686752784303E-001          4.6223040849048358E-001 
                             616          6.3933394092175756E+006          2.6190330413581634E+001         -9.8096695864183658E+000         -6.3990262951815279E-006          3.8149161150041251E+000          5.7087658055558181E+000          2.7478095092222863E+000          3.6041131242738789E-001          4.5613440151696094E-001          4.6223040849048352E-001 
                             617          6.3933435545316413E+006          2.6190311984457150E+001         -9.8096880155428501E+000         -4.4457727913373427E-006          3.8008777751576295E+000          5.7532493354673626E+000          2.7981279538710488E+000          2.5977411753349411E-001          4.5612288905810155E-001          4.6223040849048358E-001 
                             618          6.3933476998457061E+006          2.6190289131984954E+001         -9.8097108680150455E+000         -5.5128445839559974E-006          3.8031289037077829E+000          5.7881559497810402E+000          2.8110790039275817E+000          2.3387163847469791E-001          4.5611147760781778E-001          4.6223040849001817E-001 
                             619          6.3933518451597719E+006          2.6190265407079664E+001         -9.8097345929203357E+000         -5.7233070696251154E-006          3.8100067550802570E+000          5.8073425309963955E+000          2.8069165917903112E+000          2.4219606933624288E-001          4.5610043707879355E-001          4.6223040848277003E-001 
                             620          6.3933564050052436E+006          2.6190240289727008E+001         -9.8097597102729921E+000         -5.5083780383196743E-006          3.8196444433589805E+000          5.8183309552490634E+000          2.7931354273591968E+000          2.6975798169513615E-001          4.5610597943090475E-001          4.6223040704696577E-001 
                             621          6.3933614208352622E+006          2.6190214788590911E+001         -9.8097852114090891E+000         -5.0841308417378476E-006          3.8306914312592117E+000          5.8242176659205009E+000          2.7739848068944544E+000          3.0805879975686784E-001          4.5609155513482480E-001          4.6223040584275121E-001 
                             622          6.3933669382482832E+006          2.6190189384233886E+001         -9.8098106157661142E+000         -4.6043964680152574E-006          3.8419880154686417E+000          5.8266160624421293E+000          2.7525908367364074E+000          3.5084631880961897E-001          4.5607631413743288E-001          4.6223040543924288E-001 
                             623          6.3933730074026063E+006          2.6190164099054339E+001         -9.8098359009456608E+000         -4.1661783834744927E-006          3.8521422355786936E+000          5.8264226889315900E+000          2.7321857097610338E+000          3.9165615347285737E-001          4.5605991230396953E-001          4.6223040533065224E-001 
                             624          6.3933796834723623E+006          2.6190117890571653E+001         -9.8098821094283473E+000         -6.9215098676501791E-006          3.8598458717625554E+000          5.8241905261374320E+000          2.7156623559962316E+000          4.2470209475652820E-001          4.5604261454833184E-001          4.6223040530633075E-001 
                             625          6.3933870271490933E+006          2.6190066696352449E+001         -9.8099333036475507E+000         -6.9711972732039960E-006          3.8651966635468864E+000          5.8212891093206203E+000          2.7035100640191643E+000          4.4900582978784670E-001          4.5604724705216687E-001          4.6223040530173343E-001 
                             626          6.3933951051934967E+006          2.6190017737128599E+001         -9.8099822628714008E+000         -6.0607767674358736E-006          3.8688584420534387E+000          5.8187307065030716E+000          2.6949073055972854E+000          4.6621053476881374E-001          4.5602355999505334E-001          4.6223040530099024E-001 
                             627          6.3934039910423411E+006          2.6189971266053885E+001         -9.8100287339461154E+000         -5.2297845175276701E-006          3.8715318073618916E+000          5.8168392201391139E+000          2.6886148317983998E+000          4.7879471176194355E-001          4.5599952699053542E-001          4.6223040530088877E-001 
                             628          6.3934137654760703E+006          2.6189926036384165E+001         -9.8100739636158352E+000         -4.6273442516633863E-006          3.8736091708925602E+000          5.8155110077537904E+000          2.6837959985444004E+000          4.8843162824953429E-001          4.5597399675024963E-001          4.6223040530087672E-001 
                             629          6.3934245173531724E+006          2.6189881528945254E+001         -9.8101184710547464E+000         -4.1395040596448804E-006          3.8753258824707508E+000          5.8146206535913025E+000          2.6799173983067757E+000          4.9618809067949399E-001          4.5595991545384185E-001          4.6223040530087550E-001 
                             630          6.3934363444179846E+006          2.6189834313770142E+001         -9.8101656862298583E+000         -3.9921295656578006E-006          3.8767521647570753E+000          5.8139851736469179E+000          2.6767470937619349E+000          5.0252791682143827E-001          4.5592797655122075E-001          4.6223040530087534E-001 
                             631          6.3934493541892776E+006          2.6189779860049232E+001         -9.8102201399507685E+000         -4.1856017053996792E-006          3.8779689018682384E+000          5.8135616668005268E+000          2.6741018661164140E+000          5.0781746912948234E-001          4.5589487343433710E-001          4.6223040530087545E-001 
                             632          6.3934636649376992E+006          2.6189716671282827E+001         -9.8102833287171727E+000         -4.4154760145510999E-006          3.8790272118196047E+000          5.8132643171954248E+000          2.6718365714111298E+000          5.1234701070513822E-001          4.5587726221816216E-001          4.6223040530087539E-001 
                             633          6.3934794067609636E+006          2.6189642905410864E+001         -9.8103570945891363E+000         -4.6859801893862713E-006          3.8799623819500955E+000          5.8130617989374818E+000          2.6698649720211765E+000          5.1628898625087760E-001          4.5583295433430998E-001          4.6223040530087539E-001 
                             634          6.3934967227665549E+006          2.6189556196616095E+001         -9.8104438033839045E+000         -5.0074362887142157E-006          3.8807930006418858E+000          5.8129109264273700E+000          2.6681282983825403E+000          5.1976089566152583E-001          4.5578983615454022E-001          4.6223040530087539E-001 
                             635          6.3935157703727046E+006          2.6189453463154262E+001         -9.8105465368457381E+000         -5.3935103984126685E-006          3.8815321405444485E+000          5.8127863346156721E+000          2.6665877226715646E+000          5.2284034347831698E-001          4.5576919006789784E-001          4.6223040530087545E-001 
                             636          6.3935367227394702E+006          2.6189330687954833E+001         -9.8106693120451673E+000         -5.8597293950303322E-006          3.8821899841556973E+000          5.8126880402842662E+000          2.6652228882833660E+000          5.2556797629330376E-001          4.5570895841319736E-001          4.6223040530087539E-001 
                             637          6.3935597703429116E+006          2.6189182464945823E+001         -9.8108175350541771E+000         -6.4311679687062165E-006          3.8786504270417037E+000          5.8090078529948848E+000          2.6704619088666619E+000          5.1508747715564607E-001          4.5565076477402910E-001          4.6223040530087539E-001 
                             638          6.3935851227066983E+006          2.6189072016365962E+001         -9.8109279836340377E+000         -4.3565397213437981E-006          3.8792763440612799E+000          5.8120899214893491E+000          2.6707511090747422E+000          5.1450724516990565E-001          4.5561121706846408E-001          4.6223040530087539E-001 
                             639          6.3936130103068631E+006          2.6188944850999800E+001         -9.8110551490002003E+000         -4.5599250350140231E-006          3.8801342402201051E+000          5.8124266085309575E+000          2.6692036602778950E+000          5.1760003396986842E-001          4.5553246047303808E-001          4.6223040530087545E-001 
