#                           1                            2                            3                            4                            5 
#              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
#                        6794      1.2000000000000000E+001      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 
#
#                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11 
#                    model_number                         star_age                        star_mass                       delta_mass                        star_mdot                         log_Teff                            log_L                            log_R                            log_g                       center_he4                       surface_h1 
                              20          1.1481852908078854E+004          1.1999989741879180E+001         -1.0258120820338945E-005         -1.0437701861740994E-009          4.4446963182916779E+000          4.0186307602125986E+000          6.4318157997556935E-001          4.2307070682556800E+000          2.6613336449030794E-001          7.2006952872133767E-001 
                              21          1.2830507042355361E+004          1.1999988329430691E+001         -1.1670569309174539E-005         -1.0473022353158980E-009          4.4451771402117002E+000          4.0168106306232616E+000          6.4130987134085704E-001          4.2344504344068428E+000          2.6616200731394801E-001          7.2006952872133345E-001 
                              22          1.4314026590059519E+004          1.1999986782040397E+001         -1.3217959603295526E-005         -1.0430535257985088E-009          4.4453087729730703E+000          4.0138146749494519E+000          6.3954862798121215E-001          4.2379728651241519E+000          2.6619128030131423E-001          7.2006952872132735E-001 
                              23          1.5945898092534091E+004          1.1999985102968244E+001         -1.4897031755722878E-005         -1.0289242444179279E-009          4.4452173858571351E+000          4.0100535885957509E+000          6.3785085903623051E-001          4.2413683422463970E+000          2.6622557249104739E-001          7.2006952872132024E-001 
                              24          1.7740956745256124E+004          1.1999983292369793E+001         -1.6707630207335455E-005         -1.0086569867789568E-009          4.4449070837665055E+000          4.0057238234052477E+000          6.3630658062223888E-001          4.2444568335465505E+000          2.6626260481616293E-001          7.2006952872131136E-001 
                              25          1.9715521263250357E+004          1.1999981350134698E+001         -1.8649865301867408E-005         -9.8362706050406833E-010          4.4445135243565268E+000          4.0014139256094072E+000          6.3493875054427584E-001          4.2471924234105414E+000          2.6630636445269512E-001          7.2006952872129948E-001 
                              26          2.1887542233044016E+004          1.1999979268459752E+001         -2.0731540248064562E-005         -9.5840462717014033E-010          4.4439605089274448E+000          3.9971038686577125E+000          6.3388975292659311E-001          4.2492903433074547E+000          2.6635087199851354E-001          7.2006952872128527E-001 
                              27          2.4276765299817042E+004          1.1999977041236871E+001         -2.2958763128855253E-005         -9.3219545392197114E-010          4.4435404185603256E+000          3.9937367440201230E+000          6.3304637134203723E-001          4.2509770258705357E+000          2.6640348041426076E-001          7.2006952872126717E-001 
                              28          2.6904910673267364E+004          1.1999974643726617E+001         -2.5356273383181360E-005         -9.1224415448575334E-010          4.4432099814443466E+000          3.9912268668707997E+000          6.3245230699933341E-001          4.2521650677869793E+000          2.6646162361843279E-001          7.2006952872124408E-001 
                              29          2.9795870584062726E+004          1.1999972049347868E+001         -2.7950652132346931E-005         -8.9741083576984852E-010          4.4429640600981779E+000          3.9895000335624409E+000          6.3208073303749102E-001          4.2529081218167573E+000          2.6652546241752839E-001          7.2006952872121543E-001 
                              30          3.2975926485937627E+004          1.1999969228333308E+001         -3.0771666692075428E-005         -8.8709590293287526E-010          4.4427956423810242E+000          3.9884275578848190E+000          6.3188133063298701E-001          4.2533068245295942E+000          2.6659550800283577E-001          7.2006952872117835E-001 
                              31          3.6473987978000005E+004          1.1999966148228522E+001         -3.3851771478410342E-005         -8.8051762159869882E-010          4.4426900397648650E+000          3.9878405296305259E+000          6.3179902173815927E-001          4.2534713308462404E+000          2.6667248692421047E-001          7.2006952872113117E-001 
                              32          4.0321855619268630E+004          1.1999962774687448E+001         -3.7225312551569800E-005         -8.7673001947355457E-010          4.4425812041596329E+000          3.9874508194367557E+000          6.3182183785173840E-001          4.2534255765261975E+000          2.6675340286249805E-001          7.2006952872107055E-001 
                              33          4.4554510024664123E+004          1.1999959076137797E+001         -4.0923862203001704E-005         -8.7381328488246379E-010          4.4425465235609849E+000          3.9873869809668894E+000          6.3185927981410117E-001          4.2533505587460612E+000          2.6684455190685163E-001          7.2006952872099284E-001 
                              34          4.9210429870599153E+004          1.1999955011337201E+001         -4.4988662798672863E-005         -8.7303921271141183E-010          4.4425334280368318E+000          3.9874349987531650E+000          6.3190947975554357E-001          4.2532500117526100E+000          2.6694563873843752E-001          7.2006952872089269E-001 
                              35          5.4331941701127696E+004          1.1999950540390172E+001         -4.9459609828161888E-005         -8.7297407029483650E-010          4.4425130681869014E+000          3.9874783326249141E+000          6.3197186639128022E-001          4.2531250766715321E+000          2.6705684885272563E-001          7.2006952872076346E-001 
                              36          5.9965604714709094E+004          1.1999945623148943E+001         -5.4376851057469366E-005         -8.7283197778618934E-010          4.4424769920018896E+000          3.9874956720698935E+000          6.3205268848379370E-001          4.2529632545248406E+000          2.6717885266860697E-001          7.2006952872059615E-001 
                              37          6.6162634029648631E+004          1.1999940216637079E+001         -5.9783362921450589E-005         -8.7243606378119960E-010          4.4424301933184704E+000          3.9875039703373081E+000          6.3215043498433987E-001          4.2527675658546285E+000          2.6731270079868807E-001          7.2006952872037977E-001 
                              38          7.2979366276082117E+004          1.1999934273108421E+001         -6.5726891579132030E-005         -8.7190290623334012E-010          4.4423764116080715E+000          3.9875196925507406E+000          6.3226585951185310E-001          4.2525365016950021E+000          2.6745961723670436E-001          7.2006952872009800E-001 
                              39          8.0477771747158957E+004          1.1999927739449392E+001         -7.2260550608049812E-005         -8.7133978743930174E-010          4.4423147869938635E+000          3.9875481950367688E+000          6.3240335998328290E-001          4.2522612642897775E+000          2.6762083075678816E-001          7.2006952871973162E-001 
                              40          8.8726017765343466E+004          1.1999920557188879E+001         -7.9442811120600254E-005         -8.7076215911943047E-010          4.4422467647913209E+000          3.9875892482635455E+000          6.3255993100175778E-001          4.2519478623165092E+000          2.6779768428125905E-001          7.2006952871925500E-001 
                              41          9.7799088385346447E+004          1.1999912661982624E+001         -8.7338017376481503E-005         -8.7018018314062391E-010          4.4421723140357505E+000          3.9876447015928269E+000          6.3273655917753791E-001          4.2515943202259203E+000          2.6799161035545976E-001          7.2006952871863150E-001 
                              42          1.0777946606734973E+005          1.1999903983007989E+001         -9.6016992010561353E-005         -8.6960382771542080E-010          4.4420904677728448E+000          3.9877138969597339E+000          6.3293484938680489E-001          4.2511974257024212E+000          2.6820424938752424E-001          7.2006952871781738E-001 
                              43          1.1875788151755334E+005          1.1999894442548431E+001         -1.0555745156892726E-004         -8.6901972338821684E-010          4.4420012817120513E+000          3.9877968125263155E+000          6.3315467929168212E-001          4.2507574206090215E+000          2.6843737347925944E-001          7.2006952871675045E-001 
                              44          1.3083413851277731E+005          1.1999883955217566E+001         -1.1604478243398830E-004         -8.6842561138556646E-010          4.4419036878310632E+000          3.9878951212810718E+000          6.3339902143103610E-001          4.2502683567776485E+000          2.6869317593047720E-001          7.2006952871535157E-001 
                              45          1.4411802120752368E+005          1.1999872427113422E+001         -1.2757288657816446E-004         -8.6782640353430771E-010          4.4417967684906499E+000          3.9880086722691162E+000          6.3366963560588463E-001          4.2497267112077148E+000          2.6897303593910354E-001          7.2006952871351304E-001 
                              46          1.5873029217174466E+005          1.1999859755261747E+001         -1.4024473825280381E-004         -8.6720617940190539E-010          4.4416820576257843E+000          3.9881419011752133E+000          6.3396567178866425E-001          4.2491341802274327E+000          2.6927954436347717E-001          7.2006952871109486E-001 
                              47          1.7480379023238778E+005          1.1999845825958205E+001         -1.5417404179451921E-004         -8.6660062984060602E-010          4.4415590094900859E+000          3.9882947519714858E+000          6.3428819345819731E-001          4.2484886327638778E+000          2.6961528674241647E-001          7.2006952870790875E-001 
                              48          1.9248463809909520E+005          1.1999830514286563E+001         -1.6948571343711194E-004         -8.6600324597742079E-010          4.4414264135804062E+000          3.9884684796910106E+000          6.3464024913731942E-001          4.2477839672502844E+000          2.6998289355421473E-001          7.2006952870370511E-001 
                              49          2.1193357075247337E+005          1.1999813682986764E+001         -1.8631701323634786E-004         -8.6540994803928189E-010          4.4412852892607066E+000          3.9886665073340470E+000          6.3502151159823672E-001          4.2470208331743668E+000          2.7038527047780508E-001          7.2006952869815377E-001 
                              50          2.3332739667118934E+005          1.1999795180655266E+001         -2.0481934473437491E-004         -8.6484444485870249E-010          4.4411328393755625E+000          3.9888915852883700E+000          6.3543895034568543E-001          4.2461852860468507E+000          2.7082566265299196E-001          7.2006952869081153E-001 
                              51          2.5686060518177695E+005          1.1999774841043207E+001         -2.2515895679298126E-004         -8.6429404851522669E-010          4.4409712938410602E+000          3.9891457306046982E+000          6.3588911407285442E-001          4.2452842224642175E+000          2.7130771559098332E-001          7.2006952868109086E-001 
                              52          2.8274713454342331E+005          1.1999752480586809E+001         -2.4751941319145487E-004         -8.6378734229372346E-010          4.4408001474328520E+000          3.9894328379210497E+000          6.3637496054744813E-001          4.2443117202471896E+000          2.7183526839587896E-001          7.2006952866820595E-001 
                              53          3.1122231684123428E+005          1.1999727896894020E+001         -2.7210310597958198E-004         -8.6333750323390941E-010          4.4406188978060248E+000          3.9897550991364166E+000          6.3689859040878405E-001          4.2432635707917434E+000          2.7241251133414268E-001          7.2006952865110541E-001 
                              54          3.4254501736882632E+005          1.1999700866959817E+001         -2.9913304018336362E-004         -8.6295031230809358E-010          4.4404260074838344E+000          3.9901181408393946E+000          6.3746589190465430E-001          4.2421279895307800E+000          2.7304399404659863E-001          7.2006952862839058E-001 
                              55          3.7699998794917762E+005          1.1999671144786744E+001         -3.2885521325631828E-004         -8.6263817871674342E-010          4.4402235738187157E+000          3.9905255426662967E+000          6.3807446014834235E-001          4.2409097773339433E+000          2.7373461768024165E-001          7.2006952859818218E-001 
                              56          4.1490045558756404E+005          1.1999638458111427E+001         -3.6154188857295821E-004         -8.6243461765479541E-010          4.4400107672983582E+000          3.9909817088233339E+000          6.3872815626757673E-001          4.2396012020912170E+000          2.7448983214793249E-001          7.2006952855797424E-001 
                              57          4.5659096998978913E+005          1.1999602506066575E+001         -3.9749393342525252E-004         -8.6235551101871973E-010          4.4397889309306695E+000          3.9914917805227983E+000          6.3942686485268740E-001          4.2382024837319525E+000          2.7531541116636182E-001          7.2006952850439621E-001 
                              58          5.0245053583223670E+005          1.1999562955157780E+001         -4.3704484222040207E-004         -8.6243530803474580E-010          4.4395558054469451E+000          3.9920616192112934E+000          6.4017803516438343E-001          4.2366987116636654E+000          2.7621772721360865E-001          7.2006952843292527E-001 
                              59          5.5289605825892906E+005          1.1999519436648139E+001         -4.8056335186075216E-004         -8.6268329769472723E-010          4.4393134529917564E+000          3.9926980029308488E+000          6.4098093193453665E-001          4.2350913430757560E+000          2.7720373030627782E-001          7.2006952833749405E-001 
                              60          6.0838613292829064E+005          1.1999471540449287E+001         -5.2845955071312289E-004         -8.6314893495651592E-010          4.4390620677986634E+000          3.9934078150581014E+000          6.4183860838434870E-001          4.2333742566820121E+000          2.7828086552532189E-001          7.2006952820991077E-001 
                              61          6.6942521506458847E+005          1.1999418810765080E+001         -5.8118923491967678E-004         -8.6386758060554595E-010          4.4388018540853063E+000          3.9941993094647934E+000          6.4275478301441102E-001          4.2315399989827434E+000          2.7945741010055769E-001          7.2006952803915503E-001 
                              62          7.3656820541451592E+005          1.1999360740118792E+001         -6.3925988120772104E-004         -8.6488025011473987E-010          4.4385335208478356E+000          3.9950808541856340E+000          6.4373222184977241E-001          4.2295830195583717E+000          2.8074237103954558E-001          7.2006952781029454E-001 
                              63          8.1042549479943619E+005          1.1999296762226113E+001         -7.0323777388736630E-004         -8.6623667361862975E-010          4.4382544375406843E+000          3.9960623986003503E+000          6.4478116067143298E-001          4.2274828263483775E+000          2.8214596753602333E-001          7.2006952750309272E-001 
                              64          8.9166851312284847E+005          1.1999226246339365E+001         -7.7375366063492379E-004         -8.6796241945042326E-010          4.4379724159099441E+000          3.9971558677075696E+000          6.4589193848652282E-001          4.2252587185060895E+000          2.8367402376195777E-001          7.2006952708983396E-001 
                              65          9.8103583327860187E+005          1.1999148480353378E+001         -8.5151964662166790E-004         -8.7018370755128852E-010          4.4376788150603712E+000          3.9983712726311409E+000          6.4708684264745364E-001          4.2228660955487385E+000          2.8534308339318298E-001          7.2006952653238177E-001 
                              66          1.0793398854499308E+006          1.1999062672560676E+001         -9.3732743932406493E-004         -8.7288154259612840E-010          4.4373813335130432E+000          3.9997224019031354E+000          6.4835737037810615E-001          4.2203219343683749E+000          2.8716409409282179E-001          7.2006952577718664E-001 
                              67          1.1874743428383926E+006          1.1998967926394691E+001         -1.0320736053088808E-003         -8.7618848119790053E-010          4.4370779673722227E+000          4.0012243245392680E+000          6.4971506397781498E-001          4.2176031179094693E+000          2.8915016373756830E-001          7.2006952474717356E-001 
                              68          1.3064222459657006E+006          1.1998863232010391E+001         -1.1367679896086003E-003         -8.8017007066826358E-010          4.4367684723082110E+000          4.0028937290597888E+000          6.5116875636609739E-001          4.2146919437743504E+000          2.9131582905353159E-001          7.2006952332423846E-001 
                              69          1.4372649394057393E+006          1.1998747447428999E+001         -1.2525525710014307E-003         -8.8491438343965291E-010          4.4364524946002701E+000          4.0047491658148333E+000          6.5272843015950166E-001          4.2115684053865943E+000          2.9367717914323221E-001          7.2006952130753721E-001 
                              70          1.5811919021897819E+006          1.1998619277865000E+001         -1.3807221349999566E-003         -8.9051809001131440E-010          4.4361363122940247E+000          4.0068105888641243E+000          6.5439150629663834E-001          4.2082376139921180E+000          2.9625206144945387E-001          7.2006951830128030E-001 
                              71          1.7395115612522289E+006          1.1998477241473548E+001         -1.5227585264518950E-003         -8.9714942725459188E-010          4.4358166748469277E+000          4.0091019443311531E+000          6.5617645892434739E-001          4.2046625676463192E+000          2.9906055485384742E-001          7.2006951339246972E-001 
                              72          1.9136631862209204E+006          1.1998319648461383E+001         -1.6803515386172307E-003         -9.0491841344778016E-010          4.4354993045538391E+000          4.0116484865962008E+000          6.5808447064304831E-001          4.2008408399663146E+000          3.0212652815540741E-001          7.2006950427326410E-001 
                              73          2.1052299736864814E+006          1.1998144551377514E+001         -1.8554486224857669E-003         -9.1402631001891659E-010          4.4351340431847888E+000          4.0144407277764023E+000          6.6021111397124976E-001          4.1965812154014026E+000          3.0568284140439839E-001          7.2006948486855449E-001 
                              74          2.3159534398985980E+006          1.1997949849880422E+001         -2.0501501195777649E-003         -9.2396684901843191E-010          4.4348052037912788E+000          4.0175986704495559E+000          6.6244776409484663E-001          4.1921008675251743E+000          3.0936168068927383E-001          7.2006943938838797E-001 
                              75          2.5477492527319267E+006          1.1997732835612402E+001         -2.2671643875984415E-003         -9.3623031998346090E-010          4.4344976467269852E+000          4.0211103336510226E+000          6.6481870982416758E-001          4.1873511206451779E+000          3.1333819431071686E-001          7.2006932828674364E-001 
                              76          2.8027246468485878E+006          1.1997490417165849E+001         -2.5095828341505921E-003         -9.5075231628819228E-010          4.4341747779544907E+000          4.0250089931599016E+000          6.6741377712359484E-001          4.1821522108836549E+000          3.1770438884503555E-001          7.2006905703701696E-001 
                              77          3.0831975803769152E+006          1.1997219110375035E+001         -2.7808896249652548E-003         -9.6731897585598760E-010          4.4338697113557233E+000          4.0293576778935307E+000          6.7019825268794508E-001          4.1765734386698501E+000          3.2244703767051269E-001          7.2006841040307756E-001 
                              78          3.3917178072580760E+006          1.1996914686830960E+001         -3.0853131690395941E-003         -9.8672150981161188E-010          4.4335977203111385E+000          4.0342268133368675E+000          6.7317680249878264E-001          4.1706053188991277E+000          3.2750883387027879E-001          7.2006692401518302E-001 
                              79          3.7310900568273524E+006          1.1996572033057110E+001         -3.4279669428904924E-003         -1.0096693948474995E-009          4.4333283400466170E+000          4.0396484731365572E+000          6.7642639292767137E-001          4.1640937336213559E+000          3.3306729647187572E-001          7.2006364734072492E-001 
                              80          4.1043995313535566E+006          1.1996185192016108E+001         -3.8148079838915550E-003         -1.0362475838335998E-009          4.4327961835832062E+000          4.0455428637484117E+000          6.8043790116042102E-001          4.1560567126854311E+000          3.4044069382303133E-001          7.2005673663828029E-001 
                              81          4.5150399533323813E+006          1.1995748609514829E+001         -4.2513904851713136E-003         -1.0631746849880400E-009          4.4320385639461168E+000          4.0520591756243878E+000          6.8521129637258649E-001          4.1464941165013149E+000          3.4973973604990755E-001          7.2004278857790172E-001 
                              82          4.9667444175090883E+006          1.1995255482218576E+001         -4.7445177814235961E-003         -1.0917033931729530E-009          4.4309999235937010E+000          4.0593224496392475E+000          6.9092021408484783E-001          4.1350584275127771E+000          3.6133059404538420E-001          7.2001571403770992E-001 
                              83          5.4636193281034660E+006          1.1994698019377433E+001         -5.3019806225673705E-003         -1.1219379953706739E-009          4.4298438985085768E+000          4.0675859912015842E+000          6.9736403503626554E-001          4.1221506019079763E+000          3.7454826856138718E-001          7.1996574966545701E-001 
                              84          6.0101817297572820E+006          1.1994065365383936E+001         -5.9346346160644714E-003         -1.1575146617933730E-009          4.4285311706588839E+000          4.0769413025080219E+000          7.0466714638886874E-001          4.1075214719662458E+000          3.8959823146165462E-001          7.1987849323364839E-001 
                              85          6.6114003715764796E+006          1.1993344472046065E+001         -6.6555279539350920E-003         -1.1990535351498008E-009          4.4270296283973583E+000          4.0875564346794366E+000          7.1297779699762842E-001          4.0908740670550889E+000          4.0685318163210799E-001          7.1973419089094437E-001 
                              86          7.2727408775775973E+006          1.1992519282597737E+001         -7.4807174022630818E-003         -1.2477527700783573E-009          4.4252775930979418E+000          4.0995970365575483E+000          7.2250216853551708E-001          4.0717954417763824E+000          4.2659412548755266E-001          7.1950843526025809E-001 
                              87          8.0002154341788255E+006          1.1991570176648022E+001         -8.4298233519781718E-003         -1.3046586180935451E-009          4.4231893504039634E+000          4.1133061228687753E+000          7.3353319707908704E-001          4.0496990126129031E+000          4.4932976349270520E-001          7.1917487155017190E-001 
                              88          8.8004374464401770E+006          1.1990472992220168E+001         -9.5270077798321751E-003         -1.3711000335451845E-009          4.4206220345050449E+000          4.1290943268609084E+000          7.4656193087299094E-001          4.0236018068643693E+000          4.7571851138487681E-001          7.1870948414015445E-001 
                              89          9.6806816599276643E+006          1.1989197475590400E+001         -1.0802524409600167E-002         -1.4490485824542382E-009          4.4174060135306492E+000          4.1473852666878290E+000          7.6213944273524348E-001          3.9924005815179413E+000          5.0636630926762616E-001          7.1809545244381079E-001 
                              90          1.0648950294763900E+007          1.1987705981912988E+001         -1.2294018087011693E-002         -1.5403717767469356E-009          4.4131556373160166E+000          4.1688450373919057E+000          7.8137008051654566E-001          3.9538852750021007E+000          5.4250673414649708E-001          7.1732753095360569E-001 
                              91          1.1695446378376184E+007          1.1985984214936391E+001         -1.4015785063609343E-002         -1.6452684377511274E-009          4.4074767979765337E+000          4.1939716241775553E+000          8.0529105258833744E-001          3.9059809496487654E+000          5.8465439922665241E-001          7.1643000918911115E-001 
                              92          1.2762317018065028E+007          1.1982473637755104E+001         -1.7526362244895566E-002         -3.2905368755022549E-009          4.4001618786037087E+000          4.2214504038046972E+000          8.3366028114755830E-001          3.8491152733059248E+000          6.3138736312066546E-001          7.1547698891046996E-001 
                              93          1.3800268397654945E+007          1.1975642803176067E+001         -2.4357196823933336E-002         -6.5810737510045098E-009          4.3911025362793552E+000          4.2499663483606982E+000          8.6603693807426407E-001          3.7841143111157027E+000          6.8105780822227502E-001          7.1454265077172974E-001 
                              94          1.4768355885102766E+007          1.1962900692871429E+001         -3.7099307128571013E-002         -1.3162147502009020E-008          4.3801616897061724E+000          4.2785734621758227E+000          9.0222218812819255E-001          3.7112814747160283E+000          7.3165698280354219E-001          7.1368331313000632E-001 
                              95          1.5635676040273741E+007          1.1940069101243774E+001         -5.9930898756226370E-002         -2.6324295004018039E-008          4.3668731025965712E+000          4.3060123727323578E+000          9.4251881762566270E-001          3.6298585583724048E+000          7.8327891964627427E-001          7.1292855839909519E-001 
                              96          1.6381841145481367E+007          1.1908231460817536E+001         -9.1768539182464082E-002         -4.2668358790888867E-008          4.3514485062893415E+000          4.3311188678186801E+000          9.8592125778328332E-001          3.5418941053041899E+000          8.3478134247717817E-001          7.1229917584207669E-001 
                              97          1.7005402534679230E+007          1.1878842014643565E+001         -1.2115798535643485E-001         -4.7131600325314339E-008          4.3355036263386602E+000          4.3539262594468875E+000          1.0292147134987497E+000          3.4542340327879000E+000          8.8169522794657929E-001          7.1180568760179219E-001 
                              98          1.7526678346767571E+007          1.1852079381635718E+001         -1.4792061836428161E-001         -5.1340638462831151E-008          4.3204660173149545E+000          4.3747872813207893E+000          1.0697204424831124E+000          3.3722430200374740E+000          9.2418692905354172E-001          7.1141742306592826E-001 
                              99          1.7964155336914938E+007          1.1827809395549352E+001         -1.7219060445064827E-001         -5.5477171675228314E-008          4.3118952156762020E+000          4.3956517931535251E+000          1.0972943016769847E+000          3.3162050673396708E+000          9.6421509322554289E-001          7.1110997620622007E-001 
                             100          1.8139146132973880E+007          1.1817113037009145E+001         -1.8288696299085494E-001         -6.1125263620181034E-008          4.3263429244111427E+000          4.4108961999955580E+000          1.0760210876281189E+000          3.3583585679646566E+000          9.8202209764860160E-001          7.1098823364137576E-001 
                             101          1.8209142451397460E+007          1.1812237193333630E+001         -1.8776280666637035E-001         -6.9658573269660140E-008          4.3542884065320298E+000          4.4678436005164679E+000          1.0486038236467996E+000          3.4130138652660782E+000          9.8652640204139241E-001          7.1094087430087194E-001 
                             102          1.8237140978766892E+007          1.1809271987582461E+001         -1.9072801241753901E-001         -1.0590577540183037E-007          4.0955191154105615E+000          4.4960685412821846E+000          1.5802548762725970E+000          2.3496027261257222E+000          9.8655466083088483E-001          7.1091988955031837E-001 
                             103          1.8242740684240777E+007          1.1808949883152083E+001         -1.9105011684791684E-001         -5.7521673573856062E-008          3.9885602146174706E+000          4.4637931542254661E+000          1.7780349843304184E+000          1.9540306642261345E+000          9.8655444069233789E-001          7.1091733912683175E-001 
                             104          1.8244980566430334E+007          1.1808919769734478E+001         -1.9108023026552168E-001         -1.3444197085600588E-008          3.9195601997649110E+000          4.4381998546453891E+000          1.9032383642454989E+000          1.7036227969217357E+000          9.8655359192188719E-001          7.1091615178113177E-001 
                             105          1.8246772472181976E+007          1.1808871588266312E+001         -1.9112841173368800E-001         -2.6888394171201176E-008          3.8330949722797842E+000          4.4025367275144198E+000          2.0583372556502679E+000          1.3934232421475432E+000          9.8654946480912409E-001          7.1091507691614786E-001 
                             106          1.8247130853332303E+007          1.1808852315679044E+001         -1.9114768432095630E-001         -5.3776788342402353E-008          3.8158092999829876E+000          4.3927977651209833E+000          2.0880391190471435E+000          1.3340188065659051E+000          9.8654829873893934E-001          7.1091431231576352E-001 
