#                           1                            2                            3                            4                            5 
#              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
#                        6794      1.2000000000000000E+001      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 
#
#                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11 
#                    model_number                         star_age                        star_mass                       delta_mass                        star_mdot                         log_Teff                            log_L                            log_R                            log_g                       center_he4                       surface_h1 
                             180          1.8284675791522373E+007          1.1411903155831958E+001         -5.8809684416804231E-001         -1.2483752192424126E-005          3.5343355357298867E+000          4.6519689364268819E+000          2.7805722332062950E+000         -6.5897035526715927E-002          9.7577068676179002E-001          6.9834697525434819E-001 
                             181          1.8288023016046781E+007          1.1369930014352844E+001         -6.3006998564715566E-001         -1.2539685095239428E-005          3.5339872894250548E+000          4.6532981849346831E+000          2.7819333500698589E+000         -7.0219555255561117E-002          9.7397852958676812E-001          6.9834697525434819E-001 
                             182          1.8291704963023629E+007          1.1323380784370155E+001         -6.7661921562984517E-001         -1.2642558482076583E-005          3.5336825400365881E+000          4.6546956098726371E+000          2.7832415613157688E+000         -7.4617657137496421E-002          9.7187731387410270E-001          6.9834697525434819E-001 
                             183          1.8295755104698159E+007          1.1271780915914780E+001         -7.2821908408521985E-001         -1.2740262588800708E-005          3.5334879004154756E+000          4.6559034194033764E+000          2.7842347453233640E+000         -7.8587598219416230E-002          9.6950242829304256E-001          6.9834632382527162E-001 
                             184          1.8300210260540146E+007          1.1214700142160028E+001         -7.8529985783997169E-001         -1.2812295636627226E-005          3.5332790118453348E+000          4.6561989508193218E+000          2.7848002881716183E+000         -8.1923556990281074E-002          9.6698171364378627E-001          6.9827518178872172E-001 
                             185          1.8305110931966327E+007          1.1151677175795328E+001         -8.4832282420467209E-001         -1.2860067709903691E-005          3.5327653907463747E+000          4.6571389817016575E+000          2.7862975458107053E+000         -8.7365549441438595E-002          9.6410125762355292E-001          6.9750173527400017E-001 
                             186          1.8310501670535129E+007          1.1081683149531246E+001         -9.1831685046875400E-001         -1.2984125527654499E-005          3.5322541037570150E+000          4.6576509587678219E+000          2.7875761083225070E+000         -9.2657134695262003E-002          9.6075174926353513E-001          6.9749977423492160E-001 
                             187          1.8315217465117548E+007          1.1019928763279832E+001         -9.8007123672016760E-001         -1.3095223969603796E-005          3.5320800225466917E+000          4.6577519273010006E+000          2.7879747550097438E+000         -9.5881369514777007E-002          9.5789974504813569E-001          6.9749971545345557E-001 
                             188          1.8319585945431948E+007          1.0962570106403588E+001         -1.0374298935964124E+000         -1.3130116825100634E-005          3.5320041333993406E+000          4.6573480430067384E+000          2.7879245911573141E+000         -9.8047445174897899E-002          9.5556187663527303E-001          6.9749970965362185E-001 
                             189          1.8323738253989518E+007          1.0908048207010896E+001         -1.0919517929891036E+000         -1.3130502860464535E-005          3.5317476267250072E+000          4.6568920439744073E+000          2.7882096049898153E+000         -1.0078280797232952E-001          9.5298042547122785E-001          6.9749970964449504E-001 
                             190          1.8327659761035021E+007          1.0856426618079269E+001         -1.1435733819207314E+000         -1.3163711892543046E-005          3.5316713247000906E+000          4.6564644760260760E+000          2.7881484250654838E+000         -1.0272059553730362E-001          9.5057491231188984E-001          6.9749970964448427E-001 
                             191          1.8331973418785080E+007          1.0799643416177984E+001         -1.2003565838220158E+000         -1.3163585335561175E-005          3.5314515452162358E+000          4.6558803618015743E+000          2.7882959269209420E+000         -1.0529308428836888E-001          9.4798143249945310E-001          6.9749970964448416E-001 
                             192          1.8336718442310143E+007          1.0737076709666038E+001         -1.2629232903339620E+000         -1.3185752648321420E-005          3.5311690296431397E+000          4.6551919971746960E+000          2.7885167757536955E+000         -1.0825814221234754E-001          9.4515363026251131E-001          6.9749970964448427E-001 
                             193          1.8340869368189286E+007          1.0682215739209978E+001         -1.3177842607900221E+000         -1.3216562293173430E-005          3.5308239992028048E+000          4.6546948480750849E+000          2.7889582620845585E+000         -1.1136582597493469E-001          9.4256805158489310E-001          6.9749970964448427E-001 
                             194          1.8344563570109256E+007          1.0633209485556886E+001         -1.3667905144431138E+000         -1.3265721450744314E-005          3.5307710467626254E+000          4.6542591516951966E+000          2.7888463187749735E+000         -1.1313891411144826E-001          9.4039524346833014E-001          6.9749970964448416E-001 
                             195          1.8348627192221217E+007          1.0579322038668767E+001         -1.4206779613312328E+000         -1.3260939477975649E-005          3.5306208803068078E+000          4.6538764306174354E+000          2.7889552911477287E+000         -1.1556339145718482E-001          9.3779699079300860E-001          6.9749970964448427E-001 
                             196          1.8353097176544376E+007          1.0519976535182435E+001         -1.4800234648175650E+000         -1.3276445552357590E-005          3.5304648963084184E+000          4.6534828298403763E+000          2.7890704587559769E+000         -1.1823679297427905E-001          9.3511004457141844E-001          6.9749970964448404E-001 
                             197          1.8356726593559772E+007          1.0471731948322571E+001         -1.5282680516774292E+000         -1.3292654620611947E-005          3.5301949551282852E+000          4.6531475265960536E+000          2.7894426894940829E+000         -1.2097750880605387E-001          9.3288634150846483E-001          6.9749970964448416E-001 
                             198          1.8360718952276714E+007          1.0418501884717877E+001         -1.5814981152821233E+000         -1.3332986181540359E-005          3.5300158488126363E+000          4.6528227521161760E+000          2.7896385148854419E+000         -1.2358240172974386E-001          9.3036320612100887E-001          6.9749970964448416E-001 
                             199          1.8365110546865348E+007          1.0359847312376845E+001         -1.6401526876231554E+000         -1.3356099056333323E-005          3.5297643922675279E+000          4.6524222199117062E+000          2.7899411618734251E+000         -1.2663961568521057E-001          9.2764681860688736E-001          6.9749970964448416E-001 
                             200          1.8368623822536252E+007          1.0312801892990498E+001         -1.6871981070095021E+000         -1.3390756602431845E-005          3.5296237563980410E+000          4.6520557816998114E+000          2.7900392145064496E+000         -1.2881240048631687E-001          9.2545313274518171E-001          6.9749970964448427E-001 
                             201          1.8371620641223405E+007          1.0272628673827572E+001         -1.7273713261724275E+000         -1.3405288526521746E-005          3.5295362139297901E+000          4.6517361382423141E+000          2.7900544777142029E+000         -1.3053801212193747E-001          9.2355591716196583E-001          6.9749970964448416E-001 
                             202          1.8374304597174343E+007          1.0236633673146910E+001         -1.7633663268530899E+000         -1.3411174154356073E-005          3.5292811149701682E+000          4.6514057290722972E+000          2.7903994710484388E+000         -1.3275242672524304E-001          9.2183949260226095E-001          6.9749970964448416E-001 
                             203          1.8376679245467909E+007          1.0204696050762189E+001         -1.7953039492378107E+000         -1.3449411633388140E-005          3.5291990289323008E+000          4.6510925212268805E+000          2.7904070392014653E+000         -1.3412465130690945E-001          9.2030993556481611E-001          6.9749970964448427E-001 
                             204          1.8378872785399422E+007          1.0175182787061491E+001         -1.8248172129385090E+000         -1.3454627963076126E-005          3.5290207665230375E+000          4.6507324774271499E+000          2.7905835421201259E+000         -1.3573551119039556E-001          9.1891103905230576E-001          6.9749970964448427E-001 
                             205          1.8380959255119361E+007          1.0147063123280597E+001         -1.8529368767194025E+000         -1.3477149230671863E-005          3.5290405729858580E+000          4.6504351757502391E+000          2.7903952783560304E+000         -1.3656084123845044E-001          9.1760273398828496E-001          6.9749970964448416E-001 
                             206          1.8382929402172651E+007          1.0120538847118175E+001         -1.8794611528818255E+000         -1.3463094604091306E-005          3.5288448860172772E+000          4.6501113513297225E+000          2.7906247400829329E+000         -1.3815649052366524E-001          9.1640806335133362E-001          6.9749970964448427E-001 
                             207          1.8384793120054830E+007          1.0095396793216040E+001         -1.9046032067839604E+000         -1.3490268104717285E-005          3.5286832308990683E+000          4.6498523793709454E+000          2.7908185643399634E+000         -1.3962438198045035E-001          9.1530246738718746E-001          6.9749970964448416E-001 
                             208          1.8386555351571269E+007          1.0071583768335431E+001         -1.9284162316645688E+000         -1.3512994551760485E-005          3.5286002764760154E+000          4.6496136702888347E+000          2.7908651186450140E+000         -1.4074311463753877E-001          9.1424262858880689E-001          6.9749970964448427E-001 
                             209          1.8388221813662063E+007          1.0049051523809277E+001         -1.9509484761907228E+000         -1.3521006358721546E-005          3.5285210749887912E+000          4.6494096621210597E+000          2.7909215175355744E+000         -1.4182860869898897E-001          9.1321269089733825E-001          6.9749970964448404E-001 
                             210          1.8389797665900312E+007          1.0027731109433912E+001         -1.9722688905660881E+000         -1.3529450197078297E-005          3.5284256325873664E+000          4.6492477789258899E+000          2.7910314607408391E+000         -1.4297088810095746E-001          9.1221798102966045E-001          6.9749970964448416E-001 
                             211          1.8391287845631968E+007          1.0007550373923252E+001         -1.9924496260767484E+000         -1.3542484226554390E-005          3.5283795314388215E+000          4.6490884928073042E+000          2.7910440199786346E+000         -1.4387090170036768E-001          9.1132897410991787E-001          6.9749970964448438E-001 
                             212          1.8392697007994879E+007          9.9884619235777148E+000         -2.0115380764222852E+000         -1.3545955276647524E-005          3.5283236036847221E+000          4.6489240555080089E+000          2.7910736568371859E+000         -1.4475934185805883E-001          9.1048061175200079E-001          6.9749970964448438E-001 
                             213          1.8394029558297455E+007          9.9704042666381323E+000         -2.0295957333618677E+000         -1.3551200960059718E-005          3.5282117253059986E+000          4.6487623994096268E+000          2.7912165855454427E+000         -1.4583104981638492E-001          9.0968445306783752E-001          6.9749970964448404E-001 
                             214          1.8395289661573898E+007          9.9533077297212493E+000         -2.0466922702787507E+000         -1.3567568021190856E-005          3.5281696168445671E+000          4.6486137453804011E+000          2.7912264754536928E+000         -1.4659616599053110E-001          9.0893594196273642E-001          6.9749970964448438E-001 
                             215          1.8396481256599300E+007          9.9371369849533604E+000         -2.0628630150466396E+000         -1.3570671598295840E-005          3.5280619587690709E+000          4.6484539411922770E+000          2.7913618895106245E+000         -1.4757314893089099E-001          9.0822695870992642E-001          6.9749970964448416E-001 
                             216          1.8397608067965630E+007          9.9218277672427977E+000         -2.0781722327572023E+000         -1.3586318143381026E-005          3.5281450147592617E+000          4.6483405852145623E+000          2.7911390995413852E+000         -1.4779716181096988E-001          9.0756260604755168E-001          6.9749970964448427E-001 
                             217          1.8398673617779490E+007          9.9073725351517616E+000         -2.0926274648482384E+000         -1.3565984342581278E-005          3.5279628860964980E+000          4.6481615961144387E+000          2.7914138623168490E+000         -1.4897987766186782E-001          9.0691665446975889E-001          6.9749970964448416E-001 
                             218          1.8399681236658070E+007          9.8936732462867560E+000         -2.1063267537132440E+000         -1.3595704840583574E-005          3.5278060919316654E+000          4.6480303535428851E+000          2.7916618293607378E+000         -1.5007674228382012E-001          9.0629901932429602E-001          6.9749970964448438E-001 
                             219          1.8400634074142892E+007          9.8806936309933491E+000         -2.1193063690066509E+000         -1.3622066197220459E-005          3.5279567040885409E+000          4.6479628900715548E+000          2.7913268733113221E+000         -1.4997695980215242E-001          9.0570830338148278E-001          6.9749970964448427E-001 
                             220          1.8401535108543646E+007          9.8684486427731528E+000         -2.1315513572268472E+000         -1.3589923103868098E-005          3.5278064931861981E+000          4.6477810860333930E+000          2.7915363930969264E+000         -1.5093454747056376E-001          9.0517789885689037E-001          6.9749970964448438E-001 
                             221          1.8402387156247776E+007          9.8568494282329002E+000         -2.1431505717670998E+000         -1.3613339351823233E-005          3.5277219539131401E+000          4.6476877176619888E+000          2.7916587874573402E+000         -1.5169009911438963E-001          9.0466580928913876E-001          6.9749970964448404E-001 
                             222          1.8403192880523678E+007          9.8458700234991809E+000         -2.1541299765008191E+000         -1.3626751808399421E-005          3.5278493404613145E+000          4.6476144550774636E+000          2.7913673830687302E+000         -1.5159131442284859E-001          9.0417975421807140E-001          6.9749970964448416E-001 
                             223          1.8403954799845368E+007          9.8355086706941712E+000         -2.1644913293058288E+000         -1.3599015683214262E-005          3.5277048977522574E+000          4.6474525465180880E+000          2.7915753142071562E+000         -1.5246444941762388E-001          9.0371798130020553E-001          6.9749970964448438E-001 
                             224          1.8404675295764543E+007          9.8256940755738658E+000         -2.1743059244261342E+000         -1.3621999596591546E-005          3.5276345699264393E+000          4.6473634551368779E+000          2.7916714241681877E+000         -1.5309025673633997E-001          9.0327890339978678E-001          6.9749970964448427E-001 
                             225          1.8405467841275632E+007          9.8148894733432055E+000         -2.1851105266567945E+000         -1.3632784590270553E-005          3.5277084689201899E+000          4.6472783511472526E+000          2.7914810741858735E+000         -1.5318738163771917E-001          9.0279360126399388E-001          6.9749970964448427E-001 
                             226          1.8406339641337831E+007          9.8030197385157827E+000         -2.1969802614842173E+000         -1.3615203005947846E-005          3.5275654291681517E+000          4.6471184903732770E+000          2.7916872233029610E+000         -1.5412521609602284E-001          9.0225651350276148E-001          6.9749970964448416E-001 
                             227          1.8407133462713003E+007          9.7921936164267933E+000         -2.2078063835732067E+000         -1.3637982583448952E-005          3.5276133623336454E+000          4.6470404807070604E+000          2.7915523521388654E+000         -1.5433535887822888E-001          9.0176865345741752E-001          6.9749970930986560E-001 
                             228          1.8407891253610451E+007          9.7818681398746623E+000         -2.2181318601253377E+000         -1.3625759542522209E-005          3.5274701396067174E+000          4.6468005134289712E+000          2.7917188139536777E+000         -1.5512647028322479E-001          9.0130316051750581E-001          6.9749451781378957E-001 
                             229          1.8408606154669542E+007          9.7721120341193117E+000         -2.2278879658806883E+000         -1.3646791582237937E-005          3.5275103051283359E+000          4.6468361541552037E+000          2.7916563032735566E+000         -1.5543481575759030E-001          9.0086366154384745E-001          6.9741809091520424E-001 
                             230          1.8409392545834541E+007          9.7613857710299996E+000         -2.2386142289700004E+000         -1.3639857066925764E-005          3.5275460630561120E+000          4.6467183757016670E+000          2.7915258981912352E+000         -1.5565096649220031E-001          9.0038007627103256E-001          6.9741730581270278E-001 
                             231          1.8410257576116048E+007          9.7495965096767883E+000         -2.2504034903232117E+000         -1.3628726768673823E-005          3.5272948085351858E+000          4.6465302731617166E+000          2.7919343559631131E+000         -1.5699271586552602E-001          8.9984274067755365E-001          6.9741730051112383E-001 
                             232          1.8411045233237676E+007          9.7388276424323728E+000         -2.2611723575676272E+000         -1.3672024220532512E-005          3.5274387095518160E+000          4.6464820187643125E+000          2.7916224267311507E+000         -1.5684882028214081E-001          8.9934977506152924E-001          6.9741730048102901E-001 
                             233          1.8411797139668707E+007          9.7285703222712492E+000         -2.2714296777287508E+000         -1.3641750805459795E-005          3.5273010709650978E+000          4.6463113410854371E+000          2.7918123650651485E+000         -1.5768635420514338E-001          8.9887915082640890E-001          6.9741730047835571E-001 
                             234          1.8412506489313431E+007          9.7188783479045959E+000         -2.2811216520954041E+000         -1.3663183507192455E-005          3.5274276961439348E+000          4.6462550866534222E+000          2.7915309874914684E+000         -1.5755647551433574E-001          8.9843269428057004E-001          6.9741730047607853E-001 
                             235          1.8413286773922630E+007          9.7082383013236591E+000         -2.2917616986763409E+000         -1.3636109767515291E-005          3.5273783542954091E+000          4.6460961337542672E+000          2.7915501947389432E+000         -1.5807060795166050E-001          8.9796279477717067E-001          6.9741730047411865E-001 
                             236          1.8414145086992748E+007          9.6965305311829635E+000         -2.3034694688170365E+000         -1.3640442570771018E-005          3.5272840591865435E+000          4.6459389228433112E+000          2.7916601795011950E+000         -1.5881463634317350E-001          8.9744132751373196E-001          6.9741730047078876E-001 
                             237          1.8414926627728056E+007          9.6858595923548432E+000         -2.3141404076451568E+000         -1.3653720588118615E-005          3.5270553754922420E+000          4.6457639187537927E+000          2.7920300448450392E+000         -1.6003256711748387E-001          8.9696899151741338E-001          6.9741729268859876E-001 
                             238          1.8415672695387255E+007          9.6756436082838153E+000         -2.3243563917161847E+000         -1.3693106710931255E-005          3.5272234576633954E+000          4.6457070366413733E+000          2.7916654394465223E+000         -1.5976166225620592E-001          8.9651974602512852E-001          6.9741706826742145E-001 
                             239          1.8416376536725961E+007          9.6660307119738569E+000         -2.3339692880261431E+000         -1.3657760323719276E-005          3.5271567706600377E+000          4.6455409068605507E+000          2.7917157485628254E+000         -1.6029397301936993E-001          8.9609879653432190E-001          6.9741684021493155E-001 
                             240          1.8417150762198538E+007          9.6554506645016343E+000         -2.3445493354983657E+000         -1.3665331156090502E-005          3.5270553088300653E+000          4.6453866956212631E+000          2.7918415666031269E+000         -1.6102123067423740E-001          8.9563458130612128E-001          6.9741672401981492E-001 
                             241          1.8418002410218373E+007          9.6437999690943794E+000         -2.3562000309056206E+000         -1.3680176711430405E-005          3.5269500063061940E+000          4.6452305467412618E+000          2.7919740972108702E+000         -1.6181064731019434E-001          8.9512320117327926E-001          6.9741653240686352E-001 
                             242          1.8418777882062871E+007          9.6331793256747726E+000         -2.3668206743252274E+000         -1.3695717639438645E-005          3.5268639131273360E+000          4.6450929448706040E+000          2.7920774826332568E+000         -1.6249596691798379E-001          8.9466765594823638E-001          6.9741634498687433E-001 
                             243          1.8419518156290006E+007          9.6230315808683979E+000         -2.3769684191316021E+000         -1.3708088752008826E-005          3.5269782020934510E+000          4.6450037244214535E+000          2.7918042944764512E+000         -1.6240732447554057E-001          8.9422310293784657E-001          6.9741622128513869E-001 
                             244          1.8420216532096282E+007          9.6134762044904090E+000         -2.3865237955095910E+000         -1.3682284369053830E-005          3.5269105738457616E+000          4.6448423266045413E+000          2.7918588520633740E+000         -1.6294789504878476E-001          8.9380627764160792E-001          6.9741621288691824E-001 
                             245          1.8420984745483190E+007          9.6029592100764454E+000         -2.3970407899235546E+000         -1.3690199355016715E-005          3.5269405618892078E+000          4.6447209652975436E+000          2.7917381953229832E+000         -1.6318195309218955E-001          8.9335618660253158E-001          6.9741621278091270E-001 
                             246          1.8421829780208789E+007          9.5913990827555562E+000         -2.4086009172444438E+000         -1.3680061861005965E-005          3.5268535808103447E+000          4.6445453722223826E+000          2.7918243609431284E+000         -1.6387740680794727E-001          8.9284097575804056E-001          6.9741618094736646E-001 
                             247          1.8422599230289184E+007          9.5808642617260311E+000         -2.4191357382739689E+000         -1.3691363868788012E-005          3.5268845252103795E+000          4.6444313305150056E+000          2.7917054512893693E+000         -1.6411686188574573E-001          8.9237136876155099E-001          6.9741582453109052E-001 
                             248          1.8423333756071933E+007          9.5708150098322911E+000         -2.4291849901677089E+000         -1.3681278628698086E-005          3.5268631921272866E+000          4.6442901304924593E+000          2.7916775174442825E+000         -1.6451675945598238E-001          8.9192689514120627E-001          6.9741579989894498E-001 
                             249          1.8424026708787233E+007          9.5613349463953945E+000         -2.4386650536046055E+000         -1.3680678677720318E-005          3.5266983570589838E+000          4.6441306294721478E+000          2.7919274370707323E+000         -1.6544698834989047E-001          8.9149763776201685E-001          6.9741576888971024E-001 
                             250          1.8424788956774067E+007          9.5508860733198304E+000         -2.4491139266801696E+000         -1.3707970707790986E-005          3.5266445841458660E+000          4.6440162769876228E+000          2.7919778066547063E+000         -1.6602259523376320E-001          8.9102409745887312E-001          6.9741572964079024E-001 
                             251          1.8425627429559581E+007          9.5393866732578800E+000         -2.4606133267421200E+000         -1.3714696840025589E-005          3.5267912529466665E+000          4.6438990551097170E+000          2.7916258581141524E+000         -1.6584190980734839E-001          8.9054641752381059E-001          6.9741570536273345E-001 
                             252          1.8426390904636610E+007          9.5289411820209207E+000         -2.4710588179790793E+000         -1.3681509130016966E-005          3.5266458573757049E+000          4.6436894500775665E+000          2.7918118467400008E+000         -1.6668969382020130E-001          8.9010355612532976E-001          6.9741570152711996E-001 
                             253          1.8427119726613313E+007          9.5189539409178536E+000         -2.4810460590821464E+000         -1.3703265574191792E-005          3.5266360607854992E+000          4.6435676303558857E+000          2.7917705300595719E+000         -1.6706248128878182E-001          8.8967410422189674E-001          6.9741567872647381E-001 
                             254          1.8427807298349511E+007          9.5095335074715432E+000         -2.4904664925284568E+000         -1.3701019036025850E-005          3.5267404181369084E+000          4.6434513204644983E+000          2.7915036604110597E+000         -1.6695875437274280E-001          8.8928547946301595E-001          6.9741567222745171E-001 
                             255          1.8428563627259333E+007          9.4991897153668852E+000         -2.5008102846331148E+000         -1.3676314590594864E-005          3.5265954677206612E+000          4.6432414264650834E+000          2.7916886142438457E+000         -1.6780131369658230E-001          8.8887087085946181E-001          6.9741566835812518E-001 
                             256          1.8429395589060135E+007          9.4877935295625893E+000         -2.5122064704374107E+000         -1.3697967614992344E-005          3.5264604355513662E+000          4.6430669236364723E+000          2.7918714271681302E+000         -1.6868827578272380E-001          8.8835112782681858E-001          6.9741564426199465E-001 
                             257          1.8430153135531440E+007          9.4774008766014770E+000         -2.5225991233985230E+000         -1.3718832249532848E-005          3.5265421101928314E+000          4.6429537240937133E+000          2.7916514781138195E+000         -1.6872435194449112E-001          8.8792935568035181E-001          6.9741564402233369E-001 
                             258          1.8430876297993809E+007          9.4674945029904798E+000         -2.5325054970095202E+000         -1.3698683389284672E-005          3.5265394953039078E+000          4.6427908001930369E+000          2.7915752459413286E+000         -1.6902607683632956E-001          8.8747526492504747E-001          6.9741564401806444E-001 
                             259          1.8431558530535772E+007          9.4581522515451546E+000         -2.5418477484548454E+000         -1.3693646770985992E-005          3.5265298996010537E+000          4.6426518517481297E+000          2.7915249631245840E+000         -1.6935427209364884E-001          8.8707408709024294E-001          6.9741564400201839E-001 
                             260          1.8432204053143971E+007          9.4493145290642460E+000         -2.5506854709357540E+000         -1.3690802411401448E-005          3.5264404980361070E+000          4.6425023761757016E+000          2.7916290284682646E+000         -1.6996839840486694E-001          8.8668227641822361E-001          6.9741563988419231E-001 
                             261          1.8432914128012985E+007          9.4395840318102326E+000         -2.5604159681897674E+000         -1.3703480687180150E-005          3.5263572409053983E+000          4.6423568889454128E+000          2.7917227991145364E+000         -1.7060338787696291E-001          8.8626856716728974E-001          6.9741558195199138E-001 
                             262          1.8433695210368901E+007          9.4288714448714455E+000         -2.5711285551285545E+000         -1.3715054318698548E-005          3.5263815075234910E+000          4.6422118643273800E+000          2.7916017535693349E+000         -1.7085443920620000E-001          8.8579158346131470E-001          6.9741557494674178E-001 
                             263          1.8434406428338233E+007          9.4191240238607019E+000         -2.5808759761392981E+000         -1.3705251316859981E-005          3.5262904888751505E+000          4.6420513567835044E+000          2.7917035370940777E+000         -1.7150720538056566E-001          8.8536748449833036E-001          6.9741557487586736E-001 
                             264          1.8435085365086623E+007          9.4098104596695205E+000         -2.5901895403304795E+000         -1.3717867258360391E-005          3.5263363997822066E+000          4.6419403533047419E+000          2.7915562135405847E+000         -1.7164219807805203E-001          8.8493986390395885E-001          6.9741557479419758E-001 
                             265          1.8435832195509847E+007          9.3995752119671963E+000         -2.6004247880328037E+000         -1.3704915311473130E-005          3.5262395358281022E+000          4.6417629339939639E+000          2.7916612317934035E+000         -1.7232488287900063E-001          8.8448452175832115E-001          6.9741557157463763E-001 
                             266          1.8436653708975393E+007          9.3883055764785794E+000         -2.6116944235214206E+000         -1.3718138486158445E-005          3.5262883964254002E+000          4.6416354975699994E+000          2.7914997923868254E+000         -1.7252301451379073E-001          8.8396015892111091E-001          6.9741554598504885E-001 
                             267          1.8437401741669148E+007          9.3780545123870063E+000         -2.6219454876129937E+000         -1.3704032159437885E-005          3.5262401787884214E+000          4.6414722295931261E+000          2.7915145936723462E+000         -1.7302708107148965E-001          8.8349175140234903E-001          6.9741554027956398E-001 
                             268          1.8438115822171453E+007          9.3682658676288035E+000         -2.6317341323711965E+000         -1.3708040937445907E-005          3.5261700193142622E+000          4.6413333809800941E+000          2.7915854883141487E+000         -1.7362241587271959E-001          8.8304008117807808E-001          6.9741553362535835E-001 
                             269          1.8438789486778792E+007          9.3590250515388114E+000         -2.6409749484611886E+000         -1.3717235534319803E-005          3.5260884686837879E+000          4.6411941022262875E+000          2.7916789501981949E+000         -1.7423793721845521E-001          8.8262052552026160E-001          6.9741550717536926E-001 
                             270          1.8439426902480375E+007          9.3502741611130382E+000         -2.6497258388869618E+000         -1.3728702327288066E-005          3.5261730897799133E+000          4.6411128740040875E+000          2.7914690938948432E+000         -1.7422448928875614E-001          8.8220543097293680E-001          6.9741546775689434E-001 
                             271          1.8440128059752118E+007          9.3406619681116556E+000         -2.6593380318883444E+000         -1.3709039881326439E-005          3.5260123913679005E+000          4.6409343078927998E+000          2.7917012076632255E+000         -1.7513540635660038E-001          8.8175638393198774E-001          6.9741545363027602E-001 
                             272          1.8440899332751032E+007          9.3300685825793046E+000         -2.6699314174206954E+000         -1.3734936328965591E-005          3.5261464336226762E+000          4.6408399556739806E+000          2.7913859470442643E+000         -1.7499770454666644E-001          8.8125835959476739E-001          6.9741544212428963E-001 
                             273          1.8441601618767269E+007          9.3204437646224356E+000         -2.6795562353775644E+000         -1.3704983061578067E-005          3.5259479110562570E+000          4.6406440133754829E+000          2.7916850210278534E+000         -1.7604409818358766E-001          8.8080999974420782E-001          6.9741542796441980E-001 
                             274          1.8442272028971817E+007          9.3112337850586560E+000         -2.6887662149413440E+000         -1.3737827230655054E-005          3.5260762520365416E+000          4.6405736258105605E+000          2.7913931452848235E+000         -1.7588970617072763E-001          8.8037029861878602E-001          6.9741541313472322E-001 
                             275          1.8443009480196822E+007          9.3011234596368055E+000         -2.6988765403631945E+000         -1.3709822533384401E-005          3.5260388227107557E+000          4.6404051654776977E+000          2.7913837737699629E+000         -1.7634278505105269E-001          8.7989330715914504E-001          6.9741539860788704E-001 
                             276          1.8443820676544331E+007          9.2900007207615118E+000         -2.7099992792384882E+000         -1.3711524847825323E-005          3.5259445826208093E+000          4.6402347924634544E+000          2.7914870674427350E+000         -1.7706903378411409E-001          8.7936291881408635E-001          6.9741539843891120E-001 
                             277          1.8444559314940948E+007          9.2798633158559198E+000         -2.7201366841440802E+000         -1.3724448867010636E-005          3.5259329264096237E+000          4.6400922862387839E+000          2.7914391267527709E+000         -1.7744732059841489E-001          8.7888753054818725E-001          6.9741539798887542E-001 
                             278          1.8445264427540544E+007          9.2701878433325930E+000         -2.7298121566674070E+000         -1.3721882900542299E-005          3.5258660895354783E+000          4.6399378278542356E+000          2.7914955713087868E+000         -1.7801325479066665E-001          8.7842200842959373E-001          6.9741539274261166E-001 
                             279          1.8445929631815135E+007          9.2610546474113704E+000         -2.7389453525886296E+000         -1.3729911652810573E-005          3.5258252022708318E+000          4.6397972806504617E+000          2.7915070722361932E+000         -1.7846434417537563E-001          8.7799394383303375E-001          6.9741539238084627E-001 
                             280          1.8446559042422086E+007          9.2524107996501179E+000         -2.7475892003498821E+000         -1.3733241330567121E-005          3.5259031090773068E+000          4.6396947243752260E+000          2.7912999804856264E+000         -1.7845570070332420E-001          8.7757899915806059E-001          6.9741539137055986E-001 
                             281          1.8447251394089732E+007          9.2429157425576847E+000         -2.7570842574423153E+000         -1.3714211341094803E-005          3.5258177304176588E+000          4.6395077149744752E+000          2.7913772331045470E+000         -1.7905611872388438E-001          8.7713556328686404E-001          6.9741538981034534E-001 
                             282          1.8448012980924141E+007          9.2324630822330445E+000         -2.7675369177669555E+000         -1.3724843776690072E-005          3.5258922661148242E+000          4.6393791136989178E+000          2.7911638610724379E+000         -1.7912078901469436E-001          8.7663496233826643E-001          6.9741538748207932E-001 
                             283          1.8448706447160747E+007          9.2229587049413677E+000         -2.7770412950586323E+000         -1.3705609285611227E-005          3.5256691279453420E+000          4.6391644638071465E+000          2.7915028124655148E+000         -1.8024600739452204E-001          8.7632623862252579E-001          6.9741538444699036E-001 
                             284          1.8449469260021012E+007          9.2124755701727121E+000         -2.7875244298272879E+000         -1.3742734705604833E-005          3.5258710368195012E+000          4.6390681942868035E+000          2.7910508599570254E+000         -1.7983601730309942E-001          8.7579904508451578E-001          6.9741538019955773E-001 
                             285          1.8450308354167305E+007          9.2009806299993624E+000         -2.7990193700006376E+000         -1.3699225795033033E-005          3.5255762586181727E+000          4.6387813172976111E+000          2.7914969778650867E+000         -1.8127048589522252E-001          8.7540437076393196E-001          6.9741536424562756E-001 
                             286          1.8451072395027120E+007          9.1904764514600448E+000         -2.8095235485399552E+000         -1.3748189516766227E-005          3.5256972200114509E+000          4.6386577994796907E+000          2.7911932961695705E+000         -1.8115921231941085E-001          8.7501783941722466E-001          6.9741534253489079E-001 
