#                           1                            2                            3                            4                            5 
#              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
#                        6794      2.5000000000000000E+001      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 
#
#                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11 
#                    model_number                         star_age                        star_mass                       delta_mass                        star_mdot                         log_Teff                            log_L                            log_R                            log_g                       center_he4                       surface_h1 
                              15          1.0167194142130093E+003          2.4999931230725725E+001         -6.8769274275126691E-005         -7.1581878394108793E-008          4.5627429655845502E+000          4.8771963418961430E+000          8.3637107623159812E-001          4.1630860149756694E+000          2.6598215802526481E-001          7.2010741272143719E-001 
                              16          1.1503913556343102E+003          2.4999921574236875E+001         -7.8425763124556624E-005         -7.2240207994630755E-008          4.5634691867204182E+000          4.8785680715805295E+000          8.3560449880205534E-001          4.1646190020838683E+000          2.6598616825583571E-001          7.2010741272143719E-001 
                              17          1.2974304911977415E+003          2.4999910847715377E+001         -8.9152284623139622E-005         -7.2950112612344467E-008          4.5642699845236878E+000          4.8800134790700751E+000          8.3472560694028930E-001          4.1663765994680118E+000          2.6599083715886157E-001          7.2010741272143719E-001 
                              18          1.4591735403175157E+003          2.4999898925297249E+001         -1.0107470275144692E-004         -7.3712089602134570E-008          4.5651459739917355E+000          4.8815228195605131E+000          8.3372829824941241E-001          4.1683710097353615E+000          2.6599629880804598E-001          7.2010741272143697E-001 
                              19          1.6370908943492677E+003          2.4999885666243618E+001         -1.1433375638247867E-004         -7.4523666928043568E-008          4.5660923128800617E+000          4.8830771328875437E+000          8.3261277713627624E-001          4.1706018216272884E+000          2.6600275557974318E-001          7.2010741272143663E-001 
                              20          1.8327999837841944E+003          2.4999870914282305E+001         -1.2908571769543187E-004         -7.5376986081683360E-008          4.5670977371328529E+000          4.8846424633963554E+000          8.3138459388509800E-001          4.1730579318605816E+000          2.6601033033194660E-001          7.2010741272143641E-001 
                              21          2.0480799821626142E+003          2.4999854498002534E+001         -1.4550199746565795E-004         -7.6255480754564939E-008          4.5681485081516806E+000          4.8861702461023135E+000          8.3004694320042149E-001          4.1757329480483794E+000          2.6601926473390569E-001          7.2010741272143641E-001 
                              22          2.2848879803788755E+003          2.4999836212935399E+001         -1.6378706460074000E-004         -7.7214736301181942E-008          4.5691190348980264E+000          4.8874115385757992E+000          8.2872653594447443E-001          4.1783734449141585E+000          2.6602973009916675E-001          7.2010741272143608E-001 
                              23          2.5453767784167635E+003          2.4999815881918323E+001         -1.8411808167684285E-004         -7.8049487068536128E-008          4.5700916610661411E+000          4.8885157154923737E+000          8.2733337206653157E-001          4.1811594194816459E+000          2.6604195090352944E-001          7.2010741272143552E-001 
                              24          2.8319144562584397E+003          2.4999793292272614E+001         -2.0670772738640153E-004         -7.8836563081814048E-008          4.5710360324025041E+000          4.8893745342402504E+000          8.2587403876774323E-001          4.1840776936538155E+000          2.6605582801503341E-001          7.2010741272143475E-001 
                              25          3.1471059018842843E+003          2.4999768228447252E+001         -2.3177155274822780E-004         -7.9519370551596925E-008          4.5719235763752035E+000          4.8898943047319596E+000          8.2435883606819982E-001          4.1871076636458424E+000          2.6607178111493762E-001          7.2010741272143408E-001 
                              26          3.4938164920727131E+003          2.4999740475440870E+001         -2.5952455913014205E-004         -8.0046607094219385E-008          4.5727272288927470E+000          4.8899888259964817E+000          8.2279879166537229E-001          4.1902272703276591E+000          2.6609004929701113E-001          7.2010741272143308E-001 
                              27          3.8751981412799846E+003          2.4999709824029114E+001         -2.9017597088554226E-004         -8.0369393289170754E-008          4.5734189888587693E+000          4.8895829888280957E+000          8.2121235314913643E-001          4.1933996148847168E+000          2.6611026430689499E-001          7.2010741272143242E-001 
                              28          4.2947179554079830E+003          2.4999676075655717E+001         -3.2392434428274441E-004         -8.0445243007432381E-008          4.5739823430706865E+000          4.8886370119000668E+000          8.1961265626128665E-001          4.1965984223839223E+000          2.6613289362736670E-001          7.2010741272143153E-001 
                              29          4.7561897509487817E+003          2.4999639042028402E+001         -3.6095797159774179E-004         -8.0251117569232368E-008          4.5744016472514328E+000          4.8871496782613777E+000          8.1803038108044901E-001          4.1997623293967861E+000          2.6615806218089744E-001          7.2010741272142964E-001 
                              30          5.2638087260436605E+003          2.4999598542595720E+001         -4.0145740427988130E-004         -7.9783133933194661E-008          4.5746744732150724E+000          4.8851708597243766E+000          8.1649531988467094E-001          4.2028317482304089E+000          2.6618604440732391E-001          7.2010741272142753E-001 
                              31          5.8221895986480276E+003          2.4999554394122512E+001         -4.4560587748776470E-004         -7.9065160305051225E-008          4.5748045723265633E+000          4.8828006412407055E+000          8.1505001241985287E-001          4.2057215962095196E+000          2.6621711666637143E-001          7.2010741272142476E-001 
                              32          6.4364085585128305E+003          2.4999506395745414E+001         -4.9360425458644386E-004         -7.8145385011813419E-008          4.5748065693071354E+000          4.8801912753440870E+000          8.1374133551039862E-001          4.2083381161955531E+000          2.6625185849820554E-001          7.2010741272142154E-001 
                              33          7.1120494143641135E+003          2.4999454306737302E+001         -5.4569326269771068E-004         -7.7095705008834639E-008          4.5746990504645728E+000          4.8775109772348646E+000          8.1261622414091361E-001          4.2105874340369622E+000          2.6628986930131709E-001          7.2010741272141721E-001 
                              34          7.8552543558005254E+003          2.4999397828324135E+001         -6.0217167586529285E-004         -7.5993053892417374E-008          4.5745302569062689E+000          4.8749852470624564E+000          8.1169094617131654E-001          4.2124370088231045E+000          2.6633182684793499E-001          7.2010741272141210E-001 
                              35          8.6727797913805789E+003          2.4999336560744666E+001         -6.6343925533374204E-004         -7.4942719576091047E-008          4.5743737730010618E+000          4.8728506437861325E+000          8.1093661234356829E-001          4.2139446121247923E+000          2.6637874328072453E-001          7.2010741272140522E-001 
                              36          9.5720577705186388E+003          2.4999269964032209E+001         -7.3003596779130930E-004         -7.4055758067491606E-008          4.5742581314943402E+000          4.8712028185182215E+000          8.1034398272305708E-001          4.2151287144301826E+000          2.6643127808989436E-001          7.2010741272139611E-001 
                              37          1.0561263547570503E+004          2.4999197382819908E+001         -8.0261718009211336E-004         -7.3373219181657589E-008          4.5741176449238035E+000          4.8698923816254744E+000          8.0996973741775680E-001          4.2158759441373324E+000          2.6648762711217189E-001          7.2010741272138445E-001 
                              38          1.1649389902327555E+004          2.4999118150619694E+001         -8.8184938030622106E-004         -7.2815257041191927E-008          4.5740104206982197E+000          4.8689946026524167E+000          8.0973529638239616E-001          4.2163434497573880E+000          2.6654970860095462E-001          7.2010741272136969E-001 
                              39          1.2846328892560312E+004          2.4999031462412045E+001         -9.6853758795489853E-004         -7.2424917525973663E-008          4.5739429711275683E+000          4.8684508958087465E+000          8.0959834210186377E-001          4.2166158523343107E+000          2.6661829693215672E-001          7.2010741272135048E-001 
                              40          1.4162961781816344E+004          2.4998936427103221E+001         -1.0635728967791636E-003         -7.2180567263901010E-008          4.5739026978819508E+000          4.8681557005564979E+000          8.0953129096697329E-001          4.2167483036045832E+000          2.6669403278541820E-001          7.2010741272132528E-001 
                              41          1.5611257959997980E+004          2.4998832093782895E+001         -1.1679062171054966E-003         -7.2038663013694719E-008          4.5738672259255191E+000          4.8680092560971913E+000          8.0952901265018418E-001          4.2167510477018570E+000          2.6677747122277157E-001          7.2010741272129286E-001 
                              42          1.7204383755997780E+004          2.4998717459902554E+001         -1.2825400974456613E-003         -7.1955322442134021E-008          4.5738309888205819E+000          4.8679426636032952E+000          8.0956819061311114E-001          4.2166707002839354E+000          2.6686921099822614E-001          7.2010741272125012E-001 
                              43          1.8956822131597561E+004          2.4998591455076479E+001         -1.4085449235210490E-003         -7.1902571770502393E-008          4.5737892971914054E+000          4.8679225616356154E+000          8.0964152288762137E-001          4.2165218466890702E+000          2.6696998287579488E-001          7.2010741272119405E-001 
                              44          2.0884504344757315E+004          2.4998452920461464E+001         -1.5470795385361669E-003         -7.1865898885841909E-008          4.5737464709374400E+000          4.8679344210448976E+000          8.0973310510019414E-001          4.2163362755289029E+000          2.6708069147242680E-001          7.2010741272112078E-001 
                              45          2.3004954779233049E+004          2.4998300585500278E+001         -1.6994144997219962E-003         -7.1840849806260986E-008          4.5736940334235259E+000          4.8679680240017733E+000          8.0985478160646118E-001          4.2160902760152092E+000          2.6720227381967993E-001          7.2010741272102397E-001 
                              46          2.5337450257156357E+004          2.4998133059155798E+001         -1.8669408442022473E-003         -7.1822794967571997E-008          4.5736417807422924E+000          4.8680176554664660E+000          8.0998410270127508E-001          4.2158287233873093E+000          2.6733577532885650E-001          7.2010741272089585E-001 
                              47          2.7903195282871999E+004          2.4997948813590380E+001         -2.0511864096199872E-003         -7.1809772044663107E-008          4.5735758837043274E+000          4.8680803042890499E+000          8.1014722118849603E-001          4.2154992854887396E+000          2.6748231952835949E-001          7.2010741272072665E-001 
                              48          3.0725514811159203E+004          2.4997746175733688E+001         -2.2538242663117103E-003         -7.1798339862281411E-008          4.5735054236569637E+000          4.8681535817476718E+000          8.1032478001253494E-001          4.2151406473574280E+000          2.6764313481231644E-001          7.2010741272050305E-001 
                              49          3.3830066292275129E+004          2.4997523288196973E+001         -2.4767118030268875E-003         -7.1793796324100629E-008          4.5734296943123844E+000          4.8682384219840422E+000          8.1051865881987917E-001          4.2147490174232853E+000          2.6781960904216229E-001          7.2010741272020640E-001 
                              50          3.7245072921502637E+004          2.4997278129549333E+001         -2.7218704506672964E-003         -7.1788630084597445E-008          4.5733436158262419E+000          4.8683339691254366E+000          8.1073858936285959E-001          4.2143048970525658E+000          2.6801322190835858E-001          7.2010741271981127E-001 
                              51          4.1001580213652909E+004          2.4997008472839148E+001         -2.9915271608516036E-003         -7.1783891047156486E-008          4.5732526712902413E+000          4.8684409861917963E+000          8.1097398696804257E-001          4.2138294168900101E+000          2.6822559865262657E-001          7.2010741271928624E-001 
                              52          4.5133738235018209E+004          2.4996711861158627E+001         -3.2881388413734669E-003         -7.1781301439912893E-008          4.5731522820379880E+000          4.8685604897554384E+000          8.1123451725436957E-001          4.2133032029974888E+000          2.6845853536667219E-001          7.2010741271858703E-001 
                              53          4.9679112058520033E+004          2.4996385587318557E+001         -3.6144126814434685E-003         -7.1781519570836060E-008          4.5730387748752213E+000          4.8686927553073467E+000          8.1152766435585688E-001          4.2127112400548050E+000          2.6871396974470041E-001          7.2010741271765533E-001 
                              54          5.4679023264372045E+004          2.4996026680190337E+001         -3.9733198096634226E-003         -7.1782700420623564E-008          4.5729173766635069E+000          4.8688407668188391E+000          8.1184446653503228E-001          4.2120713998947297E+000          2.6899403854961146E-001          7.2010741271641132E-001 
                              55          6.0178925590809245E+004          2.4995631855524746E+001         -4.3681444752543541E-003         -7.1787577698689111E-008          4.5727848941689357E+000          4.8690048551069367E+000          8.1219147566822192E-001          4.2113705216769670E+000          2.6930118235923867E-001          7.2010741271475021E-001 
                              56          6.6228818149890183E+004          2.4995197505067104E+001         -4.8024949328961952E-003         -7.1794739063552612E-008          4.5726486849455830E+000          4.8691871776024938E+000          8.1255505536270800E-001          4.2106358154635313E+000          2.6963795172654176E-001          7.2010741271252954E-001 
                              57          7.2883699964879212E+004          2.4994719635344161E+001         -5.2803646558388095E-003         -7.1807394364613646E-008          4.5724974739493831E+000          4.8693887623137888E+000          8.1295826971075380E-001          4.2098210836457062E+000          2.7000711646119474E-001          7.2010741270955869E-001 
                              58          8.0204069961367131E+004          2.4994193861745071E+001         -5.8061382549290386E-003         -7.1823364030453486E-008          4.5723387283693482E+000          4.8696126347958222E+000          8.1338769711184045E-001          4.2089530931949719E+000          2.7041169105942969E-001          7.2010741270558032E-001 
                              59          8.8256476957503852E+004          2.4993615334739911E+001         -6.3846652600894060E-003         -7.1845226581163763E-008          4.5721617932538239E+000          4.8698606564942732E+000          8.1386557819211580E-001          4.2079872785400223E+000          2.7085494695126977E-001          7.2010741270024836E-001 
                              60          9.7114124653254243E+004          2.4992978718663213E+001         -7.0212813367867000E-003         -7.1871912110669614E-008          4.5719810317317666E+000          4.8701356334751109E+000          8.1436458972664805E-001          4.2069781933510253E+000          2.7134054191762957E-001          7.2010741269309408E-001 
                              61          1.0685753711857968E+005          2.4992278101814279E+001         -7.7218981857214430E-003         -7.1906721739137246E-008          4.5717941852911563E+000          4.8704403823743156E+000          8.1489065705747077E-001          4.2059138841382904E+000          2.7187234660152115E-001          7.2010741268348177E-001 
                              62          1.1757529083043766E+005          2.4991506946925732E+001         -8.4930530742681754E-003         -7.1951167126979666E-008          4.5715932884470751E+000          4.8707786499300978E+000          8.1546158452352591E-001          4.2047586285278404E+000          2.7245467183059974E-001          7.2010741267056610E-001 
                              63          1.2936481991348142E+005          2.4990658039547185E+001         -9.3419604528151012E-003         -7.2005198220224006E-008          4.5713743616686306E+000          4.8711532361334182E+000          8.1608673118207364E-001          4.2034935829169902E+000          2.7309203984928293E-001          7.2010741265318001E-001 
                              64          1.4233330190482957E+005          2.4989723408798369E+001         -1.0276591201630936E-002         -7.2069402528240806E-008          4.5711436693293850E+000          4.8715686750962934E+000          8.1675583534200225E-001          4.2021391320249437E+000          2.7378965492959922E-001          7.2010741262974398E-001 
                              65          1.5659863209531253E+005          2.4988694215273750E+001         -1.1305784726250323E-002         -7.2146491590336209E-008          4.5709128585060910E+000          4.8720289888144874E+000          8.1744761384768783E-001          4.2007376883701024E+000          2.7455322446007935E-001          7.2010741259807454E-001 
                              66          1.7229049530484382E+005          2.4987560628769057E+001         -1.2439371230943408E-002         -7.2240401891988112E-008          4.5706639407128051E+000          4.8725329009376388E+000          8.1819740549583508E-001          4.1992184033028215E+000          2.7541000908494567E-001          7.2010741255522259E-001 
                              67          1.8955154483532821E+005          2.4986311836121086E+001         -1.3688163878914139E-002         -7.2347434364573640E-008          4.5704028537955530E+000          4.8730945157086154E+000          8.1900038671582909E-001          4.1975907357705760E+000          2.7633476059771295E-001          7.2010741249697785E-001 
                              68          2.0853869931886104E+005          2.4984935747772631E+001         -1.5064252227368513E-002         -7.2474701232652005E-008          4.5701296698328546E+000          4.8737215208698039E+000          8.1986025722181821E-001          4.1958470759010389E+000          2.7734174219348423E-001          7.2010741241709164E-001 
                              69          2.2942456925074715E+005          2.4983418893094882E+001         -1.6581106905118048E-002         -7.2625879730861282E-008          4.5698543394197859E+000          4.8744168579362981E+000          8.2075858658120293E-001          4.1940240500296451E+000          2.7844006572178809E-001          7.2010741230556652E-001 
                              70          2.5239902617582190E+005          2.4981746247415668E+001         -1.8253752584332261E-002         -7.2804579654225303E-008          4.5695595135454159E+000          4.8751877244354569E+000          8.2173367157952359E-001          4.1920448029435198E+000          2.7963855991713471E-001          7.2010741214257534E-001 
                              71          2.7767092879340413E+005          2.4979901129184132E+001         -2.0098870815868253E-002         -7.3010657703971773E-008          4.5692683201770246E+000          4.8760422698092363E+000          8.2274333100319519E-001          4.1899934065043096E+000          2.8094652159156552E-001          7.2010741187932037E-001 
                              72          3.0547002167274454E+005          2.4977864797701518E+001         -2.2135202298482426E-002         -7.3251724128395495E-008          4.5689619732769948E+000          4.8769900181814148E+000          8.2382989898934456E-001          4.1877848659253276E+000          2.8237396725246533E-001          7.2010741137663814E-001 
                              73          3.3604902384001907E+005          2.4975616346841662E+001         -2.4383653158338348E-002         -7.3529242306806848E-008          4.5686421220366515E+000          4.8780406384220427E+000          8.2499491159034444E-001          4.1854157447572584E+000          2.8393177686944104E-001          7.2010741021420810E-001 
                              74          3.6968592622402101E+005          2.4973132339205684E+001         -2.6867660794316350E-002         -7.3847692858850296E-008          4.5683260560809433E+000          4.8792054778710678E+000          8.2620946322627320E-001          4.1829434455760506E+000          2.8563177148644481E-001          7.2010740714533616E-001 
                              75          4.0668651884642313E+005          2.4970386349017001E+001         -2.9613650982998507E-002         -7.4214762360910551E-008          4.5680044209271422E+000          4.8804970168718800E+000          8.2749850303428107E-001          4.1803176092773331E+000          2.8748682954366350E-001          7.2010739863832252E-001 
                              76          4.4738717073106545E+005          2.4967348647019833E+001         -3.2651352980167303E-002         -7.4635217287888790E-008          4.5676694138128004E+000          4.8819289373192012E+000          8.2888447748662530E-001          4.1774928242871967E+000          2.8951113014433860E-001          7.2010737524740853E-001 
                              77          4.9215788780417206E+005          2.4963985697491509E+001         -3.6014302508490914E-002         -7.5114935568999329E-008          4.5673346046311538E+000          4.8835167561928925E+000          8.3034800528676489E-001          4.1745072679300499E+000          2.9172013849984030E-001          7.2010731318520793E-001 
                              78          5.4140567658458930E+005          2.4960259463904610E+001         -3.9740536095390411E-002         -7.5662962321185829E-008          4.5669980412200584E+000          4.8852773772177436E+000          8.3190144262138177E-001          4.1713355637302811E+000          2.9413089492724898E-001          7.2010715593960295E-001 
                              79          5.9557824424304836E+005          2.4956126728040132E+001         -4.3873271959867566E-002         -7.6288351154656428E-008          4.5666562627005343E+000          4.8872295065607201E+000          8.3356106433191868E-001          4.1679444070750113E+000          2.9676401849291173E-001          7.2010677672454271E-001 
                              80          6.5516806866735325E+005          2.4951538350803169E+001         -4.8461649196831047E-002         -7.6999341436085139E-008          4.5663110713191220E+000          4.8893931813684715E+000          8.3533328449861688E-001          4.1643201109953134E+000          2.9964534832853912E-001          7.2010590545624853E-001 
                              81          7.2071687553408858E+005          2.4946438169542485E+001         -5.3561830457514503E-002         -7.7807385129808127E-008          4.5659645473543593E+000          4.8917929144663459E+000          8.3722619897708095E-001          4.1604455016612878E+000          3.0279487090176666E-001          7.2010399971118944E-001 
                              82          7.9282056308749749E+005          2.4940761701775372E+001         -5.9238298224627783E-002         -7.8726455743467111E-008          4.5656289890612829E+000          4.8944558324946659E+000          8.3922877457739320E-001          4.1563415171469096E+000          3.0623849096204536E-001          7.2010001836011195E-001 
                              83          8.7213461939624744E+005          2.4934432268162858E+001         -6.5567731837141707E-002         -7.9802167573848039E-008          4.5652692447325274E+000          4.8974108607525100E+000          8.4142577736382540E-001          4.1518372829057455E+000          3.1000556971845911E-001          7.2009206489508948E-001 
                              84          9.5938008133587218E+005          2.4927365250507503E+001         -7.2634749492497264E-002         -8.1001550089176841E-008          4.5649157552831303E+000          4.9006916690111408E+000          8.4377316039193639E-001          4.1470194099041455E+000          3.1412879555323009E-001          7.2007682709167753E-001 
                              85          1.0553500894694596E+006          2.4919460512054503E+001         -8.0539487945497257E-002         -8.2366758185525568E-008          4.5645727648522412E+000          4.9043376577482514E+000          8.4628213562227073E-001          4.1418637181021865E+000          3.1864562962600868E-001          7.2004876672195062E-001 
                              86          1.1609170984164055E+006          2.4910600675285121E+001         -8.9399324714879214E-002         -8.3926189230506084E-008          4.5642307346504714E+000          4.9083909205854281E+000          8.4899282744439886E-001          4.1362878984340377E+000          3.2359901042654138E-001          7.1999899498468400E-001 
                              87          1.2770408082580462E+006          2.4900647771720827E+001         -9.9352228279173005E-002         -8.5709486700594417E-008          4.5638813379218304E+000          4.9128621190940978E+000          8.5192722015601419E-001          4.1302455581897908E+000          3.2917139190084393E-001          7.1991375806444358E-001 
                              88          1.4047768890838509E+006          2.4889441709695824E+001         -1.1055829030417641E-001         -8.7728243676787197E-008          4.5635584090504633E+000          4.9178863329334801E+000          8.5508518481844009E-001          4.1237341389176745E+000          3.3515416717003449E-001          7.1977254814903058E-001 
                              89          1.5452865779922360E+006          2.4876784355755088E+001         -1.2321564424491172E-001         -9.0081716350449494E-008          4.5632691266571070E+000          4.9234811528709894E+000          8.5846115957390823E-001          4.1167612757660992E+000          3.4174027234468513E-001          7.1954594111336379E-001 
                              90          1.6998472357914599E+006          2.4862440837405700E+001         -1.3755916259430023E-001         -9.2801871793451477E-008          4.5630043868283652E+000          4.9297271108800826E+000          8.6211361823593591E-001          4.1092058796290472E+000          3.4897479205615489E-001          7.1919339912273372E-001 
                              91          1.8698639593706059E+006          2.4846126249524307E+001         -1.5387375047569307E-001         -9.5958724165151861E-008          4.5627895298542942E+000          4.9367095423712453E+000          8.6603454792965995E-001          4.1010789452068090E+000          3.5693978391154063E-001          7.1865937521976953E-001 
                              92          2.0568823553076666E+006          2.4827490566970731E+001         -1.7250943302926913E-001         -9.9646253836135189E-008          4.5626249036343953E+000          4.9445159912920493E+000          8.7026702482986118E-001          4.0922881293090638E+000          3.6574326341653596E-001          7.1786996508533285E-001 
                              93          2.2626025908384332E+006          2.4806102290312428E+001         -1.9389770968757247E-001         -1.0396778228025336E-007          4.5624764569447418E+000          4.9532742521485140E+000          8.7494304863739936E-001          4.0825617863601078E+000          3.7549711675467679E-001          7.1672929704766408E-001 
                              94          2.4888948499222770E+006          2.4781423103059719E+001         -2.1857689694028082E-001         -1.0905891059917028E-007          4.5624320725838299E+000          4.9631155693316744E+000          8.7995247595080373E-001          4.0721106441512260E+000          3.8633336604489943E-001          7.1511618586744263E-001 
                              95          2.7378163349145050E+006          2.4752766904615267E+001         -2.4723309538473259E-001         -1.1512143455733290E-007          4.5624749865934149E+000          4.9741880950380075E+000          8.8540291078480005E-001          4.0607072839713982E+000          3.9842176162651716E-001          7.1287692743109565E-001 
                              96          3.0116299684059555E+006          2.4719255665304971E+001         -2.8074433469502935E-001         -1.2238703706235099E-007          4.5627306586068039E+000          4.9867882428831223E+000          8.9119164068057843E-001          4.0485414613927908E+000          4.1147890660198083E-001          7.0982102483764076E-001 
                              97          3.3128249652465512E+006          2.4679667642656444E+001         -3.2033235734355614E-001         -1.3143652140237106E-007          4.5630462389044188E+000          5.0009188562261349E+000          8.9762578675685500E-001          4.0349770867220363E+000          4.2651470033643563E-001          7.0571361822990919E-001 
                              98          3.6441394617712065E+006          2.4632527771845336E+001         -3.6747222815466429E-001         -1.4228134085766159E-007          4.5636294139306246E+000          5.0170199784296230E+000          9.0450999780618779E-001          4.0203783389063741E+000          4.4337294457791560E-001          7.0027148889280066E-001 
                              99          4.0085854079483273E+006          2.4575737345284359E+001         -4.2426265471564051E-001         -1.5582674785297067E-007          4.5641995351242910E+000          5.0352756669531882E+000          9.1249759968063804E-001          4.0034007108788847E+000          4.6328376838832808E-001          6.9313189281800724E-001 
                             100          4.4094759487431608E+006          2.4506514796640690E+001         -4.9348520335930957E-001         -1.7267194308556378E-007          4.5649488047249651E+000          5.0561489790773342E+000          9.2143571654136303E-001          3.9842994726183365E+000          4.8665300927829330E-001          6.8385721876826011E-001 
                             101          4.8504555436174767E+006          2.4420855746721433E+001         -5.7914425327856733E-001         -1.9424719627599436E-007          4.5658613005470876E+000          5.0804827247305084E+000          9.3177759772370405E-001          3.9620950362300844E+000          5.1324926280634686E-001          6.7197268617913186E-001 
                             102          5.3355330979792252E+006          2.4312690846301983E+001         -6.8730915369801693E-001         -2.2298475665766266E-007          4.5656669345508831E+000          5.1081723840233453E+000          9.4601115936253155E-001          3.9317000624342682E+000          5.4902372970399882E-001          6.5707363738771218E-001 
                             103          5.8470096272611041E+006          2.4179614748333506E+001         -8.2038525166649379E-001         -2.6018026312042362E-007          4.5606326461857112E+000          5.1380670527674370E+000          9.7102707046492254E-001          3.8792845894875292E+000          6.0132922893544671E-001          6.4066203692535739E-001 
                             104          6.3374356598244887E+006          2.4032202412202853E+001         -9.6779758779714697E-001         -3.0058016162020029E-007          4.5525111264775839E+000          5.1699108560740070E+000          1.0031920115344610E+000          3.8122989035466301E+000          6.5708314999384199E-001          6.2603106921958551E-001 
                             105          6.7727635764354086E+006          2.3881367978988564E+001         -1.1186320210114360E+000         -3.4648463252380754E-007          4.5407595900953686E+000          5.2009644025008086E+000          1.0422218575122941E+000          3.7315048389325480E+000          7.1136854978602215E-001          6.1492690372134695E-001 
                             106          7.1463155783966053E+006          2.3735310426032317E+001         -1.2646895739676829E+000         -3.9099657394265731E-007          4.5255373120913429E+000          5.2306135983580520E+000          1.0874910114489653E+000          3.6383022465961692E+000          7.6251919431638071E-001          6.0701996167403116E-001 
