#                           1                            2                            3                            4                            5 
#              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
#                        6794      1.7000000000000000E+001      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 
#
#                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11 
#                    model_number                         star_age                        star_mass                       delta_mass                        star_mdot                         log_Teff                            log_L                            log_R                            log_g                       center_he4                       surface_h1 
                              11          1.5551793030507274E+003          1.6999988091724109E+001         -1.1908275890704090E-005         -8.1008512289903310E-009          4.4960797465745337E+000          4.4254124932696959E+000          7.4380558993840618E-001          4.1807267906969203E+000          2.6597679614454894E-001          7.2008414815292265E-001 
                              12          1.7946195949600678E+003          1.6999986128946599E+001         -1.3871053401004474E-005         -8.1973568130582703E-009          4.4967613404205258E+000          4.4271991927680396E+000          7.4333575199559432E-001          4.1816664164399509E+000          2.6598049384622419E-001          7.2008414815292310E-001 
                              13          2.0580039160603424E+003          1.6999983939394621E+001         -1.6060605378953596E-005         -8.3131447190375415E-009          4.4975787303166097E+000          4.4292585107824580E+000          7.4273063121063532E-001          4.1828766020739172E+000          2.6598486258242998E-001          7.2008414815292254E-001 
                              14          2.3477266692706444E+003          1.6999981491180449E+001         -1.8508819550788758E-005         -8.4501964244528413E-009          4.4985373442210062E+000          4.4315979751693346E+000          7.4198313559528106E-001          4.1843715307606848E+000          2.6599006888118609E-001          7.2008414815292232E-001 
                              15          2.6664216978019763E+003          1.6999978747203059E+001         -2.1252796940984808E-005         -8.6100414042842354E-009          4.4996357994363647E+000          4.4342065605527603E+000          7.4109051785627711E-001          4.1861566961389505E+000          2.6599633413420926E-001          7.2008414815292243E-001 
                              16          3.0169862291864415E+003          1.6999975664651156E+001         -2.4335348843607107E-005         -8.7931083247304946E-009          4.5008644567916596E+000          4.4370450231896141E+000          7.4005243446411362E-001          4.1882327841740370E+000          2.6600387140289894E-001          7.2008414815292154E-001 
                              17          3.4026072137093538E+003          1.6999972194790548E+001         -2.7805209452225199E-005         -8.9981114860326464E-009          4.5022029536821471E+000          4.4400383538779984E+000          7.3887210602733089E-001          4.1905933524038597E+000          2.6601298402809542E-001          7.2008414815292088E-001 
                              18          3.8267902966845572E+003          1.6999968283265286E+001         -3.1716734714137829E-005         -9.2213136721822512E-009          4.5036209098027307E+000          4.4430752870321752E+000          7.3755466036325246E-001          4.1932281438051460E+000          2.6602396001122980E-001          7.2008414815292066E-001 
                              19          4.2933916879572807E+003          1.6999963870959022E+001         -3.6129040978494231E-005         -9.4562646932440657E-009          4.5050748850526947E+000          4.4460016244832588E+000          7.3610987858886534E-001          4.1961175946336793E+000          2.6603717181619269E-001          7.2008414815291988E-001 
                              20          4.8066532183572763E+003          1.6999958895992673E+001         -4.1104007326708825E-005         -9.6928486837040515E-009          4.5065146369233595E+000          4.4486337919157855E+000          7.3454645856380030E-001          4.1992443075893782E+000          2.6605262207844388E-001          7.2008414815291888E-001 
                              21          5.3712409017972723E+003          1.6999953296350331E+001         -4.6703649669410652E-005         -9.9181092768898591E-009          4.5078849107550925E+000          4.4507718227425750E+000          7.3287492631372830E-001          4.2025872290365776E+000          2.6607053074930265E-001          7.2008414815291766E-001 
                              22          5.9922873535812678E+003          1.6999947005672013E+001         -5.2994327987221368E-005         -1.0129159093301563E-008          4.5090031705128890E+000          4.4520010520661426E+000          7.3125302145992022E-001          4.2058308780374354E+000          2.6609111240788780E-001          7.2008414815291555E-001 
                              23          6.6754384505436619E+003          1.6999939983935704E+001         -6.0016064296064542E-005         -1.0278452806531061E-008          4.5099655691674325E+000          4.4524582830683075E+000          7.2955683965191542E-001          4.2092230622704179E+000          2.6611401344858837E-001          7.2008414815291377E-001 
                              24          7.4269046572022962E+003          1.6999932186087193E+001         -6.7813912806968801E-005         -1.0376845215907768E-008          4.5107323908065187E+000          4.4520101732988842E+000          7.2779914148903058E-001          4.2127382593858744E+000          2.6614043874981752E-001          7.2008414815291133E-001 
                              25          8.2535174845267957E+003          1.6999923578723468E+001         -7.6421276531846161E-005         -1.0412811705350828E-008          4.5112711349078696E+000          4.4505968278214301E+000          7.2601498054760083E-001          4.2163063613777680E+000          2.6616803736184114E-001          7.2008414815290822E-001 
                              26          9.1627915945837431E+003          1.6999914140338849E+001         -8.5859661151488353E-005         -1.0380131270238172E-008          4.5115858484279627E+000          4.4483100331540602E+000          7.2424215617373056E-001          4.2198517690044541E+000          2.6619960701036033E-001          7.2008414815290422E-001 
                              27          1.0162993115646386E+004          1.6999903853722653E+001         -9.6146277346775832E-005         -1.0284543642182301E-008          4.5116897611953553E+000          4.4453238830348187E+000          7.2254125557932536E-001          4.2232533074024081E+000          2.6623463695967775E-001          7.2008414815289912E-001 
                              28          1.1263214788815292E+004          1.6999892700036838E+001         -1.0729996316172219E-004         -1.0137671422867266E-008          4.5116142816675495E+000          4.4419005919094694E+000          7.2098056907226082E-001          4.2263743954745845E+000          2.6627267553695388E-001          7.2008414815289279E-001 
                              29          1.2473458629301091E+004          1.6999880649418909E+001         -1.1935058109102670E-004         -9.9571817924495379E-009          4.5114215627301535E+000          4.4383914379441665E+000          7.1961142996440186E-001          4.2291123658343164E+000          2.6631669236342970E-001          7.2008414815288413E-001 
                              30          1.3804726853835469E+004          1.6999867647333875E+001         -1.3235266612454666E-004         -9.7666907363923948E-009          4.5111570997055574E+000          4.4350830461686934E+000          7.1848616012585798E-001          4.2313625733481350E+000          2.6636532944978603E-001          7.2008414815287392E-001 
                              31          1.5269121900823284E+004          1.6999853612531915E+001         -1.4638746808515180E-004         -9.5840271988572719E-009          4.5108548112967579E+000          4.4321809728292898E+000          7.1763970027375601E-001          4.2330551345060439E+000          2.6641684114717307E-001          7.2008414815286070E-001 
                              32          1.6879956452509883E+004          1.6999838436670561E+001         -1.6156332943850771E-004         -9.4211173563037687E-009          4.5105832320360166E+000          4.4299017773005671E+000          7.1704326103087623E-001          4.2342476252945946E+000          2.6647491135801737E-001          7.2008414815284427E-001 
                              33          1.8651874459365139E+004          1.6999821971961513E+001         -1.7802803848709914E-004         -9.2920264839489787E-009          4.5103632908716635E+000          4.4282699232076004E+000          7.1666721631309938E-001          4.2349992941064007E+000          2.6653940944898730E-001          7.2008414815282284E-001 
                              34          2.0600984266905925E+004          1.6999804043746128E+001         -1.9595625387225368E-004         -9.1981556464476380E-009          4.5101980738749150E+000          4.4272133536281224E+000          7.1646936551685847E-001          4.2353945376864912E+000          2.6661078204588856E-001          7.2008414815279553E-001 
                              35          2.2745005055200785E+004          1.6999784457073360E+001         -2.1554292663950037E-004         -9.1354864061934089E-009          4.5100787364044006E+000          4.4265994835310662E+000          7.1640110540935853E-001          4.2355305575199118E+000          2.6668931565245446E-001          7.2008414815276012E-001 
                              36          2.5103427922325136E+004          1.6999763002956737E+001         -2.3699704326318738E-004         -9.0968065655355263E-009          4.5099914562744727E+000          4.4262899408881617E+000          7.1642089434776124E-001          4.2354904315531954E+000          2.6677555484522880E-001          7.2008414815271482E-001 
                              37          2.7697693076161919E+004          1.6999739461187218E+001         -2.6053881278187419E-004         -9.0745425476648484E-009          4.5099247791315600E+000          4.4261700775575079E+000          7.1649431696826027E-001          4.2353429848880673E+000          2.6687024638509937E-001          7.2008414815265542E-001 
                              38          3.0551384745382376E+004          1.6999713599311921E+001         -2.8640068807916919E-004         -9.0626032144108882E-009          4.5098692794541755E+000          4.4261550346840739E+000          7.1659779488631170E-001          4.2351353683548814E+000          2.6697418676690532E-001          7.2008414815257860E-001 
                              39          3.3690445581524888E+004          1.6999685170812970E+001         -3.1482918702963048E-004         -9.0563708187651589E-009          4.5098138373798440E+000          4.4261912226643849E+000          7.1672677302513010E-001          4.2348766858090947E+000          2.6708826172451200E-001          7.2008414815247823E-001 
                              40          3.7143412501281644E+004          1.6999653912378459E+001         -3.4608762154064721E-004         -9.0526307476093974E-009          4.5097583463946194E+000          4.4262500787289794E+000          7.1686718302787733E-001          4.2345950672371577E+000          2.6721345337188251E-001          7.2008414815234778E-001 
                              41          4.0941676113014080E+004          1.6999619538096656E+001         -3.8046190334384278E-004         -9.0499989770563835E-009          4.5096989045857159E+000          4.4263192217519727E+000          7.1702063815718087E-001          4.2342872788091439E+000          2.6735081030064245E-001          7.2008414815217714E-001 
                              42          4.5119766085919764E+004          1.6999581736304801E+001         -4.1826369519881723E-004         -9.0476251344789615E-009          4.5096315350458474E+000          4.4263942298212351E+000          7.1719288127154879E-001          4.2339418268453910E+000          2.6750148798971024E-001          7.2008414815195299E-001 
                              43          4.9715665056116013E+004          1.6999540166226005E+001         -4.5983377399494429E-004         -9.0450375569105635E-009          4.5095596737690862E+000          4.4264767052396694E+000          7.1737784153428996E-001          4.2335708443127258E+000          2.6766675102641585E-001          7.2008414815165878E-001 
                              44          5.4771153923331891E+004          1.6999494451871996E+001         -5.0554812800385207E-004         -9.0425189750823280E-009          4.5094812836385501E+000          4.4265670070004006E+000          7.1757977267572526E-001          4.2331658141442423E+000          2.6784798553466099E-001          7.2008414815127242E-001 
                              45          6.0332191677269344E+004          1.6999444180429037E+001         -5.5581957096251244E-004         -9.0399391593368192E-009          4.5093962962490437E+000          4.4266676492818160E+000          7.1780006859544576E-001          4.2327239379935175E+000          2.6804671974926514E-001          7.2008414815076316E-001 
                              46          6.6449333206600553E+004          1.6999388897493692E+001         -6.1110250630846963E-004         -9.0373804628977556E-009          4.5093034339882596E+000          4.4267788296346868E+000          7.1804138329345035E-001          4.2322398962505776E+000          2.6826461076718822E-001          7.2008414815009059E-001 
                              47          7.3178188888864883E+004          1.6999328103340456E+001         -6.7189665954359157E-004         -9.0348427887839510E-009          4.5092025517235435E+000          4.4269028991117576E+000          7.1830518256141773E-001          4.2317107445639586E+000          2.6850347161526084E-001          7.2008414814920196E-001 
                              48          8.0579930139355638E+004          1.6999261248211987E+001         -7.3875178801330321E-004         -9.0323514704646516E-009          4.5090967920776501E+000          4.4270407327206067E+000          7.1858561865762949E-001          4.2311481643704720E+000          2.6876527769266800E-001          7.2008414814802502E-001 
                              49          8.8721845514895467E+004          1.6999187725595810E+001         -8.1227440418984997E-004         -9.0301376005594136E-009          4.5089808026706608E+000          4.4271943820290609E+000          7.1889442212583532E-001          4.2305286790856380E+000          2.6905214340485228E-001          7.2008414814646604E-001 
                              50          9.7677952427989294E+004          1.6999106869835167E+001         -8.9313016483316687E-004         -9.0280030630771200E-009          4.5088532496572888E+000          4.4273655791234052E+000          7.1923512669975120E-001          4.2298452042335644E+000          2.6936674661796450E-001          7.2008414814439747E-001 
                              51          1.0752967003239250E+005          1.6999017948825028E+001         -9.8205117497229821E-004         -9.0259398118141772E-009          4.5087223453565706E+000          4.4275559466334471E+000          7.1959211905620835E-001          4.2291289477539431E+000          2.6971159578510628E-001          7.2008414814164778E-001 
                              52          1.1836655939723604E+005          1.6998920151823842E+001         -1.0798481761575829E-003         -9.0244532253518855E-009          4.5085796853121529E+000          4.4277680940872699E+000          7.1998351287195428E-001          4.2283436615769316E+000          2.7008962416550547E-001          7.2008414813799160E-001 
                              53          1.3028713769856392E+005          1.6998812589630205E+001         -1.1874103697948613E-003         -9.0232361985403124E-009          4.5084257437311699E+000          4.4280034137662785E+000          7.2040905587342641E-001          4.2274898275279629E+000          2.7050357291147931E-001          7.2008414813312338E-001 
                              54          1.4339977383002461E+005          1.6998694282984506E+001         -1.3057170154944231E-003         -9.0223387972268920E-009          4.5082644624263244E+000          4.4282658439041791E+000          7.2086283355206626E-001          4.2265792496006105E+000          2.7095655524699092E-001          7.2008414812663379E-001 
                              55          1.5782367357463134E+005          1.6998564147320529E+001         -1.4358526794708837E-003         -9.0222246603660084E-009          4.5080941266179053E+000          4.4285579123612244E+000          7.2134953939742708E-001          4.2256025131005739E+000          2.7145212661440560E-001          7.2008414811797516E-001 
                              56          1.7368996329369876E+005          1.6998420987779170E+001         -1.5790122208301227E-003         -9.0228745278895016E-009          4.5079129149202641E+000          4.4288832588247571E+000          7.2187463602447721E-001          4.2245486622633903E+000          2.7199424677046219E-001          7.2008414810641219E-001 
                              57          1.9114288198467292E+005          1.6998263485656597E+001         -1.7365143434027175E-003         -9.0244001798688530E-009          4.5077255148293052E+000          4.4292450754951265E+000          7.2243034454158017E-001          4.2234332211719110E+000          2.7258723815614133E-001          7.2008414809095289E-001 
                              58          2.1034109254474449E+005          1.6998090179856440E+001         -1.9098201435596707E-003         -9.0271850918858775E-009          4.5075217676737172E+000          4.4296472928652646E+000          7.2303894753782350E-001          4.2222115873073394E+000          2.7323624023866983E-001          7.2008414807026433E-001 
                              59          2.3145912416082321E+005          1.6997899465206654E+001         -2.1005347933460428E-003         -9.0308913847875497E-009          4.5073114067436491E+000          4.4300942702130621E+000          7.2368315807185946E-001          4.2209182935280518E+000          2.7394248774917257E-001          7.2008414804255261E-001 
                              60          2.5468895893850981E+005          1.6997689545380435E+001         -2.3104546195646947E-003         -9.0366474073382437E-009          4.5070947349590940E+000          4.4305912121255924E+000          7.2436497259723465E-001          4.2195493010154630E+000          2.7471814141467032E-001          7.2008414800539855E-001 
                              61          2.8024177719396510E+005          1.6997458443741323E+001         -2.5415562586772467E-003         -9.0440763443054655E-009          4.5068654220851876E+000          4.4311414597739089E+000          7.2509872216920523E-001          4.2180758971367247E+000          2.7556726305900342E-001          7.2008414795554032E-001 
                              62          3.0834987727496587E+005          1.6997203973573242E+001         -2.7960264267576918E-003         -9.0532681806600007E-009          4.5066242501946538E+000          4.4317531440609716E+000          7.2588690809380463E-001          4.2164930233850537E+000          2.7649536717453593E-001          7.2008414788852493E-001 
                              63          3.3926878736406675E+005          1.6996923702802185E+001         -3.0762971978148812E-003         -9.0647041000686068E-009          4.5063767019214636E+000          4.4324326927745412E+000          7.2672177899696966E-001          4.2148161203389662E+000          2.7750932324529359E-001          7.2008414779832564E-001 
                              64          3.7327958846207778E+005          1.6996614917521882E+001         -3.3850824781183064E-003         -9.0790357867292284E-009          4.5061149136323477E+000          4.4331871083639287E+000          7.2762256336989539E-001          4.2130066616382127E+000          2.7861684703062106E-001          7.2008414767670437E-001 
                              65          4.1069146966988983E+005          1.6996274609134112E+001         -3.7253908658883006E-003         -9.0962650576161018E-009          4.5058483602148689E+000          4.4340245805883862E+000          7.2857440631708281E-001          4.2110942801573783E+000          2.7982647804969568E-001          7.2008414751228822E-001 
                              66          4.5184453899848316E+005          1.6995899403473981E+001         -4.1005965260190180E-003         -9.1173189814004541E-009          4.5055688762621839E+000          4.4349537730133539E+000          7.2959797043493468E-001          4.2090375644355831E+000          2.8114737263834921E-001          7.2008414728908676E-001 
                              67          4.9711291525993583E+005          1.6995485549730638E+001         -4.5144502693617028E-003         -9.1422263734835652E-009          4.5052834415615521E+000          4.4359853807046195E+000          7.3068464368183217E-001          4.2068536426505894E+000          2.8258955735924074E-001          7.2008414698375600E-001 
                              68          5.4690812914753368E+005          1.6995028830658857E+001         -4.9711693411431668E-003         -9.1719471838003153E-009          4.5049903136828364E+000          4.4371289997143180E+000          7.3184270894411141E-001          4.2045258411892252E+000          2.8416395864613786E-001          7.2008414655924580E-001 
                              69          6.0168286442389141E+005          1.6994524522466818E+001         -5.4754775331815608E-003         -9.2069489609291772E-009          4.5046896214659311E+000          4.4383983994508034E+000          7.3307879324616632E-001          4.2020407851980570E+000          2.8588254780861461E-001          7.2008414594785453E-001 
                              70          6.6193507322788483E+005          1.6993967312104829E+001         -6.0326878951713070E-003         -9.2479657268422691E-009          4.5043853128376830E+000          4.4398069586229427E+000          7.3439169008873095E-001          4.1994007517881018E+000          2.8775834876936557E-001          7.2008414500072926E-001 
                              71          7.2821250291227759E+005          1.6993351196200095E+001         -6.6488037999050675E-003         -9.2960138566975123E-009          4.5040721834764152E+000          4.4413699606211940E+000          7.3579944981039269E-001          4.1965694867226215E+000          2.8980535611442487E-001          7.2008414333666304E-001 
                              72          8.0111767556510982E+005          1.6992669406366478E+001         -7.3305936335223976E-003         -9.3517347097532963E-009          4.5037612294118032E+000          4.4431051865558011E+000          7.3728897090692103E-001          4.1935730198615779E+000          2.9203860307895968E-001          7.2008413990230435E-001 
                              73          8.8131336548322521E+005          1.6991914228334352E+001         -8.0857716656481671E-003         -9.4166910078801113E-009          4.5034410699966401E+000          4.4450301137987545E+000          7.3889175335872259E-001          4.1903481538739431E+000          2.9447724025333699E-001          7.2008413176447039E-001 
                              74          9.6952862439315207E+005          1.6991076945519595E+001         -8.9230544804053125E-003         -9.4913603962035813E-009          4.5031188762867362E+000          4.4471649416815904E+000          7.4060355471994843E-001          4.1869031506041141E+000          2.9713898179903647E-001          7.2008411098133973E-001 
                              75          1.0665654091940718E+006          1.6990147577762841E+001         -9.8524222371594306E-003         -9.5774788773535757E-009          4.5028005945962537E+000          4.4495352984138545E+000          7.4242529646704636E-001          4.1832359116806090E+000          3.0004466338118163E-001          7.2008405698868516E-001 
                              76          1.1733058724750832E+006          1.6989114655463119E+001         -1.0885344536880837E-002         -9.6769516261373149E-009          4.5024853374897473E+000          4.4521660113665362E+000          7.4437116715639928E-001          4.1793177664057817E+000          3.0321676745392356E-001          7.2008391930561311E-001 
                              77          1.2907203820841960E+006          1.6987964996284191E+001         -1.2035003715809012E-002         -9.7914574847256551E-009          4.5021587278775979E+000          4.4550888280645644E+000          7.4648579472971188E-001          4.1750591214091290E+000          3.0668010041702004E-001          7.2008358079210577E-001 
                              78          1.4198763426542198E+006          1.6986683451888641E+001         -1.3316548111358628E-002         -9.9224564619110635E-009          4.5018424092815579E+000          4.4583351821270529E+000          7.4874160895303699E-001          4.1705147292586586E+000          3.1046265045287719E-001          7.2008278435871242E-001 
                              79          1.5619478992812464E+006          1.6985252300737418E+001         -1.4747699262581904E-002         -1.0073453020446794E-008          4.5015345984919044E+000          4.4619438779817928E+000          7.5116157845971254E-001          4.1656381988039106E+000          3.1459589464456283E-001          7.2008099502808498E-001 
                              80          1.7182266115709753E+006          1.6983650844900929E+001         -1.6349155099071311E-002         -1.0247434298785861E-008          4.5012295951843022E+000          4.4659576957546134E+000          7.5377849396132723E-001          4.1603634183811300E+000          3.1911597271818920E-001          7.2007715683937079E-001 
                              81          1.8901331950896773E+006          1.6981854827894981E+001         -1.8145172105018759E-002         -1.0447633646073979E-008          4.5009076731378279E+000          4.4704003015779072E+000          7.5664364096592429E-001          4.1545871954060418E+000          3.2418951855195222E-001          7.2006928563203676E-001 
                              82          2.0792304369602494E+006          1.6979836189525894E+001         -2.0163810474105759E-002         -1.0675133857673113E-008          4.5006196252845125E+000          4.4753835691820179E+000          7.5971137047461057E-001          4.1484001085998621E+000          3.2959656281446703E-001          7.2005383027722625E-001 
                              83          2.2872374030178790E+006          1.6977560062202055E+001         -2.2439937797944509E-002         -1.0942553352797449E-008          4.5003471139293865E+000          4.4809351074615575E+000          7.6303216232463222E-001          4.1417003043265446E+000          3.3553294980459603E-001          7.2002470319529477E-001 
                              84          2.5160450656812713E+006          1.6974985389579548E+001         -2.5014610420452499E-002         -1.1252562927907302E-008          4.5000801964917851E+000          4.4871285394280855E+000          7.6666271318309809E-001          4.1343733362010759E+000          3.4205525640617268E-001          7.1997192299282931E-001 
                              85          2.7677334946110030E+006          1.6972062644500660E+001         -2.7937355499339844E-002         -1.1612552437600854E-008          4.4998529832199088E+000          4.4940559181457651E+000          7.7058082908569137E-001          4.1264623213360112E+000          3.4918180910163815E-001          7.1987961334423367E-001 
                              86          3.0445907664337079E+006          1.6968730561485788E+001         -3.1269438514211600E-002         -1.2035381960300151E-008          4.4996566152741275E+000          4.5018194034081764E+000          7.7485530760845955E-001          4.1178280919597743E+000          3.5699627704563219E-001          7.1972352224884151E-001 
                              87          3.3491337654386833E+006          1.6964912287935213E+001         -3.5087712064786558E-002         -1.2537715734884106E-008          4.4994437376610588E+000          4.5105098412841302E+000          7.7962628177257343E-001          4.1081884084636622E+000          3.6568453753238866E-001          7.1946817752923575E-001 
                              88          3.6841310643441561E+006          1.6960515951173278E+001         -3.9484048826722073E-002         -1.3123499133565977E-008          4.4992811107584627E+000          4.5202747268738914E+000          7.8483397837264512E-001          4.0976604563420196E+000          3.7534296792461552E-001          7.1906295320737856E-001 
                              89          4.0526280931401765E+006          1.6955422921846363E+001         -4.4577078153636762E-002         -1.3821086545942906E-008          4.4991985511203936E+000          4.5313067780896912E+000          7.9051512325668571E-001          4.0861677338262119E+000          3.8593863379035787E-001          7.1843696402340174E-001 
                              90          4.4579748248157986E+006          1.6949478613790276E+001         -5.0521386209723573E-002         -1.4664748945964199E-008          4.4991018005836247E+000          4.5437330007248597E+000          7.9692173564780677E-001          4.0732022254450193E+000          3.9808580719346359E-001          7.1749354888787609E-001 
                              91          4.9038562296589827E+006          1.6942488841212988E+001         -5.7511158787011851E-002         -1.5676304284865768E-008          4.4987306965634115E+000          4.5575868161586222E+000          8.0459085140511455E-001          4.0576848588768168E+000          4.1340805679859977E-001          7.1610552918088932E-001 
                              92          5.3943257749864860E+006          1.6934222887415917E+001         -6.5777112584083142E-002         -1.6853143841070647E-008          4.4975869611934893E+000          4.5729050887289189E+000          8.1453745843010683E-001          4.0375797081889591E+000          4.3466583184952456E-001          7.1412134769198476E-001 
                              93          5.9338422748467391E+006          1.6924427118369639E+001         -7.5572881630360911E-002         -1.8156569908089411E-008          4.4953804733474625E+000          4.5900498506526572E+000          8.2752281508402969E-001          4.0113577002452807E+000          4.6369716792040028E-001          7.1138087483009627E-001 
                              94          6.5273104246930182E+006          1.6912807209886175E+001         -8.7192790113824969E-002         -1.9579666552403677E-008          4.4924757505836945E+000          4.6102866538785650E+000          8.4345066222452036E-001          3.9792037273116176E+000          4.9758580366272531E-001          7.0786712657544315E-001 
                              95          7.1543554407974947E+006          1.6899421707633056E+001         -1.0057829236694360E-001         -2.1346955815513463E-008          4.4886562795818499E+000          4.6333240030808547E+000          8.6260827882935343E-001          3.9405446392153722E+000          5.3575970708872145E-001          7.0376942174615698E-001 
                              96          7.7959299075488057E+006          1.6884369525472831E+001         -1.1563047452716901E-001         -2.3461317337709011E-008          4.4834712156512078E+000          4.6589261215115414E+000          8.8577946590598111E-001          3.8938152700063968E+000          5.7801283665039738E-001          6.9941580776176626E-001 
                              97          8.4256963666466158E+006          1.6868063101518668E+001         -1.3193689848133161E-001         -2.5892811086705934E-008          4.4765895811642809E+000          4.6860264188398393E+000          9.1309288354398432E-001          3.8387688033176208E+000          6.2315529638917555E-001          6.9522050060048957E-001 
                              98          9.0219863002317827E+006          1.6851129191237039E+001         -1.4887080876296110E-001         -2.8398786106976009E-008          4.4681120343526022E+000          4.7133966612216378E+000          9.4373309835824204E-001          3.7770521648768196E+000          6.6953571440011905E-001          6.9146584083434381E-001 
                              99          9.5727813246447090E+006          1.6834191554979334E+001         -1.6580844502066583E-001         -3.0751251385684858E-008          4.4578470410976347E+000          4.7407504000471299E+000          9.7793995428092151E-001          3.7082017095230015E+000          7.1586175097682292E-001          6.8826481560712449E-001 
                             100          1.0067234494719541E+007          1.6818015601027142E+001         -1.8198439897285823E-001         -3.2714835157681161E-008          4.4453637630983778E+000          4.7674288414349615E+000          1.0162457309733528E+000          3.6311726424785173E+000          7.6166094534282003E-001          6.8563587708782492E-001 
                             101          1.0501213865544247E+007          1.6803316071652407E+001         -1.9668392834759274E-001         -3.3871493354167525E-008          4.4304897941695458E+000          4.7928180794911057E+000          1.0586882878590869E+000          3.5459077742723983E+000          8.0741890824688178E-001          6.8354310271963459E-001 
                             102          1.0874687660938572E+007          1.6790682875875412E+001         -2.0931712412458836E-001         -3.3826190572910198E-008          4.4137141724306241E+000          4.8163540861572205E+000          1.1040075346699865E+000          3.4549426432959960E+000          8.5105176266302052E-001          6.8190898448710180E-001 
                             103          1.1191872200082624E+007          1.6780357451442349E+001         -2.1964254855765120E-001         -3.2553366128522497E-008          4.3962438495878482E+000          4.8377422639950343E+000          1.1496422692744468E+000          3.3634060226999112E+000          8.9087705901805669E-001          6.8063564469799531E-001 
                             104          1.1462924749257984E+007          1.6762710105695596E+001         -2.3728989430440350E-001         -6.5106732257044995E-008          4.3788677793210251E+000          4.8570612141054745E+000          1.1940538848633138E+000          3.2741258180761963E+000          9.2760951093736022E-001          6.7960772433525729E-001 
                             105          1.1695886236543337E+007          1.6732375383337818E+001         -2.6762461666218229E-001         -1.3021346451408999E-007          4.3663785882232515E+000          4.8750688191674119E+000          1.2280360695898285E+000          3.2053748134532896E+000          9.6211910135922352E-001          6.7875909495110898E-001 
                             106          1.1789070831457477E+007          1.6708107605451591E+001         -2.9189239454840887E-001         -2.6042692902817998E-007          4.3689547419391488E+000          4.8840659519222314E+000          1.2273823285354444E+000          3.2060519599369575E+000          9.7703328957245050E-001          6.7841550937616413E-001 
