#                           1                            2                            3                            4                            5 
#              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
#                        6794      2.0000000000000000E+001      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 
#
#                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11 
#                    model_number                         star_age                        star_mass                       delta_mass                        star_mdot                         log_Teff                            log_L                            log_R                            log_g                       center_he4                       surface_h1 
                              27          6.7696925548303780E+003          1.9999834880996431E+001         -1.6511900356874776E-004         -2.5954282523769129E-008          4.5404744618731412E+000          4.6391190482056910E+000          7.6186943680919006E-001          4.2151768899303192E+000          2.6618529892513698E-001          7.2009307775532305E-001 
                              28          7.5025635097509112E+003          1.9999816043825170E+001         -1.8395617482980242E-004         -2.5703258038079506E-008          4.5405343117202932E+000          4.6363874482275014E+000          7.6038393712578956E-001          4.2181474802495744E+000          2.6621674397525180E-001          7.2009307775532028E-001 
                              29          8.3087215601634980E+003          1.9999795602577851E+001         -2.0439742214861667E-004         -2.5356376834713375E-008          4.5404264658279843E+000          4.6332830407449013E+000          7.5904742516910761E-001          4.2208200602825832E+000          2.6625157086349249E-001          7.2009307775531672E-001 
                              30          9.1954954156173426E+003          1.9999773485332796E+001         -2.2651466720446933E-004         -2.4941246205127134E-008          4.5401941360791955E+000          4.6300607490171011E+000          7.5790093880278719E-001          4.2231125527401758E+000          2.6628994745788875E-001          7.2009307775531206E-001 
                              31          1.0170946656616572E+004          1.9999749587568587E+001         -2.5041243141288305E-004         -2.4499188889560960E-008          4.5399057915968992E+000          4.6270297565901704E+000          7.5696213155391256E-001          4.2249896482983811E+000          2.6633225064354366E-001          7.2009307775530595E-001 
                              32          1.1243943021715726E+004          1.9999723750655537E+001         -2.7624934446279781E-004         -2.4079217683717047E-008          4.5396221959904324E+000          4.6244340287982215E+000          7.5623145887087329E-001          4.2264504326156347E+000          2.6637865384009285E-001          7.2009307775529918E-001 
                              33          1.2424239023324793E+004          1.9999695755786430E+001         -3.0424421357011511E-004         -2.3718515583768380E-008          4.5394236798970704E+000          4.6225033814186034E+000          7.5566316736778616E-001          4.2275864077121277E+000          2.6643036395796404E-001          7.2009307775528986E-001 
                              34          1.3722564625094768E+004          1.9999665305745204E+001         -3.3469425479637493E-004         -2.3453316478166152E-008          4.5393120587312143E+000          4.6212075887574109E+000          7.5523851336890324E-001          4.2284350544850877E+000          2.6648807064016766E-001          7.2009307775527764E-001 
                              35          1.5150722787041741E+004          1.9999632061408562E+001         -3.6793859143813279E-004         -2.3277769599061482E-008          4.5392467426100049E+000          4.6203766340915218E+000          7.5495366827837651E-001          4.2290040227618624E+000          2.6655202509242820E-001          7.2009307775526243E-001 
                              36          1.6721696765183409E+004          1.9999595670162552E+001         -4.0432983744764783E-004         -2.3164766898623435E-008          4.5391999366809221E+000          4.6198509634448941E+000          7.5478444481322948E-001          4.2293416794510330E+000          2.6662253354092869E-001          7.2009307775524245E-001 
                              37          1.8449768141139248E+004          1.9999555767265964E+001         -4.4423273403637609E-004         -2.3091000257160511E-008          4.5391566247957869E+000          4.6195194925802934E+000          7.5470533315119792E-001          4.2294990362763238E+000          2.6670005102772509E-001          7.2009307775521658E-001 
                              38          2.0350646654690670E+004          1.9999511969014513E+001         -4.8803098548688695E-004         -2.3041057668073897E-008          4.5391148300100319E+000          4.6193193598856590E+000          7.5468885637539174E-001          4.2295310387388234E+000          2.6678524377318696E-001          7.2009307775518283E-001 
                              39          2.2441613019597233E+004          1.9999463861955974E+001         -5.3613804402630194E-004         -2.3007093441448673E-008          4.5390743773122395E+000          4.6192135117157909E+000          7.5471683768604203E-001          4.2294740314592723E+000          2.6687897866693538E-001          7.2009307775513920E-001 
                              40          2.4741676020994455E+004          1.9999410995843075E+001         -5.8900415692519914E-004         -2.2984636884600807E-008          4.5390326810803767E+000          4.6191678063630688E+000          7.5477737747340612E-001          4.2293518038791964E+000          2.6698199918258664E-001          7.2009307775508258E-001 
                              41          2.7271745322531398E+004          1.9999352881974019E+001         -6.4711802598083068E-004         -2.2969279545377616E-008          4.5389856524162342E+000          4.6191636495272226E+000          7.5486935638376795E-001          4.2291665840928419E+000          2.6709519316064573E-001          7.2009307775500797E-001 
                              42          3.0054821554222035E+004          1.9999288987401144E+001         -7.1101259885608670E-004         -2.2958254662183241E-008          4.5389323521965679E+000          4.6191862498330760E+000          7.5498725697602775E-001          4.2289293954081906E+000          2.6721950792343041E-001          7.2009307775491038E-001 
                              43          3.3116205409081733E+004          1.9999218729716997E+001         -7.8127028300301049E-004         -2.2949648747382609E-008          4.5388727582030013E+000          4.6192228502032631E+000          7.5512474514825378E-001          4.2286528933805929E+000          2.6735550046185147E-001          7.2009307775478226E-001 
                              44          3.6483727649427412E+004          1.9999141472486084E+001         -8.5852751391612969E-004         -2.2941862116547198E-008          4.5388070679512387E+000          4.6192838629624555E+000          7.5528663203137536E-001          4.2283274419261199E+000          2.6750490708630237E-001          7.2009307775461329E-001 
                              45          4.0188002113807655E+004          1.9999056510286536E+001         -9.4348971346391863E-004         -2.2936259276716556E-008          4.5387386030414349E+000          4.6193592934598309E+000          7.5546127709967137E-001          4.2279763067756875E+000          2.6766895928750545E-001          7.2009307775439091E-001 
                              46          4.4262704024625920E+004          1.9998963069570394E+001         -1.0369304296062865E-003         -2.2931914575701181E-008          4.5386608993800186E+000          4.6194441624073832E+000          7.5565911889628223E-001          4.2275785940426314E+000          2.6784899854064337E-001          7.2009307775409714E-001 
                              47          4.8744876126526004E+004          1.9998860304560573E+001         -1.1396954394271575E-003         -2.2927501997766012E-008          4.5385760868958442E+000          4.6195401469139972E+000          7.5587673611793571E-001          4.2271411279640541E+000          2.6804650806870101E-001          7.2009307775370757E-001 
                              48          5.3675265438616108E+004          1.9998747283122725E+001         -1.2527168772749064E-003         -2.2923430725770421E-008          4.5384829264694124E+000          4.6196478514003179E+000          7.5611690921396002E-001          4.2266583273958682E+000          2.6826311786970869E-001          7.2009307775319165E-001 
                              49          5.9098693681915211E+004          1.9998622980169770E+001         -1.3770198302296421E-003         -2.2919627103213730E-008          4.5383808168509852E+000          4.6197694828663316E+000          7.5638194418382276E-001          4.2261255580743491E+000          2.6850070893867267E-001          7.2009307775250708E-001 
                              50          6.5064464749544240E+004          1.9998486267094460E+001         -1.5137329055399107E-003         -2.2916245654857236E-008          4.5382732502940577E+000          4.6199050350713389E+000          7.5666485340018019E-001          4.2255567707403641E+000          2.6876119803045845E-001          7.2009307775159781E-001 
                              51          7.1626812923936173E+004          1.9998335900149954E+001         -1.6640998500463411E-003         -2.2913588324367744E-008          4.5381550855384587E+000          4.6200568788790992E+000          7.5697710481525748E-001          4.2249290024740711E+000          2.6904675752587620E-001          7.2009307775038811E-001 
                              52          7.8845395915767280E+004          1.9998170510991365E+001         -1.8294890086352211E-003         -2.2911582338987263E-008          4.5380279068073852E+000          4.6202263880129966E+000          7.5731621684435313E-001          4.2242471867222360E+000          2.6935978683371020E-001          7.2009307774877840E-001 
                              53          8.6785837206781507E+004          1.9997988592419084E+001         -2.0114075809161136E-003         -2.2910385659063129E-008          4.5378961816458245E+000          4.6204151527797848E+000          7.5767404955086926E-001          4.2235275706182431E+000          2.6970290299423144E-001          7.2009307774663289E-001 
                              54          9.5520322626897178E+004          1.9997788470598088E+001         -2.2115294019116050E-003         -2.2911689855934414E-008          4.5377511718185604E+000          4.6206248248422073E+000          7.5806890523661041E-001          4.2227335131978059E+000          2.7007897238022777E-001          7.2009307774377407E-001 
                              55          1.0512825658902439E+005          1.9997568324100847E+001         -2.4316758991531628E-003         -2.2912990254405623E-008          4.5375984386864916E+000          4.6208583967400303E+000          7.5849115744965756E-001          4.2218842277962869E+000          2.7049109354948159E-001          7.2009307773996045E-001 
                              56          1.1569698394736434E+005          1.9997326131925995E+001         -2.6738680740052700E-003         -2.2915926075225513E-008          4.5374343741323679E+000          4.6211180996463490E+000          7.5894913801106612E-001          4.2209630068658601E+000          2.7094359727160838E-001          7.2009307773486841E-001 
                              57          1.2732258404153828E+005          1.9997059668080333E+001         -2.9403319196674715E-003         -2.2920437956017603E-008          4.5372564417871546E+000          4.6214059636841034E+000          7.5944893472036834E-001          4.2199576264461314E+000          2.7143823611952800E-001          7.2009307772806519E-001 
                              58          1.4011074414512963E+005          1.9996766480069056E+001         -3.2335199309443396E-003         -2.2926520226428821E-008          4.5370670762905707E+000          4.6217273610316507E+000          7.5998836438730866E-001          4.2188723996326809E+000          2.7197954261945617E-001          7.2009307771896769E-001 
                              59          1.5417772025908009E+005          1.9996443851042340E+001         -3.5561489576600991E-003         -2.2935208256896474E-008          4.5368709580222344E+000          4.6220837232724614E+000          7.6055878204438787E-001          4.2177245573288440E+000          2.7257211175122614E-001          7.2009307770679343E-001 
                              60          1.6965139398442561E+005          1.9996088776052563E+001         -3.9112239474370369E-003         -2.2947038698270247E-008          4.5366607191691921E+000          4.6224797024825124E+000          7.6117724935549780E-001          4.2164799109115165E+000          2.7322063467806029E-001          7.2009307769048436E-001 
                              61          1.8667243508230569E+005          1.9995697936802358E+001         -4.3020631976418144E-003         -2.2962123641910443E-008          4.5364442378253047E+000          4.6229195946486081E+000          7.6183015812632016E-001          4.2151656046603820E+000          2.7393001839178754E-001          7.2009307766860908E-001 
                              62          2.0539558028997376E+005          1.9995267649171609E+001         -4.7323508283909632E-003         -2.2981589149527082E-008          4.5362151332364267E+000          4.6234077565074019E+000          7.6253244823347310E-001          4.2137516787580722E+000          2.7470632001227802E-001          7.2009307763924069E-001 
                              63          2.2599104001840862E+005          1.9994793840901067E+001         -5.2061590989325168E-003         -2.3005471923837727E-008          4.5359779601932999E+000          4.6239493952627937E+000          7.6327761369742331E-001          4.2122510566573297E+000          2.7555570717123662E-001          7.2009307759974006E-001 
                              64          2.4864604571968701E+005          1.9994271985184824E+001         -5.7280148151761523E-003         -2.3034896707868634E-008          4.5357251753085306E+000          4.6245500184687005E+000          7.6408349506991413E-001          4.2106279588609654E+000          2.7648473354002895E-001          7.2009307754654939E-001 
                              65          2.7356655199109321E+005          1.9993697072118842E+001         -6.3029278811583822E-003         -2.3069879067588156E-008          4.5354714300882861E+000          4.6252166037851277E+000          7.6492427816861697E-001          4.2089339048289425E+000          2.7750059924074139E-001          7.2009307747481788E-001 
                              66          3.0097910888964008E+005          1.9993063492060088E+001         -6.9365079399119622E-003         -2.3112767666836291E-008          4.5351993411512304E+000          4.6259560745320494E+000          7.6583819141619014E-001          4.2070923157624094E+000          2.7861129711262050E-001          7.2009307737775408E-001 
                              67          3.3113292147804162E+005          1.9992365041930366E+001         -7.6349580696337682E-003         -2.3162912738687741E-008          4.5349216038002931E+000          4.6267765707425177E+000          7.6680391422329885E-001          4.2051456979693072E+000          2.7982544855547858E-001          7.2009307724590033E-001 
                              68          3.6430211532528332E+005          1.9991594767499297E+001         -8.4052325007029083E-003         -2.3222585228247125E-008          4.5346346997732363E+000          4.6276859172532792E+000          7.6783239553279281E-001          4.2030720023435535E+000          2.8115245539649980E-001          7.2009307706552217E-001 
                              69          4.0078822855724918E+005          1.9990744909719030E+001         -9.2550902809698243E-003         -2.3292636704363669E-008          4.5343416651479167E+000          4.6286949322730448E+000          7.6892297229331508E-001          4.2008723862439101E+000          2.8260253037014882E-001          7.2009307681493717E-001 
                              70          4.4092295311241166E+005          1.9989806762185786E+001         -1.0193237814213774E-002         -2.3374958808008921E-008          4.5340439329072169E+000          4.6298140706422428E+000          7.7007800595931442E-001          4.1985419373873984E+000          2.8418683420070923E-001          7.2009307645420317E-001 
                              71          4.8507115012309037E+005          1.9988770557586868E+001         -1.1229442413132062E-002         -2.3471051347087227E-008          4.5337365486307357E+000          4.6310545468776558E+000          7.7131301262998153E-001          4.1960494110918924E+000          2.8591758486630692E-001          7.2009307589371496E-001 
                              72          5.3363416683483694E+005          1.9987625333091458E+001         -1.2374666908542054E-002         -2.3582235473699421E-008          4.5334175466855955E+000          4.6324302693032324E+000          7.7263887773305073E-001          4.1933727979683244E+000          2.8780806187297425E-001          7.2009307489722341E-001 
                              73          5.8705348521775822E+005          1.9986358751999433E+001         -1.3641248000567430E-002         -2.3710169473622720E-008          4.5330993891451543E+000          4.6339549372157327E+000          7.7403752677018389E-001          4.1905479785352586E+000          2.8988151218926056E-001          7.2009307278629520E-001 
                              74          6.4581473543897166E+005          1.9984956814843681E+001         -1.5043185156319083E-002         -2.3858191418164015E-008          4.5327715447526273E+000          4.6356497368543357E+000          7.7554061537453944E-001          4.1875113368015580E+000          2.9213252877077284E-001          7.2009306760577674E-001 
                              75          7.1045211068230635E+005          1.9983403667638722E+001         -1.6596332361277888E-002         -2.4028624292240947E-008          4.5324390664228194E+000          4.6375300729138385E+000          7.7714574006390646E-001          4.1842673345616666E+000          2.9458925673947600E-001          7.2009305388138456E-001 
                              76          7.8155322344997455E+005          1.9981681306515185E+001         -1.8318693484815185E-002         -2.4224109250861557E-008          4.5321148649942202E+000          4.6396148598899236E+000          7.7883653640914663E-001          4.1808483085999821E+000          2.9727679335901541E-001          7.2009301703204653E-001 
                              77          8.5976444749440963E+005          1.9979769080828092E+001         -2.0230919171908113E-002         -2.4449504664529026E-008          4.5317846870550289E+000          4.6419283584334030E+000          7.8065364155927031E-001          4.1771725347900706E+000          3.0021261831323914E-001          7.2009292040754691E-001 
                              78          9.4579679394328815E+005          1.9977643469294510E+001         -2.2356530705490485E-002         -2.4707120302035951E-008          4.5314478434091114E+000          4.6444948915858655E+000          7.8261059542733580E-001          4.1732124207907377E+000          3.0342044840077320E-001          7.2009267724827630E-001 
                              79          1.0404323750370545E+006          1.9975277463014645E+001         -2.4722536985354537E-002         -2.5001233706435214E-008          4.5311148171731386E+000          4.6473451019919718E+000          7.8470175310233459E-001          4.1689786677261136E+000          3.0692609972361357E-001          7.2009209353866810E-001 
                              80          1.1445315142401976E+006          1.9972639767420727E+001         -2.7360232579273003E-002         -2.5338303602743198E-008          4.5307876482470855E+000          4.6505102539297392E+000          7.8693866692332626E-001          4.1644474885763447E+000          3.1075808722427861E-001          7.2009075822420554E-001 
                              81          1.2590405673636550E+006          1.9969694045667776E+001         -3.0305954332224161E-002         -2.5724793565251338E-008          4.5304639857211830E+000          4.6540277786736812E+000          7.8934475434710039E-001          4.1595712558442051E+000          3.1494851047464922E-001          7.2008784602098974E-001 
                              82          1.3850005257994579E+006          1.9966397942705555E+001         -3.3602057294444876E-002         -2.6167863209472657E-008          4.5301460738017276E+000          4.6579397186136609E+000          7.9193654815600079E-001          4.1543159797230853E+000          3.1953301430723291E-001          7.2008177992141009E-001 
                              83          1.5235564800788413E+006          1.9962701732570970E+001         -3.7298267429029863E-002         -2.6676660370234841E-008          4.5298162979668435E+000          4.6622820920823917E+000          7.9476728656013385E-001          4.1485740982133334E+000          3.2459992588068765E-001          7.2006968605355048E-001 
                              84          1.6759680297861632E+006          1.9958547335966092E+001         -4.1452664033908349E-002         -2.7257754499955337E-008          4.5295209554471194E+000          4.6671385397439167E+000          7.9778619543034657E-001          4.1424458909400279E+000          3.3007929671061337E-001          7.2004659266034132E-001 
                              85          1.8436207344642172E+006          1.9953862590201652E+001         -4.6137409798348017E-002         -2.7943156499831853E-008          4.5292421017632796E+000          4.6725801402132454E+000          8.0106470303269051E-001          4.1357869245252914E+000          3.3590730968566013E-001          7.2000422598544811E-001 
                              86          2.0280387096100766E+006          1.9948563012295509E+001         -5.1436987704491344E-002         -2.8736775262535485E-008          4.5289103140929212E+000          4.6785589122935827E+000          8.0471766441357440E-001          4.1283656414855541E+000          3.4273927520121039E-001          7.1992927131572038E-001 
                              87          2.2308984822705225E+006          1.9942552683415581E+001         -5.7447316584418928E-002         -2.9627997710450315E-008          4.5286522222641601E+000          4.6853068874989585E+000          8.0860783567378380E-001          4.1204544300916428E+000          3.5000809143846601E-001          7.1980142301170202E-001 
                              88          2.4540442321970123E+006          1.9935704779322016E+001         -6.4295220677983878E-002         -3.0688032802860477E-008          4.5284130606438868E+000          4.6928651736932032E+000          8.1286530201145391E-001          4.1117903431062155E+000          3.5796515762065811E-001          7.1959040775628524E-001 
                              89          2.6995045571161513E+006          1.9927866906352559E+001         -7.2133093647440916E-002         -3.1931323206896232E-008          4.5281879975855261E+000          4.7012975280416187E+000          8.1753160530238456E-001          4.1022869567933649E+000          3.6692915626125638E-001          7.1925281808576880E-001 
                              90          2.9695109145272044E+006          1.9918852722552014E+001         -8.1147277447985999E-002         -3.3385079843957979E-008          4.5279718494579786E+000          4.7107618741971153E+000          8.2269607463522765E-001          4.0917615246453209E+000          3.7694327275223971E-001          7.1872822474792375E-001 
                              91          3.2665179076793622E+006          1.9908426683650276E+001         -9.1573316349723655E-002         -3.5103681536538252E-008          4.5277914931786807E+000          4.7214310542995070E+000          8.2839137724501732E-001          4.0801435390304910E+000          3.8807150638354959E-001          7.1793284632056420E-001 
                              92          3.5932256001467365E+006          1.9896285611917992E+001         -1.0371438808200750E-001         -3.7161878989112692E-008          4.5275199440929237E+000          4.7334241621707402E+000          8.3493102935214947E-001          4.0667993013288504E+000          4.0104833230696113E-001          7.1675706047857501E-001 
                              93          3.9526040618608478E+006          1.9882053039242624E+001         -1.1794696075737576E-001         -3.9603299005406386E-008          4.5269472554147248E+000          4.7466508357453678E+000          8.4268974349585957E-001          4.0509710944493840E+000          4.1742198967825572E-001          7.1506362394469647E-001 
                              94          4.3479203697463702E+006          1.9865287022938436E+001         -1.3471297706156449E-001         -4.2411648519803529E-008          4.5256125959810722E+000          4.7612160432085435E+000          8.5264166609475323E-001          4.0307008655496999E+000          4.3936174425797780E-001          7.1270194531387865E-001 
                              95          4.7827683084204458E+006          1.9845485928129939E+001         -1.5451407187006083E-001         -4.5535675916676079E-008          4.5233172997303157E+000          4.7776810323898280E+000          8.6546475318690796E-001          4.0046215843626998E+000          4.6755612015353432E-001          7.0955816825574025E-001 
                              96          5.2611010409619277E+006          1.9822017928971288E+001         -1.7798207102871189E-001         -4.9062080769507137E-008          4.5203525320769735E+000          4.7969620514270641E+000          8.8103479801221196E-001          3.9729676220085448E+000          5.0038670124293494E-001          7.0563142582839455E-001 
                              97          5.7686890751601448E+006          1.9794878126421132E+001         -2.0512187357886802E-001         -5.3468168517851956E-008          4.5162945206231324E+000          4.8189157689411219E+000          9.0012767967692264E-001          3.9341868262810862E+000          5.3746439763352927E-001          7.0121746742469182E-001 
                              98          6.2877958517624857E+006          1.9764415764414455E+001         -2.3558423558554509E-001         -5.8682266114999414E-008          4.5108385942142446E+000          4.8431690154206120E+000          9.2316615573444238E-001          3.8874410230800458E+000          5.7814214634791428E-001          6.9672822926915534E-001 
                              99          6.8007103199386802E+006          1.9731268038703018E+001         -2.6873196129698229E-001         -6.4626224776423597E-008          4.5037699375648641E+000          4.8689965439059870E+000          9.5021723327589169E-001          3.8326098831381463E+000          6.2116201497653012E-001          6.9252605315917659E-001 
                             100          7.2889616442248505E+006          1.9696606524123400E+001         -3.0339347587660015E-001         -7.0991132753805317E-008          4.4949422372612204E+000          4.8951062896815687E+000          9.8092750677097107E-001          3.7704257490380471E+000          6.6552026159075384E-001          6.8885579399822949E-001 
                             101          7.7389151419106303E+006          1.9661933409896257E+001         -3.3806659010374318E-001         -7.7059328142740762E-008          4.4842296771645866E+000          4.9209133021122105E+000          1.0152561331795589E+000          3.7010033079745597E+000          7.0991668296903743E-001          6.8582386413625107E-001 
                             102          8.1451412082453929E+006          1.9628555326536400E+001         -3.7144467346359988E-001         -8.2166276676959258E-008          4.4709285043644389E+000          4.9457190461556140E+000          1.0542613508015564E+000          3.6222549882514943E+000          7.5601556800851599E-001          6.8339012646654262E-001 
                             103          8.5021826153077744E+006          1.9598218413593415E+001         -4.0178158640658523E-001         -8.4967492125311041E-008          4.4553171405749525E+000          4.9695270342696229E+000          1.0973880724375331E+000          3.5353298019193993E+000          8.0002411596455969E-001          6.8149866502780043E-001 
                             104          8.8078408131133355E+006          1.9572143375378236E+001         -4.2785662462176433E-001         -8.5307832089508140E-008          4.4379496248598471E+000          4.9915119901132696E+000          1.1431155817895660E+000          3.4432965783498286E+000          8.4063211741518051E-001          6.8005239094805758E-001 
                             105          9.0673369292665161E+006          1.9550729355992797E+001         -4.4927064400720340E-001         -8.2521540988289762E-008          4.4198904739404474E+000          5.0115834171653777E+000          1.1892695971544187E+000          3.3505131228502156E+000          8.7771301892965681E-001          6.7894881636371684E-001 
                             106          9.2885418880334795E+006          1.9533500887622846E+001         -4.6649911237715358E-001         -7.7884639051435202E-008          4.4011682980988507E+000          5.0293139876802542E+000          1.2355792340950522E+000          3.2575109718247557E+000          9.1317408259247879E-001          6.7808017516773733E-001 
